job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Suitable for,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Master,Bachelor
5147593,Analytik inovácií a digitalizácie s chuťou meniť svet poisťovníctva,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5147593?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2026-01-16,False,Bratislava,2300 EUR gross/month,English: C1,Master,,,Full-time,Full-time,3 years,,
5186007,Senior administrátor sieťovej bezpečnosti Fortinet v BB,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5186007?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2026-02-09,False,Banská Bystrica,2500 EUR gross/month,English: B1,High School with Diploma,,,Hybrid,Full-time,3-5 years,,
5186004,Senior administrátor sieťovej bezpečnosti Fortinet v ZA,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5186004?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2026-02-09,False,Žilina,2500 EUR gross/month,English: B1,High School with Diploma,,,Hybrid,Full-time,3-5 years,,
5186003,Senior administrátor sieťovej bezpečnosti Fortinet v TN,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5186003?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2026-02-09,False,Trenčín,2500 EUR gross/month,English: B1,High School with Diploma,,,Hybrid,Full-time,3-5 years,,
5185996,Infrastructure Administrator,Fpt Slovakia s.r.o.,https://www.profesia.sk/praca/fpt-slovakia/O5185996?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-04,False,Bratislava,2100 EUR gross/month,"English, German",Bachelor,,"Ivanti EPM, VMware vSphere, PowerShell",Remote,Full-time,3-5 years,,
5185970,Operations Specialist (Hybrid option),Swiss Re,https://www.profesia.sk/praca/swiss-re/O5185970?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-04,False,Bratislava,1900 - 3200 EUR gross/month,English: B2,"Bachelor, Master, Postgraduate (Doctorate)",,"MS Office, Teams, SharePoint",Hybrid,Full-time,0-1 years,,
5185951,Naštartujte svoju kariéru ako ASP.Net developer už dnes - príležitosť pre študentov/ky  IT v Košiciach,"DÔVERA zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/dovera-zdravotna-poistovna/O5185951?search_id=1f1ae081-2049-4954-88a2-2a50e8ba8cf8,2025-11-04,2025-11-24,False,Košice,7 EUR/hour gross,English: B1,High School with Diploma,"ASP.NET, .NET6, C-Sharp, VB.NET","MS SQL, Docker, AWS",Hybrid,Full-time,,,
5139205,Senior Connectivity Network Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5139205?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-05,False,Bratislava,3800 - 6300 EUR gross/month,English: B2,Bachelor,,"Docker, AWS, F5 Big-IP LTM, EfficientIP SOLIDserver",Hybrid,Full-time,,,
5185871,Architekt IT bezpečnosti (IT Security Architect),"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5185871?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Bratislava,3000 EUR brutto/month,English: technical,"Bachelor, Master",,,Hybrid,Full-time,4+ years,,
5185842,Business analytik pre digitálne kanály (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5185842?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Bratislava,2300 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,,,
5185835,Junior IT Tester,Greyson Consulting s.r.o.,https://www.profesia.sk/praca/greyson-consulting/O5185835?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-04,False,Bratislava,1400 EUR gross/month,"English: B2, Slovak: C2",High School with Diploma,,,Hybrid,Full-time,,,
5185836,Inštalačný technik sieťovej infraštruktúry Junior,"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5185836?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,"Slovensko, Česko, Poľsko",1100 EUR gross/month + variabilná čiastka + benefity,Anglický jazyk - Mierne pokročilý (B1),High School with Diploma,,,Cestovanie po Európe,Full-time,0-1 years,,
5185826,Analytik AI a smart technológii (m/ž),"Ministerstvo investícií, regionálneho rozvoja a informatizácie Slovenskej republiky",https://www.profesia.sk/praca/ministerstvo-investicii-regionalneho-rozvoja-a-informatizacie-slovenskej-republiky/O5185826?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Bratislava,2200 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,2-5 years,,
5027379,Abap programátor,Natuvion Slovakia s.r.o.,https://www.profesia.sk/praca/natuvion-slovakia/O5027379?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-25,True,Košice,2000 - 5000 EUR gross/month,"English: B2, German: B2",High School with Diploma,ABAP,,Hybrid,Full-time,3-5 years,,
5036507,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5036507?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-25,True,Bratislava,2300 EUR gross/month,English: B2,High School with Diploma,,"NGFW, WAF, Loadbalancing, DNS, XML, MailGW",,Full-time,3 years,,
5146540,Administrátor sieťovej bezpečnosti,Národné centrum zdravotníckych informácií,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5146540?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-04,False,Bratislava,2300 EUR gross/month,English: B2,High School with Diploma,,"NGFW, WAF, Loadbalancing, DNS, XML, MailGW",,Full-time,3 years,,
5123814,Bezpečnostný špecialista - DevSecOps,Národné centrum zdravotníckych informácií,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5123814?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-25,True,Bratislava,2200 EUR gross/month,"Slovak: C2, English: B2",High School with Diploma,,"GitLab CI/CD, Harbor, OpenSCAP, Armosec, ArgoCD, ArgoWorkflow, Ansible, IriusRisk, SAST/DAST/SCA tools, Secure Code Review, Secret Scanning",Full-time,Full-time,2-5 years,,
5185772,Application Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5185772?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-04,False,Bratislava,2700 - 4500 EUR gross/month,English: B2,Bachelor,"Java, Spring Boot, Hibernate, Docker, PostgreSQL, OAuth","Azure DevOps, Gitlab/Github",Hybrid,Full-time,,,
5185680,"Servisný technik (automatizácia, riadiace systémy, IT, siete)",PROCESNÁ AUTOMATIZÁCIA a.s. Košice,https://www.profesia.sk/praca/procesna-automatizacia-kosice/O5185680?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Košice,1600 EUR gross/month,,"High School with Diploma, Post-secondary / Higher Vocational, Bachelor, Master",,"SIEMENS PLC, Rockwell Automation, B&R, ABB",On-site,Full-time,3-5 years,,
5185691,"PHP Developer (Symfony, React)","GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5185691?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Košice,2000 - 2700 EUR gross/month,English: B2,"Bachelor, Master, PhD","PHP, JavaScript, SQL","Symfony framework, API Platform, React",Hybrid (on-site with home office),Full-time,,,
5185688,Chceš získať projektové skúsenosti s digitálnou transformáciou formou stáže?  - Príď nám pomôcť do Slovenských elektrární,"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5185688?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Bratislava,8 EUR/hour gross,,High School with Diploma,,"Excel, Power Point","Internship, Stáž",Full-time,0-1 years,,
5185684,IT špecialista pre priemysel,PŘEDVÝBĚR.CZ a.s.,https://www.profesia.sk/praca/predvyber-cz/O5185684?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-25,True,Brezno,1500 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,,,
5185683,Junior DevOps Engineer - Banská Bystrica,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5185683?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-03-25,True,Banská Bystrica,1500 EUR gross/month,English: B2,High School with Diploma,"Bash, Python",,Hybrid,Full-time,,,
5138644,Solution Lead - Data,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5138644?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-02-24,False,Košice,4500 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,,,
5168696,Data Engineer,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5168696?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-01-26,False,Košice,3000 EUR gross/month,English: B2,,"Python, SQL",,,Full-time,,,
5168445,Lead Software Engineer - Java,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5168445?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2026-02-09,False,Košice,4600 EUR gross/month,English: C1,Bachelor,Java,"AWS, Azure, Jenkins, Sonar Qube, Fortify",Hybrid,Full-time,3-5 years,,
5185663,Lead Full Stack Developer in Bratislava,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185663?search_id=c645fbd1-0410-4280-a619-854a1ff47f28,2025-11-04,2025-11-24,False,Bratislava,3500 EUR gross/month,English: C1,"Bachelor's degree in Computer Science, Information Technology, or related field","JavaScript, Python","Next.js, React, Docker, Kubernetes",Hybrid,Full-time,10+ years,,
5185661,Looking for Full-Stack Superhero !,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185661?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Bratislava,3500 EUR gross/month,English: C1,"Bachelor, Master","JavaScript, Python","React, Next.js, Docker, CI/CD, Kubernetes",Hybrid,Full-time,,,
5185662,Lead Full Stack Developer in Košice,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5185662?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Košice,3500 EUR gross/month,English: C1,"Bachelor's degree in Computer Science, Information Technology, or related field","JavaScript, Python","Next.js, React, Docker, Kubernetes",Hybrid,Full-time,10+ years,,
5177663,Subject Matter Expert - Vulnerability and Patch Management (CTI Integration and SecOps Support),"UNIQA 4WARD, organizačná zložka",https://www.profesia.sk/praca/uniqa-4ward-organizacna-zlozka/O5177663?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-03-25,True,Bratislava,3200 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid (Job with occasional home office),Full-time,5-7 years,,
5185656,Expert kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185656?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-04,False,Košice,2500 EUR brutto/month,,"High School with Diploma, Bachelor, Master",,,Full-time,Full-time,3-5 years,,
5185650,Koordinátor kybernetickej a informačnej bezpečnosti,"Všeobecná zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185650?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-04,False,Košice,2500 EUR gross/month,,"Bachelor, Master",,,,Full-time,2-5 years,,
5167233,Account Manager/Customer Success Manager – US Hours,"NATEK SLOVAKIA, s.r.o.",https://www.profesia.sk/praca/natek-slovakia/O5167233?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-12-17,False,Bratislava,2000 EUR gross/month,English: C1,"Bachelor, Master",,,Hybrid,Full-time,5+ years,,
5142207,Global IS/IT Infrastructure Engineer (Identity),OPmobility,https://www.profesia.sk/praca/opmobility/O5142207?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Lozorno,3000 EUR gross/month,English: C1,Bachelor,,,Hybrid,Full-time,3 years,,
5185609,Senior Full Stack Developer,UNIQA,https://www.profesia.sk/praca/uniqa/O5185609?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Bratislava,2400 EUR gross/month,English: A2,High School with Diploma,"Java, Spring Boot, React, TypeScript","Docker, Maven, Jenkins, GitLab CI, SonarQube, ELK Stack, Prometheus, Grafana, Zabbix, PostgreSQL",Hybrid,Full-time,0-1 years,,
5184624,Monitoring Operator,Diebold Nixdorf,https://www.profesia.sk/praca/diebold-nixdorf/O5184624?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-04,False,Košice,1050 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,0-2 years,,
5165618,IT Project Manager,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5165618?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-04,False,Bratislava,2500 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,
5145610,SAP Solution Architect,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5145610?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-03-05,False,Bratislava,4500 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,5+ years,,
5168197,Java Developer experienced with Quarkus framework,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5168197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Bratislava,2100-3500 EUR gross/month,English: C1,"Bachelor, Master","Java, Quarkus","Spring Boot, Maven, GitLab CI/CD, ArgoCD, Nexus, Junit, Mockito, Sonatype Lifecycle, Fortify, WebInspect, SonarQube, Dynatrace, Splunk, AWS, Kubernetes, Docker",Hybrid,Full-time,5+ years,,
5109295,Analytik IT,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5109295?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-01-16,False,Bratislava,2000 EUR gross/month,English: B1,"Bachelor, Master, PhD",,,Hybrid,Full-time,0-1 years,,
5185552,Field Service Engineer for Advanced Medical Devices,"SYNEKTIK Czech Republic, s.r.o.",https://www.profesia.sk/praca/synektik-czech-republic/O5185552?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Banská Bystrica,2500 - 3500 EUR gross/month,"English, Czech/Slovak",,,,,Full-time,3-5 years,,
4959808,IT analytik ( integračné projekty),"Aliter Technologies, a.s.",https://www.profesia.sk/praca/aliter-technologies/O4959808?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-03-25,True,Bratislava,2300 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,2-5 years,,
5185540,BE Developer,"Aliter Technologies, a.s.",https://www.profesia.sk/praca/aliter-technologies/O5185540?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-02-07,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,"Java, React, Spring","Docker, Kubernetes, Apache Kafka, Maven, Gradle, GitLab, Nexus, Grafana, Prometheus",Hybrid,Full-time,5+ years,,
5157790,Senior Pega Developer / Pega Lead Engineer,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5157790?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-03-25,True,,3000 - 4000 EUR gross/month,English: B2-C1,"Bachelor's or Master's degree in IT, business, or a related field","Pega, Kafka, REST API, SOAP","Docker, AWS",,Full-time,5+ years,,
5167716,Plant Controller,"Freudenberg Filtration Technologies Slovensko, s. r. o.",https://www.profesia.sk/praca/freudenberg-filtration-technologies-slovensko/O5167716?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2026-03-25,True,Potvorice,2100 EUR gross/month,English: B2,High School with Diploma,,"SAP, Microsoft Office 365",Hybrid,Full-time,0-1 years,,
5182197,Student Part-Time: Infrastructure Data Analyst,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O5182197?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-04,False,Bratislava,6 EUR/hour gross/hour,English: Fluent,"University student, preferably in the 2nd to 5th year of study",,"MS Excel, Power BI, Tableau",Hybrid (Job with occasional home office),Part-time,,,
5178436,Analyst Application Support,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O5178436?search_id=8f6c7dbf-200a-4c82-9521-37aea152538e,2025-11-04,2025-11-24,False,Bratislava,1600 EUR gross/month,English,,"Python, REST APIs","Power BI, Sharepoint, Azure devops, SAP",Hybrid,Full-time,0-1 years,,
5178265,Student .NET Developer,"Kistler Bratislava, s.r.o.",https://www.profesia.sk/praca/kistler-bratislava/O5178265?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-04,False,Bratislava,7.5 EUR gross/hour,English: B2,University student,"C#, C++, Java, Python","FlaUI framework, WPF-based .NET solutions",Hybrid (occasional home office),Part-time,,,
5174155,Senior Kubernetes Systems Engineer - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",https://www.profesia.sk/praca/volkswagen-group-services/O5174155?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Bratislava,3300 EUR gross/month,English: B2,High School with Diploma,,"HELM, Ansible, Terraform",Home-Office,Full-time,3 years,,
5174154,Senior Azure Administrator - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",https://www.profesia.sk/praca/volkswagen-group-services/O5174154?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,English: B2,High School with Diploma,,"Azure, New Relic Dashboard, NRQL, Ansible, Terraform, CloudFormation, Concourse CI, Kubernetes, EKS, Docker, ELK Stack, Jira, Git",Home-Office,Full-time,3+ years,,
5174153,Ansible Tower/AWX Support Specialist - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",https://www.profesia.sk/praca/volkswagen-group-services/O5174153?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Bratislava,2800 EUR gross/month,English: B2,High School with Diploma,,"Ansible Tower, Ansible AWX, Linux, Red Hat, Artifactory, Git, Bamboo",Home-Office,Full-time,,,
5170903,Test Developer,"Kistler Bratislava, s.r.o.",https://www.profesia.sk/praca/kistler-bratislava/O5170903?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-04,False,Bratislava,2400 EUR gross/month,English: B2,Bachelor,"Python, Selenium, Robot Framework","Git, Jira",Hybrid,Full-time,4-5 years,,
5170513,Lead Architect for Detecon (migration and replacement of SAP HCM module and related HR systems),Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5170513?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Košice,2500 EUR gross/month,"English: C1, German: Advanced","Bachelor, Master",,"SAP HCM, MS Hubdrive",Hybrid (occasional home office),Full-time,5+ years,,
5161615,Data Reporting Analyst,ARVAL COMPETENCE CENTER,https://www.profesia.sk/praca/arval-competence-center/O5161615?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-04,False,Bratislava,1800 EUR gross/month,"English: B2, Slovak: C2","Bachelor, Master, PhD","SQL, Dataiku","Excel, Power BI, Tableau",Hybrid,Full-time,2 years,,
5096477,Junior Business Analyst (part-time for students),"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5096477?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-04,False,Bratislava,7.50 EUR gross/hour,"English: B2+, Slovak: B2+",High School with Diploma,,,,Part-time,0-1 years,,
5149226,Senior API Developer,Adient Slovakia s.r.o.,https://www.profesia.sk/praca/adient-slovakia/O5149226?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Bratislava,2800 EUR gross/month,,Fresh graduate,"Java, JavaScript, Python","Azure/AWS, Kubernetes, Logic apps, Cloud Monitoring tools",Hybrid,Full-time,2-4 years,,
5141270,Java Developer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5141270?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Žilina,1800 EUR gross/month,English: B2,"Bachelor, Master",Java,"Gitlab, Git, OpenJFX, Maven, JUnit",Hybrid,Full-time,0-1 years,,
5114266,C++ Developer for engineering tools,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5114266?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Žilina,1800 EUR gross/month,English: B2,"Bachelor, Master",C++,,Hybrid,Full-time,,,
5059014,HR Systems Analyst (SuccessFactors focus),"UNIQA 4WARD, organizačná zložka",https://www.profesia.sk/praca/uniqa-4ward-organizacna-zlozka/O5059014?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-04,False,Bratislava,2100 EUR gross/month,"English, Slovak",Bachelor,,,Hybrid,Full-time,2-5 years,,
4774681,Software Developer SAP Platform,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O4774681?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Bratislava,2800 EUR gross/month,,,"SAP, ABAP","Docker, AWS",Hybrid,Full-time,3-5 years,,
5057335,Customer Support Specialist (Pharmaceutical Industry),Arcondis Solutions s.r.o.,https://www.profesia.sk/praca/arcondis-solutions/O5057335?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Košice,850 - 1 300 EUR gross/month,"English: C1, German: B2",High School with Diploma,,,Hybrid,Full-time,,,
5185438,Programátor (aj junior/začiatočník),SUNSOFT plus spol. s r.o.,https://www.profesia.sk/praca/sunsoft-plus/O5185438?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Dolný Kubín,1200 - 1800 EUR gross/month,English: B1,High School with Diploma,"C#, .NET, JavaScript, SQL",,On-site,Full-time,,,
5185411,Odborný zamestnanec - správca počitačovej siete,Súkromná stredná odborná škola služieb Poprad,https://www.profesia.sk/praca/sukromna-stredna-odborna-skola-sluzieb-poprad/O5185411?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Poprad,,,High School with Diploma,,,,Full-time,,,
5185383,React Native Developer,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5185383?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Bratislava,2000 EUR gross/month,,"Bachelor, Master",React Native,"Turborepo, Expo, React Native Web, Zustand, React Query, SQLite",Hybrid,Full-time,,,
5185382,iOS Developer,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5185382?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Bratislava,2000 EUR gross/month,English: B2,Bachelor,"Swift, Objective-C","iOS SDK, Xcode",Hybrid,Full-time,,,
5185381,Tech Lead,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5185381?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,,"Bachelor, Master","Java (Spring Boot), Angular, React","Docker, CI/CD tools (e.g. GitLab CI, Jenkins)",Hybrid,Full-time,,,
5185227,Junior DevOps Engineer - Žilina,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5185227?search_id=f1560aa1-ef9d-41c5-8c2b-672096e72aaf,2025-11-04,2026-03-25,True,Žilina,1500 EUR gross/month,English: B2,High School with Diploma,"Bash, Python",,Hybrid,Full-time,,,
5177502,Software Tester,"Ardaco, a.s.",https://www.profesia.sk/praca/ardaco/O5177502?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-04,False,Bratislava,2200 EUR gross/month,,High School with Diploma,,,Hybrid,Full-time,0-1 years,,
5168508,Experienced UX Designer with Figma - Žilina,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5168508?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Žilina,2400 EUR gross/month,English: B2,High School with Diploma,,Figma,Hybrid,Full-time,3-5 years,,
5168506,Experienced UX Designer with Figma - Banská Bystrica,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5168506?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Banská Bystrica,2400 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,3-5 years,,
5167691,Experienced UX Designer with Figma - Bratislava,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5167691?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,2400 EUR gross/month,English: B2,High School with Diploma,,Figma,Hybrid,Full-time,3-5 years,,
5185348,Pantheon Academy for Trainees with Java - Banská Bystrica,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5185348?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Banská Bystrica,1100 EUR gross/month,English: B2,High School with Diploma,Java,,Hybrid (on-site and home office),Full-time,,,
5185186,Pantheon Academy for Trainees with Java - Žilina,PANTHEON.team,https://www.profesia.sk/praca/pantheon-team/O5185186?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Žilina,1100 EUR gross/month,English: B2,High School with Diploma,Java,,Hybrid (on-site and home office),Full-time,,,
5177512,Junior Retail Administrator,Dormeo Home Slovakia spol. s r. o.,https://www.profesia.sk/praca/dormeo-home-slovakia/O5177512?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-04,False,Bratislava,1400 EUR gross/month,"Slovak: C2, English: B2",High School with Diploma,,,Hybrid,Full-time,0-1 years,,
1556327,Senior Verification & Validation Engineer / Test Engineer,Framatome Controls s. r. o.,https://www.profesia.sk/praca/framatome-controls/O1556327?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2026-03-23,False,Bratislava,2300 EUR gross/month,English,"Bachelor, Master","C/C++, Python",,Hybrid,Full-time,3-5 years,,
