job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Suitable for,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level
5178616,Global Technical Support Engineer I (home office),"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5178616?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-24,False,,1600 EUR gross/month,"English: B2, Slovak: B2","Customer Support Specialist, Helpdesk Operator, IT System Administrator, IT/Technical Support Specialist, Systems Administrator",,"UNIX/Linux OS, Microsoft Windows Server, RDBMS, Active Directory and GPO, Networking protocols, Wireshark, Networking Tools and Utilities, AV/Firewall Rules and Policies, Virtualization, Microsoft Exchange Server, Microsoft SharePoint Server, IBM Lotus Domino / HCL Domino, Android, Mac OS X, ESET PROTECT, antivirus products, REST APIs",Home-Office,Full-time,1-3 years
5178609,DevSecOps Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5178609?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2026-01-26,False,Bratislava,2700 EUR gross/month,English: B2,"University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)","Python, Java, Golang, Javascript / Typescript, Bash, PowerShell","Microsoft Azure, Azure DevOps, Docker, Kubernetes, AquaSec, Terraform, GitHub, GitLab, Artifactory, Packer",Hybrid,Full-time,5+ years
5178590,Head of PMO,"MenkynaPartners Management Consulting, s.r.o.",https://www.profesia.sk/praca/menkynapartners-management-consulting/O5178590?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Bratislava,4000 EUR gross/month,English: B2,,,,On-site with home office,Full-time,5+ years
5178569,Team leader zákazníckej podpory,"Varistar, s.r.o.",https://www.profesia.sk/praca/varistar/O5178569?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Slovensko,2200 EUR gross/month,English: B2,,"Python, Arduino IDE, ESP-IDF","MySQL, Postgre, Arduino, ESP32, Raspberry Pi",On-site with home office,Full-time,3-5 years
5152140,Administrátor bezpečnostných riešení,Národné centrum zdravotníckych informácií,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5152140?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2026-03-25,True,Bratislava,2500 EUR gross/month,English: B1,,,"ADFS, Microsoft Active Directory, Linux, Microsoft SQL Server, PostgreSQL",On-site,Full-time,1-3 years
5140181,Bezpečnostný analytik jednotky CSIRT,Národné centrum zdravotníckych informácií,https://www.profesia.sk/praca/narodne-centrum-zdravotnickych-informacii/O5140181?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-04,False,Bratislava,2500 EUR gross/month,English: B1,,,"SIEM, EDR, XDR, IDS/IPS, Wireshark, MITRE ATT&CK, TLP Protokol",On-site,Full-time,1-3 years
5178463,Systems Engineer in Test,BTCS Slovakia s. r. o.,https://www.profesia.sk/praca/btcs-slovakia/O5178463?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2026-02-03,False,Bratislava,2800 EUR gross/month,English: B2,"Follow-up/Higher Professional Education, University student, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",C#,"Selenium, SpecFlow, Azure DevOps, Jenkins, Git, Swagger, Postman",On-site with home office,Full-time,1-3 years
5042545,RPA Developer - (Bratislava & remote),ECTIVE s. r. o.,https://www.profesia.sk/praca/ective/O5042545?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2026-01-06,False,Bratislava,2200 EUR gross/month,English: B2,"High School with Diploma, Bachelor, Master","VB.Net, Python, VBA, VB Script","UiPath, Microsoft Excel, AWS, Azure, SQL, NoSQL, Git, Microsoft PowerApps, Microsoft Power Automate",Hybrid,Full-time,3-5 years
5019850,Senior Full Stack Developer (Java + React),"SNP Slovakia, s. r. o.",https://www.profesia.sk/praca/snp-slovakia/O5019850?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-24,False,Žilina,2500 EUR gross/month,English: C1,"Full Stack Developer, Senior Developer","Java, React.js","Spring Boot, PostgreSQL, Oracle, Docker, Postman, Git",Home-Office,Full-time,5+ years
5141473,SAP Consultant Data Archiving and Decommissioning Service,"SNP Slovakia, s. r. o.",https://www.profesia.sk/praca/snp-slovakia/O5141473?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B2,Junior role,,"SAP, Kyano Manage, Outboard, Datafridge, ArchiveLink, SAP ILM, PBS, OpenText, JiVS",Home-Office,Full-time,1-3 years
5178448,Špecialista oddelenia expedície,PRETOLOG s.r.o.,https://www.profesia.sk/praca/pretolog/O5178448?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Žilina,1500 EUR gross/month,,,,"Microsoft Office 365, Microsoft Excel, WMS, Helios",On-site,Full-time,1-3 years
5178444,Agile Project Manager,Takeda,https://www.profesia.sk/praca/takeda/O5178444?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-24,False,Bratislava,2100 EUR gross/month,English: B2,,,,On-site,Full-time,3-5 years
5178440,Senior Manual QA Engineer,Ciklum,https://www.profesia.sk/praca/ciklum/O5178440?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Bratislava,2400 EUR gross/month,,"Secondary with school-leaving examination, Bachelor's degree, Master's degree",,"Postman, Swagger, Jira, Confluence, MSSQL",On-site with home office,Full-time,5+ years
5178435,Architect / Senior SAP SD Consultant,saiworx s.r.o.,https://www.profesia.sk/praca/saiworx/O5178435?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Bratislava,6500 EUR gross/month,"English: B2, German: B2","vysokoškolské I. stupňa, vysokoškolské II. stupňa, vysokoškolské III. stupňa",,"SAP Sales and Distribution (SD), SAP S/4HANA, SAP ECC, SAP MM, SAP PP, SAP FI, SAP CO, Microsoft Office 365",Hybrid,Full-time,5+ years
5178437,Senior Release Train Engineer,Takeda,https://www.profesia.sk/praca/takeda/O5178437?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2026-02-03,False,Bratislava,3850 EUR gross/month,English: C1,,,"JIRA, JIRA Align, TargetProcess, Confluence",Hybrid,Full-time,3-5 years
5160255,Senior Data Modeler,Takeda,https://www.profesia.sk/praca/takeda/O5160255?search_id=b9fc691f-ee5e-4e1f-89d3-9c6f5f67db4b,2025-11-04,2025-11-18,False,Bratislava,3850 EUR gross/month,English: B2,,"SQL, PL/SQL, Python, Scala, Java","Spark, Hadoop, MongoDB, Kubernetes",On-site,Full-time,5+ years
5159776,SAP/ERP Project Manager,Takeda,https://www.profesia.sk/praca/takeda/O5159776?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,3050 EUR gross/month,English: B2,,,SAP/ERP,On-site,Full-time,3-5 years
5178411,Senior JavaScript Software Engineer,Ciklum,https://www.profesia.sk/praca/ciklum/O5178411?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,3400 EUR gross/month,English: C1,"Secondary with school-leaving examination, Bachelor, Master","JavaScript, Vue.js","Pinia, Vite, Vue CLI, Webpack, Ionic, Capacitor, Cordova, GitLab, GitLab CI/CD, Docker, Scaleway",On-site with home office,Full-time,5+ years
5077032,Lead Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5077032?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-03-25,True,Bratislava,3800 - 6300 EUR/month,English: B2,,Java,Azure,Hybrid,Full-time,5+ years
5178397,Architect / Senior SAP MM Consultant,saiworx s.r.o.,https://www.profesia.sk/praca/saiworx/O5178397?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,6500 EUR gross/month,"English: B2, German: B2","student vysokej školy, vysokoškolské I. stupňa, vysokoškolské II. stupňa, vysokoškolské III. stupňa",,"SAP Materials Management (MM), SAP S/4HANA, SAP ECC, SAP SD, SAP PP, SAP FI, Microsoft Office 365",Hybrid,Full-time,5+ years
5146520,Junior Project Administrator,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5146520?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-24,False,Bratislava,1300 EUR gross/month,English: B2,absolvent,,"MS Office, Excel, Word, Outlook",Hybrid,Full-time,1-3 years
5154086,Projektový špecialista pre digitálne riešenia,ALEX PETERSON s.r.o.,https://www.profesia.sk/praca/alex-peterson/O5154086?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2100 EUR gross/month,,,,,Hybrid,Full-time,1-3 years
5178359,Junior PLC programátor – Otvor dvere svojej kariére v oblasti automatizácie a technológie s našou pomocou! (p725),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5178359?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Banskobystrický kraj,1600 EUR/mesiac,English: B2,"absolventov s prvými skúsenosťami s programovaním riadiacich systémov, Absolventov VŠ II. alebo III. stupňa v odbore elektrotechnika – automatizácia, regulačná technika, prístrojová technika","SIMATIC STEP 7, TIA Portal, WinCC, InTouch",MS Office,On-site,Full-time,1-3 years
5178348,Software Developer with PHP,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5178348?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-03-25,True,Košice,2000 - 2650 EUR gross/month,"English: B2, German: Advantage",,PHP,"PHP storm, SQL, VCS, Cloud systems, DevOps tooling",Home-Office,Full-time,3-5 years
5178342,Senior Software Developer with PHP,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5178342?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-24,False,Košice,3100 EUR gross/month,English: B2,,"PHP, JavaScript, C+, Python","PHP storm, Selenium, GitLab, HTML, MySQL/ MARIA DB, Docker",Home-Office,Full-time,5+ years
5178329,Cyber Security Professional - Risk-Management Expert (Cyber Security Governance),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5178329?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-02-03,False,Bratislava,2800 EUR gross/month,English: B2,,,,On-site with home office,Full-time,5+ years
5041284,IT admin O365 (100% remote),Offer experts s. r. o.,https://www.profesia.sk/praca/offer-experts/O5041284?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,,2300 EUR gross/month,English: B2,"Secondary with school-leaving examination, Follow-up/Higher Professional Education, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",PowerShell,"M365, Microsoft Defender for Office 365",Home-Office,Full-time,5+ years
5147921,Abap Developer (p753),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147921?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Žilina,2500 EUR gross/month,English: C1,"University education (Bachelor's degree), University education (Master's degree)",ABAP,"SAP, Hadoop, HIVE",Hybrid,Full-time,0-1 years
5147915,Senior Full Stack Developer (Java + React) - (p752),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147915?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Žilina,2500 EUR gross/month,English: Advanced,,"Java, React.js","Spring Boot, RESTful APIs, PostgreSQL, Oracle, Docker, Postman, Git",Home-Office,Full-time,5+ years
5147909,SAP Consultant Data Migration Service (p751),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147909?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2700 EUR gross/month,English: Fluent,"Secondary with school-leaving examination, Follow-up/Higher Professional Education, University education (Bachelor's degree), University education (Master's degree)",ABAP,"SAP, SNP CrystalBridge®",Home-Office,Full-time,3-5 years
5178250,Product Manager for Digital Solutions,"GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5178250?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Humenné,2200 - 3500 EUR gross/month,English: B2,"Mechanical/Industrial Engineering, Information Technology",,"CRM systems, Sales analytics tools",On-site with home office,Full-time,3-5 years
5178248,C# / .NET Software Developer for the heart attack analyzer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5178248?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-04,False,Bratislava,2100 EUR gross/month,English: B2,,"C#, .NET","MVVM, Avalonia, XAML, Git",Hybrid,Full-time,3-5 years
5178243,Data Analyst (Business Consultant) with German,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5178243?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2400 EUR gross/month,"English: B2, German: B2",,,,Hybrid,Full-time,3-5 years
5178209,OpenShift Administrator (m/f/d),Raiffeisen Informatik SK s.r.o.,https://www.profesia.sk/praca/raiffeisen-informatik-sk/O5178209?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-02-07,False,,2500 EUR gross/month,English: B2,,,"OpenShift, Kubernetes, Linux, GitOps, ArgoCD, Prometheus",Hybrid,Full-time,5+ years
5137653,"SAP ERP Konzultant - rôzne moduly ( SD, WM/EWM, BW, PP, MM,PM)",teamative a. s.,https://www.profesia.sk/praca/teamative/O5137653?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,,3500 EUR gross/month,"English: B2, German: B2","High School with Diploma, Bachelor, Master",ABAP,"SAP R/3, SAP S/4 HANA",Home-Office,"Full-time, Half-time",5+ years
5158846,Security Specialist,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5158846?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-01-26,False,Bratislava,2700 EUR gross/month,"Slovak: C1, Czech: C1, English: B2",,,,Hybrid,Full-time,3-5 years
5139104,Senior IT Analytik RestAPI,Pro HR,https://www.profesia.sk/praca/pro-hr/O5139104?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,3400 EUR gross/month,English: B2,"analytika, bývalého programátora","SQL, REST API","EA, UML",Hybrid,Full-time,3-5 years
5139106,Data Engineer (Python),Pro HR,https://www.profesia.sk/praca/pro-hr/O5139106?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,2500 EUR gross/month,English: C1,"Business Intelligence Specialist, Databázový analytik, IT analytik, IT konzultant, Programátor","Python, SQL, Spark","DWH, Big Data",Hybrid,Full-time,1-3 years
4953388,Senior IT Analytik,Pro HR,https://www.profesia.sk/praca/pro-hr/O4953388?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,3000 EUR gross/month,English: B2,"analytik, bývalého programátora",,"UML, Business Process Model and Notation, Enterprise Architect, draw.io, Rest API, MS Visio, SQL",Hybrid,Full-time,3-5 years
5118423,Manuálny tester,Pro HR,https://www.profesia.sk/praca/pro-hr/O5118423?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Bratislava,2500 EUR gross/month,English: B1,"High School with Diploma, Bachelor, Master, PhD",,"SQL, XML, SoapUI, Rest API",Hybrid,Full-time,3-5 years
5178171,SAP BW/4 Senior Consultant (m/f/d),"LEONI Wiring Systems Slovakia, spol. s r.o.",https://www.profesia.sk/praca/leoni-wiring-systems-slovakia/O5178171?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-18,False,Dubnica nad Váhom,3000 EUR gross/month,English: B2,,"ABAP, SQL","SAP BW/4HANA, SAP Analysis for Microsoft Office, SAP HANA Modeler, BW Modeling, SAP Analytics Cloud",On-site with home office,Full-time,5+ years
5178146,Montážny technik výpočtovej techniky,Mestská časť Bratislava-Petržalka,https://www.profesia.sk/praca/mestska-cast-bratislava-petrzalka/O5178146?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-18,False,Bratislava,1300 - 1600 EUR/mesiac,,,,MS office,On-site,Full-time,
5178133,Product Owner,"UNIQA Group Service Center Slovakia, spol. s r.o.",https://www.profesia.sk/praca/uniqa-group-service-center-slovakia/O5178133?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,,2500 EUR gross/month,English: B2,"University education (Bachelor's degree), University education (Master's degree)",,,Home-Office,Full-time,
5161657,Service Alignment Strategist,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161657?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Košice,2500 EUR gross/month,English: C1,,,"ServiceNow ITSM modules, CMDB, workflows, service mapping, Common Service Data Model (CSDM)",Hybrid,Full-time,3-5 years
5161656,Service Alignment Strategist,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161656?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Žilina,2500 EUR gross/month,English: C1,,,"ServiceNow ITSM, CMDB, CSDM",Hybrid,Full-time,3-5 years
5161424,Software Developer for product VELOCITY,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161424?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Košice,1700 EUR gross/month,English: B2,,C++,"Microsoft/Web technology stacks, UML diagrams",Hybrid,Full-time,1-3 years
5161418,HR/IT Business Analyst (Signature Authority domain),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161418?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Bratislava,2500 EUR gross/month,English: B2,,,"SAP HCM Solutions, UI5",Hybrid,Full-time,3-5 years
5161415,HR/IT Scrum Master (Workday HR),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161415?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Bratislava,2500 EUR gross/month,English: B2,,,"ServiceNow, Azure DevOps, Workday",Hybrid,Full-time,3-5 years
5161309,IT Service Manager for SiTax,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161309?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Košice,2000 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years
5161303,IT Service Manager for SiTax,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161303?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Žilina,2000 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years
5145767,Senior full-stack Developer with focus on Frontend + sign on bonus 2000 EUR,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5145767?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,Košice,3100 - 3700 EUR/month,English: B2,,"React, Angular, Java, Spring Boot, Quarkus","AWS, Azure, Google Cloud, Kubernetes, Docker, Microservices, Git, Grafana",Home-Office,Full-time,3-5 years
5145102,Solution Engineer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5145102?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Bratislava,2800 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years
5110038,Hybrid Cloud Adoption Manager,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5110038?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,Košice,3000 EUR gross/month,English: B2,,,"Azure Migrate, ASR, Azure ARC, Azure Pricing Calculator",Hybrid,Full-time,5+ years
5110036,Hybrid Cloud Adoption Manager,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5110036?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,Žilina,3000 EUR gross/month,English: B2,,,"Azure Migrate, ASR, Azure ARC, Azure Pricing Calculator",Hybrid,Full-time,5+ years
5065250,Monitoring špecialista,Scheidt & Bachmann Slovensko s.r.o.,https://www.profesia.sk/praca/scheidt-bachmann-slovensko/O5065250?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-14,False,Žilina,2200 EUR gross/month,,,"Python, PowerShell, Bash","Centreon, Zabbix, Grafana, Prometheus, PromQL, RabbitMQ, SFTP, Oracle, PostgreSQL, REST API, HTTP, Kubernetes",,Full-time,3-5 years
5069467,Business Analyst for Payment,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5069467?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-17,False,Košice,1550 EUR gross/month,"English: fluent, German: advantage",,SQL,"Jira, Confluence",On-site with home office,Full-time,
5128588,Solution Architect / Business Consultant,"DGT factory, a. s.",https://www.profesia.sk/praca/dgt-factory/O5128588?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-24,False,Bratislava,5000 EUR gross/month,English: C1,,,"Microsoft Office, Jira, Confluence, Agile methodologies, Spring, UML, Enterprise Architect, Oracle, Rest API, Amazon Web Services (AWS), Apache Kafka, Docker, Swagger API, Camunda BPM, GIT",Hybrid,Full-time,3-5 years
5160464,Technical Leader - Robotics Solution Engineer,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5160464?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,1700 EUR gross/month,"Slovak: C2, English: C1",,Python,"Jira, Google Workspace, Git",Hybrid,Full-time,3-5 years
5178053,"PHP Developer (Symfony, React)","GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5178053?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-18,False,Košice,2000 - 2700 EUR gross/month,,,"PHP, JavaScript, HTML, CSS, SQL, Git","Symfony, React, API Platform, Linux",Hybrid,Full-time,
5178004,IT Actuarial Business Analyst,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5178004?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3700 EUR gross/month,English: B2,"University education (Bachelor's degree), University education (Master's degree)","Python, R","Prophet, MoSes, AXIS, TensorFlow, Azure ML",On-site with home office,Full-time,3-5 years
5177957,IT & Výroba – Unikátna príležitosť pre technicky zdatných! | Mzda: 1 600 € priplatky + 13. plat | Priamy nástup do kmeňového stavu,WHC Slovakia s.r.o.,https://www.profesia.sk/praca/whc-slovakia/O5177957?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-18,False,Skalica,1600 EUR gross/month,"English: B2, Slovak: B2",absolvent,,"Microsoft Office, MES – Critical Manufacturing, ERP - Infor M3",On-site,Full-time,
5177888,Senior Solution Architect,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5177888?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3000 EUR gross/month,,,,"UML, ArchiMate, Enterprise Architect",Hybrid,Full-time,5+ years
5030590,Labs and Manufacturing IT Engineer,Unomedical s.r.o.,https://www.profesia.sk/praca/unomedical/O5030590?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Michalovce,2400 EUR gross/month,"English: C1, Slovak: C1",,,"MES, LIMS, ITIL, BRMP",Hybrid,Full-time,3-5 years
5177866,German-Speaking IT Experts for Specialized Data & Project Roles,PwC,https://www.profesia.sk/praca/pwc/O5177866?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,Bratislava,2500 EUR gross/month,German: C1,"Students and graduates, Experienced candidates",,"Collibra, Informatica, Databricks, Snowflake, BigQuery, Selenium, Azure DevOps, SOAPUI, Jira, AWS, Microsoft Azure, UML, TOGAF",Hybrid,Full-time,3-5 years
5177862,German-Speaking SAP & IT Specialists,PwC,https://www.profesia.sk/praca/pwc/O5177862?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,Bratislava,2400 EUR gross/month,"German: C1, English: C1","Students and graduates, Experienced candidates","ABAP, SAP Fiori","SAP, S/4HANA, BW/4HANA, SAP Business Technology Platform (BTP), Selenium, SAP Solution Manager, Jira, Micro Focus ALM",Hybrid,Full-time,3-5 years
4883080,"AI Specialist - Gen AI, LLM & RAG (m/f)",PwC,https://www.profesia.sk/praca/pwc/O4883080?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,Bratislava,2000 EUR gross/month,English: B2,,Python,"Langfuse, SQL, NoSQL",Hybrid,Full-time,1-3 years
5160936,Senior Quality/Test Analyst,"MetLife Europe d.a.c., pobočka poisťovne z iného členského štátu",https://www.profesia.sk/praca/metlife-europe-d-a-c-pobocka-poistovne-z-ineho-clenskeho-statu/O5160936?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,2200 EUR gross/month,"English: B2, Slovak: C1",,,"JIRA, TestRail, HP ALM, SQL, SoapUI, Postman, REST Assured, Bruno",On-site with home office,Full-time,1-3 years
5177806,Senior Software Test Engineer,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5177806?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-12-17,False,Košice,3600 EUR gross/month,English: B2,"Bachelor, Master, PhD",Python,"Appium, Azure DevOps, XCode, Android Studio",On-site,Full-time,5+ years
5177775,Chief Delivery Officer,"MenkynaPartners Management Consulting, s.r.o.",https://www.profesia.sk/praca/menkynapartners-management-consulting/O5177775?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,5000 EUR gross/month,English: C1,,,,On-site,Full-time,5+ years
5177765,"Senior IT Governance, Risk & Compliance Specialist",Pro HR,https://www.profesia.sk/praca/pro-hr/O5177765?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3500 EUR gross/month,"English: B2, Slovak: C1","Secondary with school-leaving examination, Follow-up/Higher Professional Education, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",,GRC tool,On-site with home office,Full-time,5+ years
