job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,last_seen,active,Location,url,Education,Salary,first_seen
5201611,Špecialista podpory ekonomického systému NAV a podnikových systémov (m/ž),Slovenská Grafia a. s.,,,English: B1,0-1 years,Home-Office,Full-time,Profesia,2026-01-04,False,Bratislava,https://www.profesia.sk/praca/slovenska-grafia/O5201611?search_id=88f70c76-b337-446b-be71-3b8e1822292f,"High School with Diploma, Bachelor I. degree",1800 - 2300 EUR gross/month,2025-12-17
5201516,AI Adoption Consultant with German,"Accenture, s.r.o.",,,"English: B2, German: B2 or C1",3-5 years,Home-Office,Full-time,Profesia,2026-03-25,True,Remote,https://www.profesia.sk/praca/accenture/O5201516?search_id=88f70c76-b337-446b-be71-3b8e1822292f,Bachelor's or Master's degree in IT or a related field,3300 EUR gross/month,2025-12-17
5201518,Secure AI Consultant with German,"Accenture, s.r.o.",,"Microsoft Copilot, Azure AI tools, Microsoft Purview, Fabric, Entra","English: B2, German: B2 or C1",0-5 years,"Remote work, flexible working arrangements (time & place of work)",Full-time,Profesia,2026-03-25,True,,https://www.profesia.sk/praca/accenture/O5201518?search_id=88f70c76-b337-446b-be71-3b8e1822292f,Bachelor's or Master's degree in IT or a related field,3300 EUR gross/month,2025-12-17
5170523,Linux a Kubernetes systémový špecialista,LYNX s.r.o.,"Linux OS, Bash/Python","systemd, Apache/Nginx, Bind, Samba, Nfs, Kubernetes, GitLab CI/Jenkins, Terraform, Ansible, Prometheus, Grafana, Alertmanager, ELK/OpenSearch, Instana, Zabbix",English: B1,3-5 years,Hybrid,Full-time,Profesia,2026-03-18,False,Košice,https://www.profesia.sk/praca/lynx/O5170523?search_id=88f70c76-b337-446b-be71-3b8e1822292f,"Bachelor, Master",2500 - 3000 EUR gross/month,2025-12-17
5149210,Azure Infra and Security Consultant with German,"Accenture, s.r.o.",,,"English: B2, German: B2",3-5 years,Home-Office,Full-time,Profesia,2026-03-25,True,Remote,https://www.profesia.sk/praca/accenture/O5149210?search_id=88f70c76-b337-446b-be71-3b8e1822292f,Bachelor's or Master's degree in IT or a related field,3300 EUR gross/month,2025-12-17
5201493,Lead Data Engineer,Deutsche Telekom IT Solutions Slovakia,"ETL processes, data modeling, SQL, Python, UNIX, GIT, UML",,"English: good, German: excellent",3-5 years,Full-time with occasional home office,Full-time,Profesia,2026-02-12,False,Košice,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5201493?search_id=88f70c76-b337-446b-be71-3b8e1822292f,Master's degree in Information technologies,3500 EUR gross/month,2025-12-17
5143365,Systémový špecialista virtualizačných technológií - senior,LYNX s.r.o.,,"VMware vSphere, VMware vCenter Server, vSphere Distributed Switch (vDS), VMware NSX, VMware VKS, Omnissa Horizon",English: B1,5+ years,Home-Office,Full-time,Profesia,2026-03-25,True,Košice,https://www.profesia.sk/praca/lynx/O5143365?search_id=88f70c76-b337-446b-be71-3b8e1822292f,"Bachelor, Master, PhD",2400 EUR gross/month,2025-12-17
5201473,Medior Application Support Engineer,Multitude IT Labs (as part of Multitude Group),,"Kibana, Jira, Confluence, Grafana, SQL, Apache Kafka, RabbitMQ, Workday",English: C1,5+ years,Home-Office,Full-time,Profesia,2025-12-17,False,Remote,https://www.profesia.sk/praca/multitude-it-labs-as-part-of-multitude-group/O5201473?search_id=88f70c76-b337-446b-be71-3b8e1822292f,Bachelor's degree,2300 EUR gross/month,2025-12-17
5201456,Špecialista globálnej infraštruktúry -  Printové riešenia,"Unlimit Recruitment, s.r.o.",,,English: B2,5+ years,Home-Office,Full-time,Profesia,2026-01-04,False,Bratislava,https://www.profesia.sk/praca/unlimit-recruitment/O5201456?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,"Bachelor, Master, PhD",3000 - 4300 EUR gross/month,2025-12-17
5164217,Systémový inžinier II,"Stredoslovenská distribučná, a.s.",,"Ansible, GitHub, Zabbix, Flowmon Networks, UNIX/Linux",English: B2,2 years,Home-Office,Full-time,Profesia,2026-03-25,True,Žilina,https://www.profesia.sk/praca/stredoslovenska-distribucna/O5164217?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Bachelor with II. degree in Informatics and Information Technologies,1970 EUR gross/month,2025-12-17
5201443,"Teamleader - IT Operation (prevádzka, support)","Aliter Technologies, a.s.",,"Microsoft Entra ID, Atlassian, Jira, Confluence, JSM, Windows, Mac OS, Linux, Microsoft Endpoint manager, Microsoft Azure, Microsoft 365, MyQ, Windows Server, Radius",English: B2,3-5 years,Hybrid,Full-time,Profesia,2026-03-23,False,Bratislava,https://www.profesia.sk/praca/aliter-technologies/O5201443?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,"Bachelor, Master",2500 EUR gross/month,2025-12-17
5201404,AI SERVICES - Lead Full Stack Developer in Košice,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript, Python","Next.js, React, Docker, Kubernetes",English: C1,5+ years,Hybrid,Full-time,Profesia,2026-01-04,False,Košice,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5201404?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Master's degree,3500 EUR gross/month,2025-12-17
5201405,AI SERVICES - Lead Full Stack Developer in Bratislava,Deutsche Telekom Services Europe Slovakia s.r.o.,"JavaScript, Python","Next.js, React, Docker, Kubernetes",English: C1,10+ years,Hybrid,Full-time,Profesia,2026-01-04,False,Bratislava,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5201405?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Master's degree,3500 EUR gross/month,2025-12-17
5201373,Zaujímate sa o sieťovinu? Kliknite! IT Support,"Manuvia, a. s.",,,English: B2,,,Full-time,Profesia,2025-12-17,False,Humenné,https://www.profesia.sk/praca/manuvia/O5201373?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,High School with Diploma,1400 - 1500 EUR gross/month,2025-12-17
5201358,Komponentový inžinier pre oblasť elektrických točivých a netočivých strojov (m/ž) |Trenčín,"Slovenské elektrárne, a.s.",,MS Office,,0-1 years,On-site with home office,Full-time,Profesia,2025-12-17,False,Trenčiansky kraj,https://www.profesia.sk/praca/slovenske-elektrarne/O5201358?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,"Bachelor, High School with Diploma",2034 EUR gross/month,2025-12-17
5201357,Komponentový inžinier pre oblasť elektrických točivých a netočivých strojov (m/ž) | Čierny Váh,"Slovenské elektrárne, a.s.",,MS Office,,0-1 years,Full-time,Full-time,Profesia,2025-12-17,False,Liptovský Hrádok,https://www.profesia.sk/praca/slovenske-elektrarne/O5201357?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,"Bachelor, High School with Diploma",2034 EUR gross/month,2025-12-17
5201317,Odborný konzultant – adaptívne vzdelávanie,IT & Elektronic s.r.o.,,,"Slovenský jazyk - Pokročilý (C1), Anglický jazyk - Stredne pokročilý (B2)",,,Full-time,Profesia,2025-12-17,False,Liptovský Mikuláš,https://www.profesia.sk/praca/it-elektronic/O5201317?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Vysokoškolské II. stupňa,3500 EUR gross/month,2025-12-17
5201295,FrontEnd Application Engineer,"Orange Slovensko, a.s.","Node.js, React, Angular","REST API, databases, data models, webhooks, cloud environments, containerization (Docker/Kubernetes), CI/CD, monitoring/logging, observability",English: B2,2-5 years,Hybrid,Full-time,Profesia,2026-02-07,False,Bratislava,https://www.profesia.sk/praca/orange-slovensko/O5201295?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Bachelor in Informatics or related technical field (or equivalent experience),2500 EUR gross/month,2025-12-17
5201293,BackEnd Application Engineer,"Orange Slovensko, a.s.","Node.js, Python, Java","Camunda, jBPM, Kogito",English: B2,2-5 years,Hybrid,Full-time,Profesia,2026-02-07,False,Bratislava,https://www.profesia.sk/praca/orange-slovensko/O5201293?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Bachelor in Informatics or related technical field (or equivalent experience),2500 EUR gross/month,2025-12-17
5201272,Holding Data Analyst,"PERSONALITY, s.r.o.",,"MS Excel, Power Query, Power BI, Tableau, Looker","English: B1, Maďarský jazyk: B1",5+ years,Home-Office,Full-time,Profesia,2025-12-17,False,Dunajská Streda,https://www.profesia.sk/praca/personality/O5201272?search_id=3b11dec8-d357-4340-ae1d-29d5b009bfae,Vysokoškolské II. stupňa,3000 - 3500 EUR gross/month,2025-12-17
5201261,IT System Engineer,"CRIF - Slovak Credit Bureau, s. r. o.",,"Microsoft Windows technologies, Microsoft 365 services, Azure EntraID, Active Directory domains","English: B2, Slovak: C2",3-5 years,Job with occasional home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/crif-slovak-credit-bureau/O5201261?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,University education (Bachelor's degree),3000 EUR gross/month,2025-12-17
5201259,DevOps Engineer Professional (Principal) for Industrial AI Cloud,Deutsche Telekom IT Solutions Slovakia,"Go, Python, Bash","Ansible, Salt-stack, Terraform, Helm, Git, GitHub Actions, GitLab CI/CD",English: C1,5+ years,Full-time with occasional home office,Full-time,Profesia,2026-03-25,True,Košice,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5201259?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Master,3800 EUR gross/month,2025-12-17
5201231,Campaigning Data Expert (ž/m),"Slovak Telekom, a.s.",,"SQL, HTML, PowerBI",English: B2,5+ years,Home-Office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/slovak-telekom/O5201231?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,,2500 EUR gross/month,2025-12-17
5201189,DevOps Engineer,"Finax, o.c.p., a. s.","Kubernetes, Docker, Zabbix, Python","GitLab CI, Jenkins, GitHub Actions, RabbitMQ, Apache Kafka","English: B2, Slovak: C2",3-5 years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/finax-o-c-p/O5201189?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Bachelor I. degree,3600 EUR gross/month,2025-12-17
5201183,Hľadáme lídra projektového manažmentu!,PosAm spol. s r.o.,,,English: B2,5+ years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/posam/O5201183?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Bachelor,4000 EUR gross/month,2025-12-17
5201174,Cloud Data Engineer (Databrics),SourceFirst International s.r.o.,"Python, SQL","Databricks, DBT, Apache Airflow, AWS ekosystém, Azure ekosystém, Elastic Stack",,,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5201174?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,"Bachelor, Master, PhD",2000 EUR gross/month,2025-12-17
5004480,Hardware Design Engineer,Framatome Controls s. r. o.,,,"English: B2, German: optional, French: optional",Junior,Job with occasional home office,Full-time,Profesia,2026-03-13,False,Bratislava,https://www.profesia.sk/praca/framatome-controls/O5004480?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,"Master's degree in Automation Engineering, Electronics or equivalent",1600 EUR gross/month,2025-12-17
5201166,IT Test Analyst,Raiffeisen Processing Centre (RPC),,"SQL, Oracle Database, XML, Jira",English: B1,1-3 years,Job with occasional home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/raiffeisen-processing-centre-rpc/O5201166?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,"Secondary with school-leaving examination, University education (Bachelor's degree)",2300 EUR gross/month,2025-12-17
4868181,Hľadáme IT Support s Nemeckým Jazykom! Využi Svoje Komunikačné Zručnosti a Pracuj s Nami!,Raiffeisen Informatik SK s.r.o.,,"Microsoft Word, Microsoft Excel, Microsoft Outlook, Microsoft Windows","German: B2, English: B2",,Hybrid,Full-time,Profesia,2026-03-25,True,Nitra,https://www.profesia.sk/praca/raiffeisen-informatik-sk/O4868181?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,,1400 EUR gross/month,2025-12-17
5201156,Inštalačný technik O2 Internet - okres Levice,"EUROTELECOM, s.r.o.",,"Microsoft Word, Microsoft Windows",,0-1 years,On-site with home office,Full-time,Profesia,2025-12-17,False,Trnavský kraj,https://www.profesia.sk/praca/eurotelecom/O5201156?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,High School with Diploma,1500 EUR gross/month,2025-12-17
5201134,Cloud Systems Engineer,Blueprint Power Slovakia s.r.o.,"Python, Django, Celery","PostgreSQL, MySQL, RabbitMQ, Redis, Docker, Kubernetes, GCP, AWS, Azure",English: B2,3-5 years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/blueprint-power-slovakia/O5201134?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,University education (Bachelor's degree),2500 EUR gross/month,2025-12-17
5201126,Junior SW Engineer - hybridná práca,Lugera & Maklér spol.s r.o.,"C++, Python",,English: B2,1-3 years,Hybrid,Full-time,Profesia,2025-12-17,False,Nitra,https://www.profesia.sk/praca/lugera-makler/O5201126?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Bachelor,2000 EUR gross/month,2025-12-17
5201119,IT technik pre IT network riešenia a kybernetickú bezpečnosť,KOLAS s. r. o.,,"NGFW (NextGeneration FireWall) Fortinet, Palo Alto Networks, Checkpoint, Aruba, SIEM - certifikáty výhodou (napr. Splunk, IBM QRadar, Rapid7, ElasticStack, Wazuh, a iné), VPN IPS, IDS, URL Filtering, antiBot, AntiVirus",English: B2,3-5 years,,Full-time,Profesia,2026-03-23,False,Bratislava,https://www.profesia.sk/praca/kolas/O5201119?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Bachelor,3000 EUR gross/month,2025-12-17
5201086,Hľadáme vedúceho pracovníka pre systémy triedenia a balenia ovocia,"BONI FRUCTI, spol. s r.o.",,"Fruitmanager TopControl, QI informačný systém, Microsoft Office 365",English: B2,,Full-time,Full-time,Profesia,2025-12-17,False,Dunajská Lužná,https://www.profesia.sk/praca/boni-fructi/O5201086?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,Bachelor,1620 EUR gross/month,2025-12-17
5201095,Senior Špecialista NOC a IP zákazníckych riešení,"O2 Slovakia, s.r.o.",,,English: B2,3-5 years,Home-Office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/o2-slovakia/O5201095?search_id=785a0fc3-67f2-4257-96c5-28f3c7820493,SŠ/VŠ - technické zameranie,1800 EUR gross/month,2025-12-17
5201083,Software Engineering Team Lead,Siemens Slovensko,,,English: B2,Proven experience as a DevOps or SW engineer Lead role,Hybrid,Full-time,Profesia,2025-12-17,False,Košice,https://www.profesia.sk/praca/siemens-slovensko/O5201083?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,"Bachelor's degree, Master's degree, Doctorate",3500 EUR gross/month + VAR*,2025-12-17
5201079,Audítor informačnej a kybernetickej bezpečnosti,TÜV SÜD Slovakia s.r.o.,,,English: C1,3-5 years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/tuv-sud-slovakia/O5201079?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,Bachelor with Diploma,2500 EUR gross/month,2025-12-17
5201067,Hľadáme skúseného projektového manažéra pre naše softvérové projekty!,PosAm spol. s r.o.,,,English: B2,5+ years,On-site with home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/posam/O5201067?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,Bachelor,3500 EUR gross/month,2025-12-17
5201049,HR Data Analyst,Deutsche Telekom IT Solutions Slovakia,,"Power BI (Cloud & Desktop), UX Design Tools, SQL, Azure, ATS like Eightfold, Excel (with Pivot), Mapp (Webtrekk), Tealium IQ / EventStream, A/B Testing Tools, Jira",English: B2,,Remote work,Full-time,Profesia,2026-03-16,False,Košice,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5201049?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,"Bachelor or Master degree in Data Science, Business Analytics, Computer Science, or similar",1450 EUR gross/month,2025-12-17
5201048,Senior Tester - Backend Core,SYNOT Games SK s. r. o.,"JavaScript, Python, Bash / PowerShell, C# .NET","TFS/Azure DevOps, JIRA, Postman, IIS","English: B2, Slovak: C2",4 years,Hybrid,Full-time,Profesia,2026-03-11,False,Bratislava,https://www.profesia.sk/praca/synot-games-sk/O5201048?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,Secondary without school-leaving examination,3000 EUR gross/month,2025-12-17
5201043,RedHat Administrátor,"Všeobecná zdravotná poisťovňa, a. s.",,"RedHat OpenShift platformy, Kubernetes, Docker",,3-5 years,On-site with home office,Full-time,Profesia,2025-12-17,False,Bratislavský kraj,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5201043?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,"Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",2500 EUR brutto/month,2025-12-17
5201023,IT analytik (ODPMP-4/2025),Kancelária Národnej rady Slovenskej republiky,,,"Slovak: Expert (C2), English: Intermediate (B2)",3-5 years,On-site,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/kancelaria-narodnej-rady-slovenskej-republiky/O5201023?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,Bachelor with Diploma,2800 EUR gross/month,2025-12-17
5201021,Práca pre IT technika v stabilnej firme - Zaujímavé projekty a perspektívny rast!,GeWiS Slovakia s.r.o.,,,"English: B1, German: B1",0-1 years,On-site,Full-time,Profesia,2026-02-20,False,Handlová,https://www.profesia.sk/praca/gewis-slovakia/O5201021?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,High School with Diploma,1380 EUR gross/month,2025-12-17
4584931,PLC Programátor - vývojár/ka,Porsche Werkzeugbau s. r. o.,"SCL, C++, C#, Pascal","TIA portál, WinCC Advanced, Profinet, Ethernet (TCP/IP, UDP)",English: B2,2 years,,Full-time,Profesia,2026-03-25,True,Horná Streda,https://www.profesia.sk/praca/porsche-werkzeugbau/O4584931?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,"Bachelor, Master",2500 EUR gross/month,2025-12-17
5200886,Hľadáme Webového grafika / UI dizajnéra,Aliancia pre sociálnu ekonomiku na Slovensku,,"Figma, Tailwind CSS",Anglický jazyk - Mierne pokročilý (B1),,Home-Office,Full-time,Profesia,2025-12-17,False,Práca z domu,https://www.profesia.sk/praca/aliancia-pre-socialnu-ekonomiku-na-slovensku/O5200886?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,Študent vysokej školy,2250 EUR gross/month,2025-12-17
5200897,Pridajte sa k nášmu tímu ako Low Code Developer – Vytvárajte efektívne riešenia a posuňte svoju kariéru na ďalšiu úroveň!,AGEL SK a.s.,"Low code / no code platformy, CSS, HTML, JavaScript","Elasticsearch, Redis, Docker, Java, GIT, Groovy",,,Home-Office,Full-time,Profesia,2026-01-13,False,Práca z domu,https://www.profesia.sk/praca/agel-sk/O5200897?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,"Vysokoškolské I. stupňa, Vysokoškolské II. stupňa",1600 EUR gross/month,2025-12-17
5200888,Hľadáme študenta/ku na pozíciu Sales Support,NAOS SLOVAKIA s. r. o.,Microsoft Excel - Advanced,,,,Home-Office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/naos-slovakia/O5200888?search_id=271b43ac-f8fe-4c13-b4e1-a7fef44c6eac,High School with Diploma,7 EUR/hour,2025-12-17
5094714,PL/SQL programátor,"AITEN, a.s.","Oracle PL/SQL, SQL",,English: B1,3-5 years,Hybrid,Full-time,Profesia,2025-12-17,False,Trnava,https://www.profesia.sk/praca/aiten/O5094714?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,Bachelor,2000 EUR gross/month,2025-12-17
5200882,IT Analytik/čka pre team Master Client,"Slovenská sporiteľňa, a.s.",,"SOAP, REST, XML, JSON",,,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/slovenska-sporitelna/O5200882?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,,3000 EUR gross/month,2025-12-17
5200857,Senior Backend Developer pre nové generácie finančných aplikácií,"Slovenská sporiteľňa, a.s.","Java, Kotlin","Spring, Spring Boot, REST integráciu, GIT, SQL, Microservices architecture, Kibana, Grafana, Kafka, CI/CD procesy, Liquibase, Docker, Event-driven development",,,,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/slovenska-sporitelna/O5200857?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,,3000 EUR gross/month,2025-12-17
5200823,React Native Developer,"Asseco Central Europe, a.s.",React Native,"Turborepo, Expo, React Native Web, Zustand, React Query, SQLite",,,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/asseco-central-europe/O5200823?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"Bachelor, Master, PhD",2000 EUR gross/month,2025-12-17
5200821,Tech Lead,"Asseco Central Europe, a.s.","Java (Spring Boot), Angular, React","Docker, CI/CD tools (e.g. GitLab CI, Jenkins)",,,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/asseco-central-europe/O5200821?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"Bachelor, Master, PhD",3000 EUR gross/month,2025-12-17
5200818,Brigáda: Prevádzková podpora & administratívny asistent,"AMBIS vysoká škola, a.s.",,,,,Home-Office,Short-term,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/ambis-vysoka-skola/O5200818?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,High School with Diploma,750 EUR gross/month,2025-12-17
5200713,Java fullstack Developer (kontrakt 5000 - 7000 €,Pro HR,"Java, Spring Framework, JPA, SQL, Docker, Podman, Vaadin",,English: B2,3-5 years,Job with occasional home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/pro-hr/O5200713?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"University education (Bachelor's degree), University education (Master's degree)",5000 - 7000 EUR gross/month,2025-12-17
5113786,Java Developer - Remote,"ACEQES, s.r.o.","Java, Spring","SQL databases, Git, AWS, CI/CD tools, Docker",,5+ years,Home-Office,Full-time,Profesia,2025-12-17,False,Remote,https://www.profesia.sk/praca/aceqes/O5113786?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"Bachelor, Master, PhD",3000 - 5000 EUR gross/month,2025-12-17
5200775,Špecialista pre manažment dát (Zástup počas MD/RD)  (m/ž),ČSOB Finančná skupina,"SQL, Oracle, MySQL, PostgreSQL, Teradata",Power BI,English: B2,2+ years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/csob-financna-skupina/O5200775?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,,2300 EUR gross/month,2025-12-17
3628470,Business Konzultant/Analytik,"Millennium, spol. s r. o.",,,English: B2,3-5 years,Home-Office,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/millennium/O3628470?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"Bachelor, Master",2000 EUR gross/month,2025-12-17
5200704,L1 IT Technik Stred SR,"Unilabs Slovensko, s. r. o.",,,English: C1,0-1 years,Home-Office,Full-time,Profesia,2025-12-17,False,Martin,https://www.profesia.sk/praca/unilabs-slovensko/O5200704?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,Bachelor,1750 EUR gross/month,2025-12-17
5200702,Odborný referent / referentka informačných technológií,Mesto Dubnica nad Váhom,,"Cisco, Fortigate",,2 years,Full-time,Full-time,Profesia,2025-12-17,False,Dubnica nad Váhom,https://www.profesia.sk/praca/mesto-dubnica-nad-vahom/O5200702?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,"High School with Diploma, Bachelor, Master",1700 EUR gross/month,2025-12-17
5200684,Senior IT Analytik,Baarco & Tish s.r.o.,,,English: B1,5+ years,Hybrid,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/baarco-tish/O5200684?search_id=8c7848e4-8dfd-436f-a46b-f047bcbcefeb,Bachelor with Diploma,2800 EUR gross/month,2025-12-17
5200586,Senior SAP SD Konzultant (S/4HANA – End-to-End Migrácia),"Unlimit Recruitment, s.r.o.",,"SAP SD, S/4HANA, FIORI",English: C1,5+ years,Full-time with home office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/unlimit-recruitment/O5200586?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,"Bachelor, Master",4000 - 5000 EUR gross/month,2025-12-17
5200577,Scrum Master,"O2 Slovakia, s.r.o.",,,English: B2,3-5 years,On-site with home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/o2-slovakia/O5200577?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,,2800 EUR gross/month,2025-12-17
5200571,Security Manager (PSA),Deutsche Telekom IT Solutions Slovakia,,,"English: B2, German: B2",3-5 years,Full-time with occasional home office,Full-time,Profesia,2026-03-25,True,Košice,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5200571?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,Master's degree - Information technologies,1300 EUR gross/month,2025-12-17
5200567,Senior SAP FI/CO Konzultant (S/4HANA – End-to-End Migrácia),"Unlimit Recruitment, s.r.o.",,SAP FI/CO,English: C1,5+ years,Full-time with home office,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/unlimit-recruitment/O5200567?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,"Bachelor, Master",4000 - 5000 EUR gross/month,2025-12-17
5200474,Junior IT Administrátor,ELISIT Slovakia s. r. o.,,,"English: B1, German: B1",0-1 years,Full-time,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/elisit-slovakia/O5200474?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,High School with Diploma,1250 EUR gross/month,2025-12-17
5200396,Data Engineer - Frontend Developer,Lear Corporation,"TypeScript, JavaScript, Python",Palantir Foundry,"TypeScript, JavaScript, Python",5+ years,Job with occasional home office,Full-time,Profesia,2025-12-17,False,"Trnavský kraj, Slovakia",https://www.profesia.sk/praca/lear-corporation/O5200396?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,,3200 EUR gross/month,2025-12-17
5200290,Senior Network System Engineer,"SOITRON, s.r.o.",,,"English: B2, Slovak: C1",5+ years,Full-time,Full-time,Profesia,2025-12-17,False,Bratislava,https://www.profesia.sk/praca/soitron/O5200290?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,"Bachelor, Master",2600 EUR gross/month,2025-12-17
5200250,"Monitoring Špecialista (Prometheus, PromQL, Grafana, Centreon)",SourceFirst International s.r.o.,"Python, PowerShell, Bash","Prometheus, PromQL, Grafana, Centreon, Oracle, PostgreSQL, RabbitMQ, SFTP, Kubernetes",,,Hybrid,Full-time,Profesia,2026-02-12,False,Žilina,https://www.profesia.sk/praca/sourcefirst-international/O5200250?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,"Bachelor, Master, PhD",1800 EUR gross/month,2025-12-17
