job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
5210221,Funkčný analytik (m/ž),Východoslovenská energetika Holding a.s.,,"Jira, Confluence, Azure DevOps, Enterprise Architect, Microsoft Visio, Draw.io, Figma, Adobe XD, Microsoft Office, SQL, Postman, SoapUI, GitHub, GitLab, MS Dynamics 365, SAP CRM, SAP ISU, CISCO Finesse",,3-5 years,On-site with home office,Full-time,Profesia,Košice,False,1550 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/vychodoslovenska-energetika-holding/O5210221?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,High School with Diploma,2026-01-16
5210218,Dátový analytik - operatíva merania (m/ž),Východoslovenská energetika Holding a.s.,"Python, SQL","Power BI, Excel",,0-1 years,Hybrid,Full-time,Profesia,Košice,False,1600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/vychodoslovenska-energetika-holding/O5210218?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,Master,2026-01-16
5210115,Project Operation Manager,Natuvion Slovakia s.r.o.,,"SAP, Jira, MS Project, Microsoft Excel","English: B2, German: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 - 2800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/natuvion-slovakia/O5210115?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,High School with Diploma,2026-02-01
5197687,Lead React Engineer,"Caterpillar Slovakia, s. r. o.","HTML5, CSS, Sass, Bootstrap, React, JavaScript, TypeScript","AWS, Azure, Jenkins, Azure DevOps, GitHub actions, GitHub Copilot, Figma AI, ChatGPT",English: B2,5+ years,On-site with home office,Full-time,Profesia,Košice,False,4600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/caterpillar-slovakia/O5197687?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,"Bachelor, Master, PhD",2026-01-25
5210179,Data Analyst (Business Consultant) with German,Brightpick s. r. o.,,,"English: B2, German: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2400 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5210179?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,High School with Diploma,2026-02-01
5210164,Content QA Analyst,"Loqipa, s.r.o.",,"CMS Builder, Figma, Jira, Adobe Analytics, WordPress, Contentstack",English: C1,1-3 years,Home-Office,Full-time,Profesia,,False,12.25 EUR/hod.,2026-01-04,https://www.profesia.sk/praca/loqipa/O5210164?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,"High School with Diploma, Bachelor, Master",2026-01-21
5210162,Analytik na oddelenie kontrolingu,FNsP Žilina,,"Microsoft Excel, Microsoft Word, Microsoft Powerpoint",,0-1 years,On-site,Full-time,Profesia,Žilina,False,1500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/fnsp-zilina/O5210162?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,Bachelor,2026-02-01
4809997,Product Support Specialist,Natuvion Slovakia s.r.o.,,SAP,"German: B2, English: B2",0-1 years,Hybrid,Full-time,Profesia,Zvolen,False,1600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/natuvion-slovakia/O4809997?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,"High School with Diploma, Bachelor, Master, PhD",2026-02-01
5197484,SAP BTP Administrator,CGI Slovakia s. r. o.,"Java, JavaScript, Python","SAP BTP, SQL, WS-*, REST, OAuth2, ELK stack, CI/CD pipeline, SAP BTP CLI, SAP BTP API",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/cgi-slovakia/O5197484?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,Bachelor,2026-01-25
5210092,Junior IT Audítor/Consultant,EY – Ernst & Young,,MS Office,"Slovak: Fluent, English: Fluent",0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1600 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/ey-ernst-young/O5210092?search_id=eb7ca785-c870-4e91-bd2f-ba2440ace893,,2026-02-01
5207069,The SAP Operations Lead and IT Support,META SYSTEM Slovakia s. r. o.,"ABAP, Python, PowerShell","SAP S/4HANA, EDI, MES",English: C1,5+ years,On-site,Full-time,Profesia,Trnava,False,2800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/meta-system-slovakia/O5207069?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,Bachelor,2026-02-20
5210038,"Senior Dátový Analytik/Dátová Analytička – Ahoj, a.s. (m/ž)",365.bank,Python,Power Query,,3-5 years,Hybrid,Full-time,Profesia,Poprad,False,1800 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/365-bank/O5210038?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,,2026-02-01
5207015,IT analytik,"Všeobecná zdravotná poisťovňa, a. s.",,"Microsoft Word, Microsoft Excel, Microsoft Outlook, DMS systems, Web services - SOAP and REST, SoapUI",,1-3 years,On-site,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5207015?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,High School with Diploma,2026-01-16
5207005,IBM AIX Administrátor,"Všeobecná zdravotná poisťovňa, a. s.","Korn-shell, C-shell, Bash, Python","Microsoft Word, Microsoft Excel, Power, Hyper-V, RedHat, Ubuntu, HPE SAN, Brocade, ELK, Kibana, Zabbix",English: B1,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5207005?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,Bachelor,2026-01-16
5209999,AI SERVICES - Senior Staff Python Engineer for LLM /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,Python,"FastAPI, pydantic, LangChain, LLamaIndex, Azure, OpenAI, Postgres, Redis, Elasticsearch, MongoDB, Docker, GitHub Actions, GitLab CI, AWS, GCP",English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5209999?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,Master,2026-02-01
5209966,Špecialista pre manažment dát (zástup počas MD/RD)  (m/ž),ČSOB Finančná skupina,SQL,"Oracle, MySQL, PosgreSQL, Teradata, Power BI",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/csob-financna-skupina/O5209966?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,,2026-02-01
5209965,Aplikačný administrátor ČSOB (M/Ž),ČSOB Finančná skupina,"Python, Bash, Powershell","JBOSS, Tomcat, IIS",English: B1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/csob-financna-skupina/O5209965?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,,2026-02-01
5207864,PLC Programmer,AUMOVIO SE,Siemens,,"Slovak: C1, English: B2",3-5 years,On-site,Full-time,Profesia,Zvolen,True,1855 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/aumovio-se/O5207864?search_id=6d8f9296-a6ef-4723-8a9e-b94e8a40a2a6,"Bachelor, Master, PhD",2026-03-25
5209888,Azure Databricks Administrator,"Zurich Insurance Company Ltd, organizačná zložka","Python, SQL, R","Azure Databricks, Azure Kubernetes Services, Azure NetApp Files, Azure SQL Managed Instances, Azure DevOps, Excel, Power BI, Linux, Kubernetes, GitHub Actions, Jenkins, SQL Server, PostgreSQL",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,4300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5209888?search_id=6b1e822a-805f-4b10-99ee-237cb9095c5d,Bachelor,2026-01-29
5209885,Production Support specialist and release manager - junior (Insurance),"Asseco Central Europe, a.s.","SQL, C#, JavaScript, JSON",,"Slovak: C1, English: B2",0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-central-europe/O5209885?search_id=6b1e822a-805f-4b10-99ee-237cb9095c5d,"High School with Diploma, Bachelor, Master, PhD",2026-01-29
5207048,Business Partner SK,Philip Morris Slovakia s.r.o.,,,"English: B2, Slovak: C2",3-5 years,On-site,Full-time,Profesia,Bratislava,False,3160 EUR/month,2026-01-04,https://www.profesia.sk/praca/philip-morris-slovakia/O5207048?search_id=6b1e822a-805f-4b10-99ee-237cb9095c5d,Master,2026-03-17
5098458,Senior IT Audítor na oddelení Technology Risk,EY – Ernst & Young,,"MS Office, MS Excel, MS Access, SQL","Slovak: Fluent, English: Fluent",1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,2300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/ey-ernst-young/O5098458?search_id=6c0008c0-fa7c-47b9-b01b-770aa11a4e4a,Bachelor,2026-03-25
5196882,Senior IT Audítor na oddelení Technology Risk,EY – Ernst & Young,,"MS Office, MS Excel, MS Access, SQL","Slovak: Fluent, English: Fluent",1-3 years,Hybrid,Full-time,Profesia,Košice,True,2300 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/ey-ernst-young/O5196882?search_id=6c0008c0-fa7c-47b9-b01b-770aa11a4e4a,Bachelor,2026-03-25
5209863,Pricing Analyst,"Zurich Insurance Company Ltd, organizačná zložka","R, Python, SQL",,English: B2,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5209863?search_id=6c0008c0-fa7c-47b9-b01b-770aa11a4e4a,Master,2026-01-29
5209857,Biznis analytik/analytička pre API a integrácie,"Allianz - Slovenská poisťovňa, a.s., Bratislava","SQL, Javascript, Python","MS Office, REST/SOAP API, OpenAPI, Swagger",English: B1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/allianz-slovenska-poistovna-bratislava/O5209857?search_id=6c0008c0-fa7c-47b9-b01b-770aa11a4e4a,High School with Diploma,2026-01-29
5197149,"Linux Web application Support s NJ, práca z domu",NEEDLE RECRUITMENT s.r.o.,"Bash, Perl, Python, PowerShell, Java","ServiceNow, Jira, OneNote","English: B1, German: B2",3-5 years,Home-Office,Full-time,Profesia,Práca z domu,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/needle-recruitment/O5197149?search_id=87d8a686-d99f-44f5-9cbb-c17485ef2dcc,High School with Diploma,2026-01-29
5209752,Webový manažér (Mid - Senior),"MOSS.SK, s.r.o.",,"Adobe Photoshop, Canva, CMS, E-commerce systems",English: B2,3-5 years,On-site,Full-time,Profesia,Banská Bystrica,False,2300 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/moss-sk/O5209752?search_id=87d8a686-d99f-44f5-9cbb-c17485ef2dcc,"High School with Diploma, Bachelor, Master, PhD",2026-01-16
5209805,Information Governance Manager - Správca registratúry - Records Management,Swiss Re,,,English: B2,0-1 years,On-site with home office,Full-time,Profesia,Bratislava,False,2400 - 4100 EUR/month,2026-01-04,https://www.profesia.sk/praca/swiss-re/O5209805?search_id=87d8a686-d99f-44f5-9cbb-c17485ef2dcc,Master,2026-01-26
5209785,Internship Opportunity: Software Engineer - Trading Strategy Development,SigmaSphere,"Rust, Python, C#, Kdb+, C++",,English: B2,1-3 years,Hybrid,Short-term,Profesia,Košice,False,5-15 EUR/hod.,2026-01-04,https://www.profesia.sk/praca/sigmasphere/O5209785?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-01-29
5209781,Technický špecialista pre spúšťanie offline predajní,Ksisters s. r. o.,,Microsoft Windows,"Ukrainian: B2, English: B1",1-3 years,On-site,Full-time,Profesia,Bratislava,False,1500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/ksisters/O5209781?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-01-29
5209690,Špecialista dohľadu a prevádzky siete Prešov - trackuj a rieš s nami našu SWAN Telco sieť,"SWAN, a.s.",,Microsoft Excel,English: B1,1-3 years,On-site with home office,Full-time,Profesia,Prešov,False,1150 - 1700 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/swan/O5209690?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,"High School with Diploma, Bachelor",2026-01-29
5209701,Pricing Python Developer,"Zurich Insurance Company Ltd, organizačná zložka","Python, SQL","Pandas, MLFlow, Numpy, Databricks, Git, DevOps",English: B2,1-3 years,On-site with home office,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5209701?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-01-14
5209671,ERP Enterprise Architect (IFS Cloud Transformation),NonStop Consulting Ltd,,IFS Cloud,English: C1,5+ years,Home-Office,Full-time,Profesia,,False,4000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5209671?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-01-29
5209669,BI Developer – Power BI / Azure Data Platform - Remote,NonStop Consulting Ltd,"DAX, SQL","Power BI, Microsoft Fabric, Azure Synapse, Databricks, Power Platform",English: C1,3-5 years,Home-Office,Full-time,Profesia,,False,3000 - 4500 EUR/month,2026-01-04,https://www.profesia.sk/praca/nonstop-consulting-ltd/O5209669?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-01-29
5209649,Junior/Mid security solutions engineer/consultant,Liberum s. r. o.,,"SINA, firewalls, IDS/IPS, Windows Server, Windows workstations, antivirus systems, VMware, Hyper-V, SIEM, EDR/XDR, HSM modules, MDM",English: B1,1-3 years,On-site,Full-time,Profesia,Bratislava,False,2400 - 3500 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/liberum/O5209649?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,"High School with Diploma, Bachelor, Master",2026-01-29
4744321,Digital specialist,Člen koncernu AGROFERT,"HTML, CSS",Microsoft Excel,English: C1,1-3 years,On-site,Full-time,Profesia,Bratislava,True,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/clen-koncernu-agrofert/O4744321?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5196977,Microsoft SharePoint / Power Apps / Copilot Application Architect,Clarios,PowerShell,"Microsoft SharePoint, Microsoft Power Apps, Microsoft Power Automate, Microsoft Copilot Studio, Azure, Power BI",English: C1,5+ years,Home-Office,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/clarios/O5196977?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Bachelor,2026-03-25
5209584,Java Software Engineer,"NATEK SLOVAKIA, s.r.o.",Java,"Azure DevOps, Git, OpenShift, Oracle","English: B2, Slovak: B2",3-5 years,On-site,Full-time,Profesia,Košice,False,2400 EUR/month,2026-01-04,https://www.profesia.sk/praca/natek-slovakia/O5209584?search_id=f3c8169c-00f9-4975-ad32-b1d1d4789b8b,Master,2026-01-29
5209602,Junior Technical Consultant,Synpulse Slovakia s.r.o.,,,English: B2,0-1 years,On-site with home office,Full-time,Profesia,Bratislava,False,1978 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/synpulse-slovakia/O5209602?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,Master,2026-01-13
5209592,Konzultant ERP (logistika a výroba) – posuň biznis našich klientov vpred,"Asseco Solutions, a.s.",,"Microsoft Office 365, Word, Excel, PowerPoint",,1-3 years,Hybrid,Full-time,Profesia,Žilina,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-solutions/O5209592?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,High School with Diploma,2026-01-29
5209591,Konzultant ERP (logistika a výroba) – posuň biznis našich klientov vpred,"Asseco Solutions, a.s.",,"Microsoft Office 365, QASIDA, SPIN, HELIOS iNuvio, AP+",,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-solutions/O5209591?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,High School with Diploma,2026-01-29
5209589,Konzultant ERP (mzdy a ekonomika) – posuň biznis našich klientov vpred,"Asseco Solutions, a.s.",,Microsoft Office 365,Slovak: C2,0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-solutions/O5209589?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,High School with Diploma,2026-01-29
5209588,Konzultant ERP (mzdy a ekonomika) – posuň biznis našich klientov vpred,"Asseco Solutions, a.s.",,Microsoft Office 365,Slovak: C2,0-1 years,Hybrid,Full-time,Profesia,Banská Bystrica,False,1700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/asseco-solutions/O5209588?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,High School with Diploma,2026-01-29
5209522,Sr. Specialist Reporting with Power BI,"HENKEL SLOVENSKO, spol. s r.o.","DAX, Power Query, SQL","Power BI, MS Excel, MS Report Builder",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,1900 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/henkel-slovensko/O5209522?search_id=3f0d6092-5801-4acb-b7a4-b023e8cecc67,,2026-02-11
5209452,Inventory Analyst – Services Supply Chain,Lenovo (Slovakia) s.r.o.,,"MS Excel, SAP",English: C1,3-5 years,On-site,Full-time,Profesia,Bratislava,False,1600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/lenovo-slovakia/O5209452?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,Follow-up/Higher Professional Education,2026-02-24
5209407,Security Analyst (OffSec/DeffSec/Kybernetická bezpečnosť),Pro HR,,"SIEM, PKI, scanning vulnerabilities, log management, IPS/IDS, DLP, DNS, VPN, IAM",English: B2,1-3 years,Hybrid,Full-time,Profesia,Žilina,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/pro-hr/O5209407?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,High School with Diploma,2026-01-29
5209406,IT Service support admin,Pro HR,,"Remedy, Ticketing systems",English: B2,3-5 years,Hybrid,Full-time,Profesia,Nitra,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/pro-hr/O5209406?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,Master,2026-01-29
5209403,BackEnd Developer Java (kontrakt /home-office/5000 - 6800 €,Pro HR,"Java, Spring Boot 3, Spring, REST API, SOAP, GIT, Junit, Maria DB, Vaadin, Docker, Podman, Kubernetes, Openshift, Jenkins, Ansible","Spring Boot 3, Spring, REST API, SOAP, GIT, Junit, Maria DB, Vaadin, Docker, Podman, Kubernetes, Openshift, Jenkins, Ansible",English: C1,3-5 years,Home-Office,Full-time,Profesia,,False,5000 - 6800 EUR/mesiac,2026-01-04,https://www.profesia.sk/praca/pro-hr/O5209403?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,"High School with Diploma, Bachelor, Master, PhD",2026-01-29
5209402,C++ SW Engineer,Pro HR,"C++, Perl, Shell, TCL, Python",UNIX/Linux,English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3100 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/pro-hr/O5209402?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,"Bachelor, Master, PhD",2026-01-29
5209401,IT Operations Manager (support & security),Pro HR,,ticketing systems,English: B2,3-5 years,Hybrid,Full-time,Profesia,Nitra,False,3900 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/pro-hr/O5209401?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,Master,2026-01-29
5209390,Junior Presales Manažér (elektronika),"WESTech, spol. s r.o.",,,English: B1,0-1 years,Hybrid,Full-time,Profesia,Bratislava,False,1500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/westech/O5209390?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,Bachelor,2026-01-06
5209371,Cloud Monitoring DevOps - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",Python,"ELK stack, Elasticsearch, Logstash, Kibana, Kubernetes, Docker, Terraform, CloudFormation, Concourse CI, Helm, Git",English: B2,3-5 years,Home-Office,Full-time,Profesia,,False,2800 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/volkswagen-group-services/O5209371?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,High School with Diploma,2026-01-29
5209370,Expert OpenShift Platform Engineer - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",,"Red Hat OpenShift, Kubernetes, Operators, Helm, Ansible, GitLab CI, ArgoCD, Git, Linux RHEL / RHCOS, RBAC, OAuth, SSO, Grafana, AWS, GCP, Azure",English: C1,5+ years,Home-Office,Full-time,Profesia,,False,3500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/volkswagen-group-services/O5209370?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,High School with Diploma,2026-01-29
5209365,Senior OpenShift Platform Engineer - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",,"Red Hat OpenShift, Kubernetes, Operators, Helm, Ansible, GitLab CI, ArgoCD, Git, Linux RHEL / RHCOS, RBAC, OAuth, SSO, Grafana",English: C1,3-5 years,Home-Office,Full-time,Profesia,,False,3000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/volkswagen-group-services/O5209365?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,High School with Diploma,2026-01-29
5209299,IT Aplikačný špecialista,Cromwell a. s.,,"Linux, Microsoft SQL Server, Docker, Apache Tomcat, Kubernetes/OKD, DNS, DHPC, Firewall, Router, Loadbalancer",English: B1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/cromwell/O5209299?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,High School with Diploma,2026-01-29
5209271,Data analytik/čka,"Slovenská sporiteľňa, a.s.",SQL,"PowerBI, Excel, Snowflake, Databricks, Keboola",,3-5 years,On-site,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/slovenska-sporitelna/O5209271?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,,2026-01-29
5209243,Senior Web Analytik/čka,"ESET, spol. s r.o.","SQL, JavaScript","Google Analytics, Google Tag Manager, BigQuery",English: B2,5+ years,On-site with home office,Full-time,Profesia,Bratislava,True,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/eset/O5209243?search_id=bfa89318-9daa-47cd-9ba5-8482fc33d257,,2026-03-25
5197483,ADI reporting developer,Lenovo (Slovakia) s.r.o.,"SQL, VBA, Python","Dynamic 365, Power BI",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3100 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/lenovo-slovakia/O5197483?search_id=394f28b8-5972-4618-8cae-dace283d9e3f,Bachelor,2026-01-29
5209214,Consulting Manager (Banking),Synpulse Slovakia s.r.o.,,Microsoft Office,English: C1,5+ years,On-site with home office,Full-time,Profesia,Bratislava,False,3389 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/synpulse-slovakia/O5209214?search_id=394f28b8-5972-4618-8cae-dace283d9e3f,Master,2026-01-06
5209213,IT Administrator / Hosting engineer in the data center in Bratislava,"BBI Int., a. s.",,"VMware, OpenStack, Windows Server, Linux, Commvault, AWS, GCP, Oracle cloud, Ali cloud, MsSQL, MySQL, Redis, ITIL",English: B1,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/bbi-int/O5209213?search_id=394f28b8-5972-4618-8cae-dace283d9e3f,High School with Diploma,2026-01-29
5209183,Automation Developer,Freshfields,Python,"UiPath, Power Automate, iManage Work v10, Intapp, CAM",English: B2,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/freshfields/O5209183?search_id=394f28b8-5972-4618-8cae-dace283d9e3f,"Bachelor, Master",2026-03-04
5209147,Senior Angular/.Net SW Developer,ComAp Slovakia s.r.o.,"Angular, .NET, TypeScript, C#","PostgreSQL, Visual Studio, Electron, Git, RESTAPI, Cypress.io, SignalR","English: B1-B2, Slovak: B2",5+ years,Hybrid,Full-time,Profesia,Košice,False,2600 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/comap-slovakia/O5209147?search_id=394f28b8-5972-4618-8cae-dace283d9e3f,Bachelor,2026-01-29
5209112,ČSOB Aplikačný inžinier (M/Ž),ČSOB Finančná skupina,"Python, Bash, Powershell","Linux, Tomcat, Apache web server, JVM, Windows, SQL, IIS, Openshift, Ansible",English: B2,,Hybrid,Full-time,Profesia,Bratislava,False,2700 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/csob-financna-skupina/O5209112?search_id=beda8bb3-0e6c-4470-8e68-eb014e777b48,,2026-01-21
5209050,Application Mechatronics Engineer,Brightpick s. r. o.,"C/C++, PLC programming","oscilloscopes, multimeters",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5209050?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,Follow-up/Higher Professional Education,2026-01-26
5209049,Remote technik/technička robotizovaného skladu,Brightpick s. r. o.,,,"English: B2, Slovak: C2",,On-site with home office,Full-time,Profesia,Bratislava,False,1500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/brightpick/O5209049?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,High School with Diploma,2026-01-26
5209027,Expert IT systémov prevádzky (m/ž),"Západoslovenská energetika, a.s.",,"FSMS, GIS, SRI, MS Access, MS Excel, MS Outlook, MS Powerpoint, MS Project, MS Word, SAP BW, SAP CRM, SAP FI, SAP FI - AA, SAP IS - U, SAP PM, SAP PS, SAP WM",English: B1,5+ years,On-site,Full-time,Profesia,Bratislava,False,2200 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/zapadoslovenska-energetika/O5209027?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,Bachelor,2026-01-21
5209023,Cloud Data Engineer (AWS) (m/ž),ČSOB Finančná skupina,Python,"AWS, Git, GitHub Actions, CI/CD, Terraform, Docker, Kubernetes, AWS CloudWatch, PostgreSQL",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-01-04,https://www.profesia.sk/praca/csob-financna-skupina/O5209023?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,,2026-01-26
5208982,Senior Data Scientist,"Zurich Insurance Company Ltd, organizačná zložka","Python, SQL, R","Azure, Databricks",English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3700 EUR/month,2026-01-04,https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5208982?search_id=839fd9bd-8542-48d8-a1f9-debcfd5a5fff,Master,2026-01-25
