Programming Language,Profesia,Profession,CVOnline,Total
Objektovo orientované programovanie,1,0,0,1
October CMS,1,0,0,1
IRIS,1,0,0,1
IaC / Automation: ['Ansible',1,0,0,1
IaaS/PaaS,1,0,0,1
Power BI (DAX),1,0,0,1
Power BI (M,0,0,1,1
Power BI: Advanced,1,0,0,1
Power BI: Basic,1,0,0,1
PostgreSQL),0,1,0,1
PostgreSQL: Advanced,1,0,0,1
Postgres,1,0,0,1
Postgres ORM,1,0,0,1
Oracle PL/SQL: Basic,1,0,0,1
Oracle),0,1,0,1
Outlook,0,0,1,1
Outlook),0,0,1,1
PANDAS,0,1,0,1
PANDAS R,0,1,0,1
Power Automate / Power Apps,0,1,0,1
Power BI (DAX,0,0,1,1
PHPUNIT,0,1,0,1
PIXI.js,1,0,0,1
PL SQL,0,1,0,1
PL/pgSQL procedúry,1,0,0,1
PLC (Siemens),1,0,0,1
PHP 7.x / 8.x,0,1,0,1
PHP 8.2+,1,0,0,1
PHP 8.3,1,0,0,1
OPERÁCIÓS RENDSZEREK,0,1,0,1
ORACLE ERP CRM,0,1,0,1
OSGI,1,0,0,1
Object-oriented programming,1,0,0,1
Object-oriented programming ABAP OO,0,1,0,1
PLC Programming (ladder logic,1,0,0,1
PLC programming (e.g.,0,1,0,1
POWERBI,0,1,0,1
GCP / AWS: Intermediate,1,0,0,1
HTML: basic,1,0,0,1
Hadoop,1,0,0,1
Hilt,0,1,0,1
Hoppscotch,1,0,0,1
Hugging Face Transformers,1,0,0,1
HTML/CSS/JavaScript,1,0,0,1
HTML/CSS/SCSS,1,0,0,1
IntelliJ,0,1,0,1
JAVA Quarkus,1,0,0,1
ILE RPG,0,0,1,1
GO: Advanced,1,0,0,1
Gherkin,0,1,0,1
Flyway,1,0,0,1
Front Arena AEL,0,1,0,1
Frontend: ['React',0,0,1,1
Grid / Flex,0,1,0,1
HANA,0,1,0,1
JAVA/Kotlin,1,0,0,1
JAX,0,1,0,1
JBehave,1,0,0,1
JEE,1,0,0,1
Informatica PowerCenter,1,0,0,1
Infrastructure-as-Code,1,0,0,1
Power Apps/Low-code,0,1,0,1
Photoshop,1,0,0,1
Pinia,1,0,0,1
HLSL/GLSL,0,1,0,1
HMI,0,1,0,1
HP CONFLUENCE,0,1,0,1
HTML+CSS,1,0,0,1
Google Sheets,1,0,0,1
R/Bioconductor,0,1,0,1
R/Phyton,1,0,0,1
RDBMS: Basic,1,0,0,1
RESP API,1,0,0,1
QlikSense Script / SQL,0,1,0,1
QlikSense/QlikView,1,0,0,1
QlikView: Basic,1,0,0,1
Qt,1,0,0,1
PyMC,1,0,0,1
PowerQuery,1,0,0,1
PrestaShop,1,0,0,1
PrimeNG,1,0,0,1
Power Bi: Advanced,1,0,0,1
Power Query M formula language,1,0,0,1
PowerApps,1,0,0,1
PowerAutomate,1,0,0,1
PySpark (Spark),1,0,0,1
Pyramid/Django,1,0,0,1
Python (Django),1,0,0,1
Python (optional),1,0,0,1
Python - Pokročilý,1,0,0,1
Prometheus,1,0,0,1
Pug (Jade),1,0,0,1
Pulumi,0,1,0,1
HTML/CSS: B1,1,0,0,1
HTML: Pokročilý,1,0,0,1
HTML: Základy,1,0,0,1
PixiJS,1,0,0,1
PixiJS or CreateJS (preferred) or Phaser,1,0,0,1
Packer,0,0,1,1
Pandas/PySpark,1,0,0,1
Pascal,1,0,0,1
Python/Scala,1,0,0,1
React Native: Advanced,1,0,0,1
React+Vue,0,1,0,1
React.js),1,0,0,1
React/Angular,1,0,0,1
React/Next or Vue/Nuxt,1,0,0,1
Rapid,1,0,0,1
Rasa,1,0,0,1
Gitlab,1,0,0,1
Glide API,0,1,0,1
GIT: Základy,1,0,0,1
Python: Pokročilý,1,0,0,1
Python: pokročilý,1,0,0,1
QML,0,1,0,1
Python 3.10+,1,0,0,1
Python/Perl,1,0,0,1
ElasticSearch,1,0,0,1
Elixir,0,1,0,1
Enterprise Linux 7,1,0,0,1
Entity Core Framework,1,0,0,1
Go-Lang,1,0,0,1
Google ADK,1,0,0,1
Google Cloud Platform,1,0,0,1
GitLab and DevIDE,1,0,0,1
Qt/QML,0,1,0,1
Quarkus 3.20,1,0,0,1
QueryDSL,0,1,0,1
Entity framework,1,0,0,1
EntityFramework,1,0,0,1
Excel (Power Pivot),1,0,0,1
Eclipse,1,0,0,1
Elastic Kibana,1,0,0,1
REST Api,1,0,0,1
REST-Assured,1,0,0,1
REST/SOAP API,1,0,0,1
RHEL,1,0,0,1
Rubrik,1,0,0,1
RxJs,1,0,0,1
S/4 HANA or CRM),0,1,0,1
S/4HANA,0,0,1,1
FRONTEND HTML CSS REACT VUE GIT LINUX REST CI AGILIS SCRUM KANBAN,0,1,0,1
FastAPI or Pydantic,1,0,0,1
FastAPIs,1,0,0,1
RPG III,0,1,0,1
RPG/Free,0,1,0,1
RPG/ILE,0,1,0,1
RUBY,0,1,0,1
REST API: Advanced,1,0,0,1
Debian),1,0,0,1
Delta Lake,0,1,0,1
DeltaV,0,1,0,1
DevOps: Advanced,1,0,0,1
DevSecOps,1,0,0,1
Fiori,1,0,0,1
Flutter: Basic,1,0,0,1
Express JS,1,0,0,1
React (Next),1,0,0,1
React (TypeScript),1,0,0,1
React 19,0,1,0,1
RHEL Enterprise Linux,1,0,0,1
ROS,1,0,0,1
Docker & Kubernetes,1,0,0,1
Docker: Expert,1,0,0,1
Docker: Pokročilý,1,0,0,1
EKS AWS,1,0,0,1
Django/Flask,1,0,0,1
Django: Intermediate,1,0,0,1
Reset API: Advanced,1,0,0,1
React: B1,1,0,0,1
React: B2,1,0,0,1
ReactJS / Angular,1,0,0,1
Red Hat Linux,0,0,1,1
Cucumber (BDD/Gherkin),1,0,0,1
ELK / Prometheus / Icinga / Jaeger / Grafana: Advanced,1,0,0,1
ELK/EFK,1,0,0,1
ENTITY FRAMEWORK,0,1,0,1
ES6,1,0,0,1
ETL processes,1,0,0,1
Drupal CMS: Advanced,1,0,0,1
Drupal CMS: Mierne pokročilý,1,0,0,1
Redis,1,0,0,1
DATABASE ACCESS,0,1,0,1
DATABASE FRONTEND,0,1,0,1
DATABASES,0,1,0,1
DAX),0,0,1,1
CosmosDB,1,0,0,1
Couchbase,0,1,0,1
CrewAI,1,0,0,1
RestAPI,0,1,0,1
RestAssured,1,0,0,1
Retrofit,0,1,0,1
Robot framework,1,0,0,1
Rockwell Automation,1,0,0,1
Rockwell Studio 5000,0,1,0,1
Room,0,1,0,1
RedHat Linux,0,1,0,1
DNS,0,1,0,1
SAP BW,0,1,0,1
SAP Business One,0,1,0,1
SAP Business Warehouse (BW),1,0,0,1
SAP CAP,1,0,0,1
S/4HANA platform,1,0,0,1
SAP (nice to have),1,0,0,1
SAP ABAP OO,0,0,1,1
CSS/SCSS,1,0,0,1
DYNAMICS CRM,0,1,0,1
Data Modeling,0,1,0,1
Data Visualization,0,1,0,1
Databricks Platform,0,1,0,1
Dataiku: Advanced,1,0,0,1
Dataverse,1,0,0,1
DLT Pipelines,1,0,0,1
SAP Cloud Platform Integration (CPI),0,1,0,1
SAP Cloud for Customer (C4C),1,0,0,1
SAP BTP Integration Suite,0,1,0,1
CSS: Pokročilý,1,0,0,1
CODESYS,0,1,0,1
CRM,0,1,0,1
CSS / SASS,0,1,0,1
CSS/LESS,1,0,0,1
Red Hat Open Shift: Advanced,1,0,0,1
SAP EWM,0,0,1,1
SAP FI,1,0,0,1
SAP FI/CO,0,1,0,1
SAP Fiori,1,0,0,1
SAP CO,1,0,0,1
SAP CRM,1,0,0,1
SAP Cloud,0,1,0,1
SQL),1,0,0,1
SQL/NoSQL databases,0,1,0,1
SQL (DB2/400 SQL),0,0,1,1
SQL (Oracle,0,1,0,1
SQL (Oracle),0,1,0,1
SQL (PostgreSQL,0,1,0,1
SQL (PostgreSQL/Oracle),1,0,0,1
SQL (Postgres,1,0,0,1
SAP S/4HANA 2023,0,1,0,1
SAP S4Hana,1,0,0,1
SAP ISU,1,0,0,1
SAP Materials Management (MM),1,0,0,1
SAP PP,0,0,1,1
SAP Plant Maintenance (PM),1,0,0,1
SQL Developer,1,0,0,1
SQL language,1,0,0,1
SAP SD,0,1,0,1
SAP Sales and Distribution (SD): Expert,1,0,0,1
SAP Scripting,0,1,0,1
SAP UI5,1,0,0,1
SAP Warehouse Management (WM): Intermediate,1,0,0,1
SAP scripting,0,1,0,1
SAP software (preferably SD,0,1,0,1
SAP Production Planning (PP): Intermediate,1,0,0,1
SAP AM,1,0,0,1
SAP Analytics Cloud (SAC),0,1,0,1
SAP BI,0,1,0,1
SAP-BW,0,1,0,1
SCADA,0,1,0,1
SCADE,0,1,0,1
SCL,1,0,0,1
SCL / LAD),0,1,0,1
SERVICENOW,0,1,0,1
SIMATIC STEP 7,1,0,0,1
SIS,0,1,0,1
Selenide,1,0,0,1
Selenium WebDriver,1,0,0,1
Serinity BDD,1,0,0,1
Sass/SCSS,1,0,0,1
Scikit-Learn,1,0,0,1
Containerization: Docker,1,0,0,1
Camunda Workflow Engine,1,0,0,1
ClaudeAgent SDK,1,0,0,1
Cloud DevOps,0,1,0,1
CSS3/SCSS,1,0,0,1
SOLID principles,1,0,0,1
SPRING BACKEND,0,1,0,1
SCSS/Tailwind,1,0,0,1
CAD/CAM,0,0,1,1
CAP,0,1,0,1
CAPL,1,0,0,1
CATIA,1,0,0,1
Cloud Platforms: ['OTC',1,0,0,1
Cloud computing,1,0,0,1
Cloudwatch,0,0,1,1
CodeIgniter,0,1,0,1
SOAP/REST,1,0,0,1
CEFR Level: A2,0,0,1,1
CEFR Level: B1,1,0,0,1
CEFR Level: B2,1,0,0,1
CHANGE MANAGEMENT,0,1,0,1
CI/CD concept,1,0,0,1
C/AL,0,1,0,1
C/C++/C#,0,0,1,1
CKAD or CKS certified),1,0,0,1
CL programnyelvek,0,0,1,1
CDS,0,1,0,1
STM32,1,0,0,1
SQL/PLSQL,1,0,0,1
SQL: Expert,0,1,0,1
SQL: Pokročilý,1,0,0,1
SQL: Základy,1,0,0,1
CLOUD SQL,0,1,0,1
CMake,1,0,0,1
COBOL: Mierne pokročilý,1,0,0,1
CODEIGNITER,0,1,0,1
CI/CD pipeline,1,0,0,1
CI/CD pipelines,1,0,0,1
CI/CD: ['Jenkins',1,0,0,1
CKAD or CKS certifications are an advantage),1,0,0,1
C# .NET Core,1,0,0,1
Blockchain,1,0,0,1
Blueprints,0,1,0,1
Bootstrap CSS/JS,0,1,0,1
Bruno,1,0,0,1
Build Tools: ['Maven',1,0,0,1
CLI parancsok,0,1,0,1
CLOUD ANALYTICS,0,1,0,1
Scratch,1,0,0,1
Scripting: ['Bash',1,0,0,1
Security: Advanced,1,0,0,1
SSMS,0,1,0,1
C# (.NET),1,0,0,1
C# (NET),1,0,0,1
C# (for Windows),1,0,0,1
C# .NET,1,0,0,1
C#/.Net,1,0,0,1
C#: Mierne pokročilý,1,0,0,1
C#: Pokročilý,1,0,0,1
Siemens TIA Portal,1,0,0,1
Simatic S5/S7,0,1,0,1
Simatic S7,0,1,0,1
Simple Object Access Protocol (SOAP),1,0,0,1
Simulink,0,1,0,1
Azure DevOps Server: Advanced,1,0,0,1
Azure administration,1,0,0,1
Azure data tech stack,1,0,0,1
C++/QT,1,0,0,1
C++11 or higher,1,0,0,1
C++20,1,0,0,1
C#),1,0,0,1
C#.NET CORE,1,0,0,1
Siemens NX CAD/CAM,1,0,0,1
Siemens S7,0,0,1,1
BACKEND JAVA,0,1,0,1
BACKEND SECURITY,0,1,0,1
BACKUP,0,1,0,1
BI ANALYTICS,0,1,0,1
Azure Cloud,1,0,0,1
Azure DevOps Server,1,0,0,1
SSAS,0,0,1,1
Spring (Spring Boot),0,0,1,1
Spring / Spring Boot,0,1,0,1
Spring Boot 2/3,1,0,0,1
Spring Boot 3.x,1,0,0,1
Solidity,1,0,0,1
SparkML,1,0,0,1
Spock,1,0,0,1
Bash: Basic,1,0,0,1
Backend: ['Java 11/17/21/22',0,0,1,1
Bash / PowerShell,1,0,0,1
BACKEND API,0,1,0,1
Spring or Spring boot or JEE,1,0,0,1
Spring Boot: Intermediate,1,0,0,1
Spring Core,1,0,0,1
Spring Framework (Spring Core,1,0,0,1
Apache2 Server: Advanced,1,0,0,1
Angular: B1,1,0,0,1
AngularJS: Advanced,1,0,0,1
AngularJS: Pokročilý,1,0,0,1
Ansible / Terraform / Puppet: Advanced,1,0,0,1
Ansible Automation Platform,1,0,0,1
Apache Airflow: Advanced,1,0,0,1
Bash/Powershell,1,0,0,1
SpringBoot 3,1,0,0,1
Springboot 3.4.X,1,0,0,1
Sveltekit,0,1,0,1
Swagger API,1,0,0,1
SwiftUI,0,0,1,1
Spring Security),1,0,0,1
Apache JMeter,1,0,0,1
Apache NiFi,0,1,0,1
Shell Script,1,0,0,1
Shell Scripting,1,0,0,1
Shell scripting,1,0,0,1
Shell/Bash Linux,1,0,0,1
Symfony (PHP framework),1,0,0,1
Symfony 5.2,1,0,0,1
System Verilog,0,1,0,1
T-SQL: Advanced,1,0,0,1
Avaloq,0,1,0,1
Azure BI,0,1,0,1
Appium,1,0,0,1
ArgoCD,1,0,0,1
Assembly,0,1,0,1
Aura,0,1,0,1
AutoCAD,1,0,0,1
Apache Camel,1,0,0,1
Alteryx/KNIME,1,0,0,1
Altium Designer,0,0,1,1
Amazon Web Services (AWS),1,0,0,1
Amazon Web Services (AWS): Intermediate,1,0,0,1
AutoGen,1,0,0,1
AutoIt,1,0,0,1
Autodesk Maya,0,1,0,1
Automation Studio,0,1,0,1
TYPO3: Advanced,1,0,0,1
Android (Kotlin),1,0,0,1
Android programming,1,0,0,1
Angular (Typescript),1,0,0,1
Alfresco Software,1,0,0,1
Algoritmizácia,1,0,0,1
AlpineJS,0,1,0,1
Alteryx,1,0,0,1
Tosca,1,0,0,1
Transformers),1,0,0,1
Twig,0,1,0,1
TwinCAT,0,1,0,1
TwinCAT3,0,1,0,1
TypeScript (or JavaScript),1,0,0,1
Terragrunt,1,0,0,1
Test Automation,0,1,0,1
Angular 16,1,0,0,1
Angular 18+,1,0,0,1
Anaplan,0,1,0,1
UAT,0,1,0,1
UIKit,0,0,1,1
TypeScript / JavaScript,1,0,0,1
TypeScript / JavaScript (ES6+),1,0,0,1
TypeScript / React / Angular,0,1,0,1
ASP. C#,0,1,0,1
Angular JS: Intermediate,1,0,0,1
Angular Material,1,0,0,1
Angular or React,1,0,0,1
Angular(TypeScript),1,0,0,1
Angular/React JS,1,0,0,1
Angular 10: Pokročilý,1,0,0,1
Angular 15,1,0,0,1
UNIX/Linux OS: Advanced/expert,1,0,0,1
TypeScript: B2,1,0,0,1
TypeScript: Pokročilý,1,0,0,1
ASP.NET WebAPI/REST/MVC/Blazor,1,0,0,1
ASP.NET/MVC,1,0,0,1
API testing,0,1,0,1
ARM,0,1,0,1
ASP,1,0,0,1
TABLEAU,0,1,0,1
TIA,0,0,1,1
TIA Portal,0,1,0,1
TSQL,0,1,0,1
UR script,1,0,0,1
Unix OS,1,0,0,1
Unreal Engine,1,0,0,1
UNIX operating systems (Linux,1,0,0,1
AWS CloudFormation,0,1,0,1
AWS/Azure,1,0,0,1
AccelQ,1,0,0,1
VISUAL STUDIO,0,1,0,1
VMWARE,0,1,0,1
VMware ESX,1,0,0,1
VB.NET,0,1,0,1
VB.Net,1,0,0,1
ADATBÁZIS KEZELÉS MYSQL,0,1,0,1
ADF,0,1,0,1
ADOBE,0,1,0,1
Access,0,1,0,1
Active Directory,0,0,1,1
Adobe Illustrator,1,0,0,1
Agile,0,1,0,1
AV/Firewall Rules and Policies: None,1,0,0,1
Vector software and tools,0,1,0,1
Veeam Backup & Replication systems,1,0,0,1
VISIO,0,1,0,1
AI technologies (MS Copilot and MS Copilot Studio),1,0,0,1
AI. PLC,1,0,0,1
AI/ML libraries (PyTorch,1,0,0,1
ACCESS TESTING,0,1,0,1
ACM,0,1,0,1
TypeScript/JavaScript (ES6+),1,0,0,1
TypeScript: Advanced,1,0,0,1
View rendszer,0,1,0,1
Virtualization: None,1,0,0,1
Visual Basic (optional),1,0,0,1
Visual basic,0,1,0,1
Vaadin REST API,1,0,0,1
Vector,1,0,0,1
API TESTING,0,1,0,1
API management,0,1,0,1
AIX and Solaris),1,0,0,1
AKS,1,0,0,1
AL,0,1,0,1
ANALYTICS CLOUD,0,1,0,1
AGILE PROJECT MANAGEMENT,0,1,0,1
Vue.js: Intermediate,1,0,0,1
.NET5+,0,1,0,1
.NET6,1,0,0,1
.NET8,1,0,0,1
.NET: Základy,1,0,0,1
APEX,1,0,0,1
API BACKEND,0,1,0,1
API Documentation,1,0,0,1
API REST,0,1,0,1
WCF,0,1,0,1
WEBAPI,0,1,0,1
WIFI,0,1,0,1
Vue.js / Quasar,1,0,0,1
Vue.js V3,1,0,0,1
.Net/Asp.Net,1,0,0,1
.Net/Java/Javascript,1,0,0,1
.PHP,0,1,0,1
VBA programming,1,0,0,1
VBA/VBS,0,1,0,1
VHDL,0,1,0,1
VHDL/Verilog/SystemVerilog,0,1,0,1
Web services,1,0,0,1
WebSocket SignalR,1,0,0,1
WebSockets,0,1,0,1
WebSockety,1,0,0,1
'AWS',1,0,0,1
transformers,1,0,0,1
.NET (preferably .NET 9),0,1,0,1
.NET - Advanced,1,0,0,1
.NET / C#,1,0,0,1
.NET 6+ / C#,0,1,0,1
.NET 7+,1,0,0,1
microservices design,1,0,0,1
name: Python,1,0,0,1
name: scripting language (not specified),0,0,1,1
.NET 9,1,0,0,1
.NET C#,1,0,0,1
'GitLab'],1,0,0,1
'Azure'],1,0,0,1
.NET Core / ASP.NET Core,0,1,0,1
.NET Core 6,1,0,0,1
spaCy,1,0,0,1
structured text,1,0,0,1
szerver konzolalkalmazások,0,0,1,1
primefaces,1,0,0,1
pytest,1,0,0,1
pytorch,0,1,0,1
requests,1,0,0,1
script languages,1,0,0,1
.Net development environment,0,1,0,1
Windows and Linux server environments,1,0,0,1
WordPress: Advanced,1,0,0,1
Wildfly 32,1,0,0,1
scripting languages (especially Unix shell scripts,1,0,0,1
sentence-transformers,1,0,0,1
serverových Windows,1,0,0,1
sklearn,0,1,0,1
LangChain/LlamaIndex,1,0,0,1
Linux (RHEL platform),1,0,0,1
Linux (RedHat based),1,0,0,1
Linux (Ubuntu,1,0,0,1
Linux / UNIX administration,1,0,0,1
Linux OS: Expert,1,0,0,1
Linux Opensource systems,1,0,0,1
Level: Základy,1,0,0,1
.NET 8 Blazor & Radzen,1,0,0,1
.NET 8+,1,0,0,1
Language: APEX,1,0,0,1
Language: Apache Spark,1,0,0,1
Language: C,1,0,0,1
LUA,1,0,0,1
LabView,1,0,0,1
Labview,0,1,0,1
.NET framework/core,0,1,0,1
.NET technology stack,0,1,0,1
.NET-Framework,0,0,1,1
.NET.,1,0,0,1
.NET Framework 4.7.2,1,0,0,1
.NET Framework 4.8,1,0,0,1
.NET MVC,1,0,0,1
.NET Runtime,1,0,0,1
microsoft,0,1,0,1
name: Docker,1,0,0,1
name: Kubernetes,1,0,0,1
name: Laravel,0,1,0,1
name: PHP,0,1,0,1
.NET desktop/mobile development,1,0,0,1
.NET development (ASP.NET Core,1,0,0,1
.NET framework,1,0,0,1
