Programming Language,Profesia,Profession,CVOnline,Total
Linux - Advanced,1,0,0,1
Linux - Basics,1,0,0,1
Linux - Pokročilý,1,0,0,1
Linux CLI,1,0,0,1
MYSQL,0,1,0,1
Machine Learning,0,1,0,1
Machine Learning frameworks (PyTorch,0,1,0,1
Magento - Basics,1,0,0,1
Magic,1,0,0,1
MariaDB - Intermediate,1,0,0,1
Material UI (MUI),1,0,0,1
Material-UI,1,0,0,1
JAVA/Kotlin,1,0,0,1
JBehave,1,0,0,1
JBoss,1,0,0,1
JPA + Hibernate,1,0,0,1
JQ,0,1,0,1
JQUERY,0,1,0,1
JQuery,0,1,0,1
MVP,0,1,0,1
IaC / Automation - Ansible,1,0,0,1
Icinga,1,0,0,1
InfluxDB,1,0,0,1
Inventor,0,0,1,1
Iný programovací jazyk - Pokročilý,1,0,0,1
Ionic Framework,1,0,0,1
JAVA / Python / ABAP,1,0,0,1
JAVA EE,1,0,0,1
MS Windows 10/11 – pokročilý,1,0,0,1
MSSQL),1,0,0,1
MVC framework (Spring MVC,1,0,0,1
IEC61131-3,0,0,1,1
ILE RPG,0,0,1,1
IP,1,0,0,1
IT podpora – pokročilý,1,0,0,1
IaC,1,0,0,1
Microsoft Power BI - Pokročilý,1,0,0,1
Microsoft Power Bi,1,0,0,1
Microsoft PowerApps,1,0,0,1
Microsoft SQL Server - Basics,1,0,0,1
Microsoft.net,1,0,0,1
Microsoft.net - Basics,1,0,0,1
Mimix,0,0,1,1
MochaJS,1,0,0,1
Microsoft Fabric,0,1,0,1
Microsoft Graph,0,1,0,1
Microsoft Office 365,1,0,0,1
Microsoft Office 365 - Advanced,1,0,0,1
Microsoft Office 365 - Mierne pokročilý,1,0,0,1
Microsoft Power Automate,1,0,0,1
Microsoft Power BI,1,0,0,1
Microsoft Power BI - Basics,1,0,0,1
Microsoft 365 – pokročilý,1,0,0,1
Microsoft Access (including VBA programming),1,0,0,1
Microsoft Analysis Services (OLAP),0,1,0,1
Microsoft Azure,1,0,0,1
Microsoft Azure - Advanced,1,0,0,1
Microsoft Dynamics CRM - Advanced,1,0,0,1
Microsoft Excel - Pokročilý,1,0,0,1
Microsoft Excel: Expert,1,0,0,1
Matlab/Simulink,0,0,1,1
Matplotlib,1,0,0,1
Matplotlib - Pokročilý,1,0,0,1
Maven - Advanced,1,0,0,1
Maven / Gradle - Intermediate,1,0,0,1
Maven/Gradle - Advanced,1,0,0,1
Meridian,1,0,0,1
Microsoft 365,1,0,0,1
Monitoring tools (CloudWatch,0,0,1,1
Motion,1,0,0,1
MuleSoft,1,0,0,1
MySQL - Intermediate,1,0,0,1
MySQL - Pokročilý,1,0,0,1
MySQL - Skillful,1,0,0,1
MySQL),0,1,0,1
MySQL/Maria DB - Advanced,1,0,0,1
Hybernate,0,1,0,1
Hybernate SQL,0,1,0,1
I2C,1,0,0,1
IBM DB2,1,0,0,1
IBM WebSphere Portal - Basics,1,0,0,1
IEC 61131,0,0,1,1
Monitoring & Observability - ELK,1,0,0,1
Monitoring (Grafana),1,0,0,1
HTTP REST,0,1,0,1
HTTP/HTTPS,1,0,0,1
Hardware,0,1,0,1
Hibernate - Advanced,1,0,0,1
Hibernate - Pokročilý,1,0,0,1
Honeywell,1,0,0,1
Hoppscotch,1,0,0,1
Hugging Face Transformers,1,0,0,1
Mockito,1,0,0,1
Modern CSS/LESS - Expert,1,0,0,1
HTML - Základy,1,0,0,1
HTML / CSS / JS,0,1,0,1
HTML 5 - Advanced,1,0,0,1
HTML+CSS,1,0,0,1
HTML/CSS/JavaScript - advanced,1,0,0,1
HTML: Advanced,1,0,0,1
HTML + CSS + JavaScript,1,0,0,1
HTML + CSS - Intermediate,1,0,0,1
HTML - Basic,1,0,0,1
HTML - Mierne pokročilý,1,0,0,1
HTML - Pokročilý,1,0,0,1
Networking fundamentals,1,0,0,1
Networking protocols,1,0,0,1
Next JS - Advanced,1,0,0,1
Grid,1,0,0,1
Grid / Flex,0,1,0,1
HANA,1,0,0,1
HANA DB performance optimization,1,0,0,1
HMI,1,0,0,1
HR-Forms,0,1,0,1
HTML (Advanced),1,0,0,1
HTML + CSS,0,1,0,1
Google tag manager,1,0,0,1
Gradle,1,0,0,1
Gradle - Intermediate,1,0,0,1
Gradle build tools,1,0,0,1
Grafana - Advanced,1,0,0,1
Graffana,1,0,0,1
Graph,1,0,0,1
GraphQL),1,0,0,1
NATS,0,1,0,1
NET - Advanced,1,0,0,1
NODE.JS - Advanced,1,0,0,1
NUnit,1,0,0,1
Nagios - výhodou,1,0,0,1
Network,0,1,0,1
Networking,1,0,0,1
Google Workspace,1,0,0,1
Google Analytics,1,0,0,1
Google App Script,0,1,0,1
Google Looker Studio,1,0,0,1
Google Sheets,1,0,0,1
Node.js - Not specified,1,0,0,1
Node.js or .NET,1,0,0,1
Node.js),1,0,0,1
Node.js/JavaScript/TypeScript,1,0,0,1
GitHub - Intermediate,1,0,0,1
GitLab - Advanced,1,0,0,1
GitOps,1,0,0,1
Glide API,0,1,0,1
Go-Lang,1,0,0,1
Go: Advanced,1,0,0,1
Golang - Expert,1,0,0,1
Google ADK,1,0,0,1
NoSQL databázy,1,0,0,1
Node.js (Express),1,0,0,1
Node.js (Nest.js),1,0,0,1
Node.js (TypeScript,1,0,0,1
Node.js - Advanced,1,0,0,1
GO,1,0,0,1
GSAP,1,0,0,1
GitHub - Advanced,1,0,0,1
Next.js (React),1,0,0,1
Next.js - Intermediate,1,0,0,1
Nexus,1,0,0,1
Nix,0,1,0,1
NoSQL (MongoDB,1,0,0,1
NoSQL (PostgreSQL,0,1,0,1
NoSQL (Spark,1,0,0,1
NoSQL databases (Oracle,1,0,0,1
OpenAI SDK,1,0,0,1
OpenAPI - Advanced,1,0,0,1
OpenAPI: Advanced,1,0,0,1
OpenTelemetry,0,0,1,1
OpenTofu,1,0,0,1
OpenUI5,1,0,0,1
Oracle 12c,1,0,0,1
Oracle 19,1,0,0,1
OTC / AWS / Azure,1,0,0,1
OTRS,1,0,0,1
Objective-C (experience is an advantage),1,0,0,1
Objective-C - Pokročilý,1,0,0,1
Objektové programovanie - Základy,1,0,0,1
Odoo - Základy,1,0,0,1
Office,0,1,0,1
OpenAI APIs,1,0,0,1
OKD,0,0,1,1
OOP - Advanced,1,0,0,1
OOP - Expert,1,0,0,1
OOP languages at high level,0,1,0,1
ORACLE PL/SQL,1,0,0,1
ORM,1,0,0,1
OS/400 operációs rendszer (V7R4),0,0,1,1
OSGI,1,0,0,1
Node.js/Nest.js,0,1,0,1
NodeJS (alternativne Bun alebo Deno),1,0,0,1
Npm,1,0,0,1
NumPy: Advanced,1,0,0,1
Numpy,1,0,0,1
Nuxt.js - Intermediate,1,0,0,1
OAuth,1,0,0,1
OData services,1,0,0,1
Oracle PL/SQL - Mierne pokročilý,1,0,0,1
Oracle PL/SQL: Basic,1,0,0,1
Other programming languages,1,0,0,1
PERL,1,0,0,1
PGqsl - Basic,1,0,0,1
PHP (7.4+ / 8.x),1,0,0,1
PHP (8.3+),1,0,0,1
PHP (aspoň základy),1,0,0,1
Frontend (HTML5,0,1,0,1
Frontend HTML,0,1,0,1
GA4,1,0,0,1
GCP / AWS - Intermediate,1,0,0,1
GIS- pokročilý,1,0,0,1
GIT - Skillful,1,0,0,1
GIT: Pokročilý,1,0,0,1
Oracle PL/SQL - Advanced,1,0,0,1
Figma,1,0,0,1
Fiori/UI5,0,1,0,1
Firestore,1,0,0,1
Flow,1,0,0,1
Flows,1,0,0,1
Fluent UI,1,0,0,1
Fluentd,1,0,0,1
Flutter - Basics,1,0,0,1
Oracle DB,1,0,0,1
Oracle Data Integrator (ODI),0,1,0,1
Oracle Database,1,0,0,1
Oracle Database - Advanced,1,0,0,1
Oracle Database - Pokročilý,1,0,0,1
Oracle Database administration: Basic,1,0,0,1
Oracle Database: Basic,1,0,0,1
FastAPI - Skillful,1,0,0,1
FORTRAN,0,1,0,1
FSMS- pokročilý,1,0,0,1
Fanuc,1,0,0,1
PHP8+,1,0,0,1
PHP: Basic,1,0,0,1
PIXI.js,1,0,0,1
PL SQL,0,1,0,1
PL-SQL,1,0,0,1
Excel - intermediate,1,0,0,1
Excel advanced,0,1,0,1
Expo,1,0,0,1
Express,1,0,0,1
Express JS,1,0,0,1
Express),1,0,0,1
FANUC: advantageous,1,0,0,1
FBD,0,0,1,1
PHP8,1,0,0,1
Elastic Search,1,0,0,1
Elixir,1,0,0,1
Embedded C++ - Advanced,1,0,0,1
English: B2,1,0,0,1
Entity Core Framework,1,0,0,1
Entity framework,1,0,0,1
Excel - Basics,1,0,0,1
PHP - Basics,1,0,0,1
PHP - Mierne pokročilý,1,0,0,1
PHP - Základy,1,0,0,1
PHP 7.x / 8.x,0,1,0,1
PHP 8.3,1,0,0,1
PHP 8.4,1,0,0,1
PHP Symfony + Doctrine (LTS verzie),1,0,0,1
PHP storm and object-based programming,1,0,0,1
PostgreSQL: Pokročilý,1,0,0,1
Postgres,1,0,0,1
Postgres ORM,1,0,0,1
Power BI (DAX,0,0,1,1
Power BI (M,0,0,1,1
Power BI (advanced),1,0,0,1
Power Bi: Advanced,1,0,0,1
Power Query M,0,1,0,1
PixiJS - Skillful,1,0,0,1
Play,1,0,0,1
Play),1,0,0,1
Playwright - Intermediate,1,0,0,1
Plotly - Pokročilý,1,0,0,1
Port,1,0,0,1
PostgreSQL - Advanced,1,0,0,1
PostgreSQL - Pokročilý,1,0,0,1
PLC: SIEMENS,1,0,0,1
PROJECT MANAGEMENT,0,1,0,1
Panasonic,1,0,0,1
Pandas - Pokročilý,1,0,0,1
Pascal – výhodou,1,0,0,1
Pega,1,0,0,1
Perl - Basics,1,0,0,1
Photoshop,1,0,0,1
PL/SQL - Advanced,1,0,0,1
PL/SQL - Mierne pokročilý,1,0,0,1
PL/SQL - Pokročilý,1,0,0,1
PL/pgSQL procedures,1,0,0,1
PLC,1,0,0,1
PLC /Allen - Bradley,1,0,0,1
PLC /Siemens,1,0,0,1
PLC Siemens - Advanced,1,0,0,1
PowerPlatform,1,0,0,1
PowerQuery,1,0,0,1
PowerShell: Basic,1,0,0,1
Powershell - výhodou,1,0,0,1
Proficiency in at least one object-oriented programming or scripting language,1,0,0,1
Programozási és hálózati ismeret,0,1,0,1
PromQL,1,0,0,1
Prometheus / Icinga / Grafana,1,0,0,1
Dynatrace,0,0,1,1
EF Core,1,0,0,1
ELK / Prometheus / Icinga / Jaeger / Grafana - Advanced,1,0,0,1
ELK stack,1,0,0,1
ERP pl/sql,0,1,0,1
ES6+,1,0,0,1
ESLint,1,0,0,1
PowerBI - intermediate,1,0,0,1
Docker - Basics,1,0,0,1
Docker - Expert,1,0,0,1
Docker Compose - Pokročilý,1,0,0,1
Docker: Pokročilý,1,0,0,1
Drupal CMS,1,0,0,1
Drupal CMS - Basic,1,0,0,1
DynamoDB,1,0,0,1
DynamoDB),1,0,0,1
Power Query M formula language,1,0,0,1
PowerApps,0,0,1,1
DevOps tools (Azure DevOps,1,0,0,1
Django & Celery frameworks,1,0,0,1
Django - Basic,1,0,0,1
Django - Mierne pokročilý,1,0,0,1
Django - Pokročilý,1,0,0,1
Django - Skillful,1,0,0,1
Databases,0,1,0,1
Databricks,1,0,0,1
Dataverse,1,0,0,1
Delphi - Advanced,1,0,0,1
DevOps - Advanced,1,0,0,1
Python (PySpark,1,0,0,1
Python (Selenium),0,1,0,1
Python (Symphony),0,1,0,1
DHCP: Basic,1,0,0,1
DMN,1,0,0,1
DNS,0,1,0,1
DNS: Advanced,1,0,0,1
Data,1,0,0,1
Data Engineer,1,0,0,1
Data build tools for data transformation and model creation,0,0,1,1
Data skills,1,0,0,1
PyTorch/TensorFlow,1,0,0,1
Pyramid/Django,1,0,0,1
Python (Linux scripting),0,0,1,1
CrewAI,1,0,0,1
Cucumber/BDD,1,0,0,1
Cypress / Playwright,1,0,0,1
DAX),0,0,1,1
DB2 - Advanced,1,0,0,1
Prometheus),1,0,0,1
Protractor,1,0,0,1
Pug (Jade),1,0,0,1
Puppet - Advanced,1,0,0,1
PyMC,1,0,0,1
PyQGIS,1,0,0,1
PySpark (Advanced),1,0,0,1
PyTorch - Pokročilý,1,0,0,1
QT,0,1,0,1
Qlik Sense,1,0,0,1
QlikSense/QlikView,1,0,0,1
QlikView,1,0,0,1
QlikView - základy,1,0,0,1
Qt (Widgets,1,0,0,1
Qt - Pokročilý,1,0,0,1
Qt/QML,0,1,0,1
Python/Perl,1,0,0,1
Python/R,1,0,0,1
Python: Basics,1,0,0,1
Python: Beginner,1,0,0,1
Python: Mierne pokročilý,1,0,0,1
Python: Pokročilý,1,0,0,1
Python: medium level,1,0,0,1
QML - Pokročilý,1,0,0,1
Python - basic level,1,0,0,1
Python - základy,1,0,0,1
Python 3.10+,1,0,0,1
Python 3.11+,1,0,0,1
Python Programmer,1,0,0,1
Python basics,1,0,0,1
Python – intermediate,1,0,0,1
Python-based AI frameworks such as LangChain,1,0,0,1
Python (basic experience),1,0,0,1
Python (basic level),1,0,0,1
Python (implicit through Ansible),0,0,1,1
Python (not specified),1,0,0,1
Python (numpy,1,0,0,1
Python - Beginner,1,0,0,1
Python - Elementary (B1),1,0,0,1
Python - Intermediate,1,0,0,1
R/Bioconductor,0,1,0,1
RAG - Advanced,1,0,0,1
RAP (RESTful ABAP Programming Model),0,1,0,1
RAP/BTP,1,0,0,1
RAPID,0,1,0,1
RDBMS (PostgreSQL,1,0,0,1
RDS,1,0,0,1
RESP API,1,0,0,1
Combine,0,1,0,1
Confluence: Intermediate,1,0,0,1
Containerization - Docker - Expert,1,0,0,1
Contentstack,1,0,0,1
CorelDRAW,1,0,0,1
Coroutines,1,0,0,1
R - Advanced,1,0,0,1
R - Pokročilý,1,0,0,1
Clean Code,0,1,0,1
Cloud LMS stack (Elasticsearch,1,0,0,1
Cloud Platforms - Intermediate (OTC / AWS / Azure),1,0,0,1
Cloud Services – AWS / GCP / Azure,1,0,0,1
Cloud technologies,1,0,0,1
Cloud),1,0,0,1
CloudFormation Templates),1,0,0,1
Cloudformation,1,0,0,1
QtQuick),1,0,0,1
Quarkus 3.20,1,0,0,1
QuickSight,1,0,0,1
CYPRESS,0,1,0,1
CYRESS,0,1,0,1
Camunda Workflow Engine,1,0,0,1
Capacitor,1,0,0,1
Card Acquiring (key area) - Advanced,1,0,0,1
React Native - Beginner,1,0,0,1
React Native - Intermediate,1,0,0,1
React Native - Pokročilý,1,0,0,1
React Native - Základy,1,0,0,1
React Query,1,0,0,1
React Redux,1,0,0,1
React Redux - Advanced,1,0,0,1
React Router - Advanced,1,0,0,1
React - Advanced,1,0,0,1
React - Expert,1,0,0,1
React - Mierne pokročilý,1,0,0,1
React - Pokročilý,1,0,0,1
React - Skillful,1,0,0,1
React 18,1,0,0,1
React 19,0,1,0,1
React Native - Basic,1,0,0,1
RPG/Free,0,1,0,1
RPG/ILE,0,1,0,1
RSocket - Advanced,1,0,0,1
Rabbit MQ,0,1,0,1
Rapid,1,0,0,1
Raspbian,0,1,0,1
React & React Native,1,0,0,1
React (Next),1,0,0,1
REST - Advanced,1,0,0,1
REST Api,1,0,0,1
REST Assured,0,1,0,1
REST(ful) API,1,0,0,1
RMQ,1,0,0,1
ROS,1,0,0,1
RPG - Advanced,1,0,0,1
RPG III,0,1,0,1
ReactJS - Basic,1,0,0,1
ReactJS - Mierne pokročilý,1,0,0,1
ReactJS: Pokročilý,1,0,0,1
Red Hat OpenShift,1,0,0,1
Red Hat OpenShift / Kubernetes,1,0,0,1
Red Hat Openshift,0,0,1,1
RedHat),1,0,0,1
Redshift Console),0,0,1,1
CSS-in-JS,1,0,0,1
CSS3 (SCSS),1,0,0,1
CSS3/SCSS,1,0,0,1
CSS: Advanced,1,0,0,1
React.JS,1,0,0,1
React/Angular,0,1,0,1
React/Next.js,1,0,0,1
React/Vue,1,0,0,1
CSS - Expert,1,0,0,1
CSS - Mierne pokročilý,1,0,0,1
CSS - Pokročilý,1,0,0,1
CSS - Základy,1,0,0,1
CSS - intermediate level,1,0,0,1
CSS / SASS,0,1,0,1
CSS pre-processor SASS,1,0,0,1
CSS),0,1,0,1
React or Next.js,0,1,0,1
React+Redux,0,1,0,1
CL - Advanced,1,0,0,1
CLOOS,1,0,0,1
CMS systems (WordPress,1,0,0,1
COBOL - Basic understanding of existing code,1,0,0,1
COBOL - Mierne pokročilý,1,0,0,1
CSS (Advanced),1,0,0,1
CDS,0,1,0,1
CDS view,0,0,1,1
CI/CD - Jenkins,1,0,0,1
CI/CD Pipeline automation - Airflow,1,0,0,1
CI/CD Pipelines (GitLab / Bitbucket),1,0,0,1
CI/CD pipeline,1,0,0,1
CI/CD pipeline - Intermediate,1,0,0,1
CI/CD pipeline automation - Airflow,1,0,0,1
C-shell,1,0,0,1
C/C#,0,1,0,1
C/C++/C#,0,0,1,1
C: Pokročilý,1,0,0,1
CAD/CAM,0,0,1,1
CAP (Cloud Application Programming Model),0,1,0,1
CD API,0,1,0,1
CDK,1,0,0,1
Robotframework,0,1,0,1
Rockwell,1,0,0,1
Rockwell Automation,1,0,0,1
C++: Pokročilý,1,0,0,1
C++: Proficient,1,0,0,1
C-,1,0,0,1
C- optional,1,0,0,1
C-Sharp,1,0,0,1
Redux - Advanced,1,0,0,1
Relational databases - Advanced,1,0,0,1
Repository pattern,1,0,0,1
Rest API - Advanced,1,0,0,1
Rest API - Pokročilý,1,0,0,1
Rest Assured,1,0,0,1
RestAPI,1,0,0,1
Restful API,1,0,0,1
SAP ISU - Mierne pokročilý,1,0,0,1
SAP Materials Management (MM) - Intermediate,1,0,0,1
SAP PM- pokročilý,1,0,0,1
SAP PS- začiatočník,1,0,0,1
SAP Plant Maintenance (PM) - Intermediate,1,0,0,1
SAP S/4 HANA,1,0,0,1
SAP S/4HANA,1,0,0,1
SAP SD S/4 HANA,0,1,0,1
SAP Cloud for Customer (C4C),1,0,0,1
SAP Data Warehouse (BW),0,1,0,1
SAP ERP,0,1,0,1
SAP FI - AA- začiatočník,1,0,0,1
SAP FI- začiatočník,1,0,0,1
SAP Fiori/UI5,0,1,0,1
SAP Gateway,1,0,0,1
SAP IS - U- začiatočník,1,0,0,1
SAP BW/4HANA,0,1,0,1
SAP Business Intelligence,0,1,0,1
SAP Business Technology Platform (BTP),1,0,0,1
SAP Business Warehouse (BW),1,0,0,1
SAP Business Workflow,1,0,0,1
SAP CAP,1,0,0,1
SAP CRM- pokročilý,1,0,0,1
SAP Clean Core principles,0,1,0,1
CKAD or CKS certifications are an advantage),1,0,0,1
Rockwell Studio 5000,0,1,0,1
Ruby on Rails (aspoň základy),1,0,0,1
RudderStack,1,0,0,1
Rust (Advantage),1,0,0,1
RxSwift,0,1,0,1
S/4 ABAP,1,0,0,1
SAP BW- pokročilý,1,0,0,1
C++20,1,0,0,1
C++: Expert,1,0,0,1
SAS - Základy,1,0,0,1
SAS Data Miner,1,0,0,1
SAS/SQL,1,0,0,1
SASS/SCSS,1,0,0,1
SCADA,1,0,0,1
SCADA - Basics,1,0,0,1
C++ - Intermediate (B1),1,0,0,1
C++ - Mierne pokročilý,1,0,0,1
C++ - pokročilý,1,0,0,1
C++ 17/20/23,0,1,0,1
C++ – výhodou,1,0,0,1
C++/C,0,1,0,1
C++11 or higher,1,0,0,1
C++17,1,0,0,1
C# – výhodou,1,0,0,1
C#.NET CORE,1,0,0,1
C#/.Net - Intermediate,1,0,0,1
C#: Not specified,1,0,0,1
C#: Pokročilý,1,0,0,1
C++ (17 or newer),0,1,0,1
C++ (Nice to have),1,0,0,1
C++ (based on mentioned hardware languages),0,1,0,1
SAP Sales and Distribution (SD),1,0,0,1
SAP Scripting,0,1,0,1
SAP WM- advanced,1,0,0,1
SAP WM- pokročilý,1,0,0,1
SAS,0,1,0,1
C# .NET,1,0,0,1
C# .NET Core,1,0,0,1
C# .net,1,0,0,1
SQL JPA/Hibernate QueryDSL,1,0,0,1
SQL and relational databases,1,0,0,1
SQL basics,0,1,0,1
SQL databases,1,0,0,1
SQL databases - Intermediate,1,0,0,1
SQL skriptov,1,0,0,1
SQL/NoSQL databases,1,0,0,1
SQL/PL,1,0,0,1
SQL (PL/SQL,0,1,0,1
SQL (Postgres,1,0,0,1
SQL (Redshift-specific tuning),0,0,1,1
SQL (advanced),1,0,0,1
SQL (e.g. Postgres SQL,1,0,0,1
SQL (preferably PostgreSQL),0,1,0,1
SQL (tvorba selektov),1,0,0,1
SQL - Basic,1,0,0,1
SOQL,0,1,0,1
SPI,1,0,0,1
SPSS,0,1,0,1
SPSS - Basics,1,0,0,1
SQL (DB2/400 SQL),0,0,1,1
SQL (MS SQL / Azure SQL),1,0,0,1
SQL (MariaDB),1,0,0,1
SQL (Oracle and PostgreSQL),0,1,0,1
SCL,0,0,1,1
SCL – pokročilý,1,0,0,1
SCSS - Mierne pokročilý,1,0,0,1
SCSS/ Tailwind,1,0,0,1
SELENIUM,0,1,0,1
SOAP - Advanced,1,0,0,1
SOAP based microservices,1,0,0,1
SOLID/Clean Code,1,0,0,1
C# - Beginner,1,0,0,1
C# - Mierne pokročilý,1,0,0,1
C# - optional,1,0,0,1
SRI - systém riadenia incidentov- začiatočník,1,0,0,1
SSH,1,0,0,1
SSL/TLS,1,0,0,1
SSRS,0,1,0,1
STL,0,0,1,1
Bootstrap - Mierne pokročilý,1,0,0,1
Bootstrap CSS/JS,0,1,0,1
Build Tools - Maven,1,0,0,1
C - Advanced,1,0,0,1
C - Basics,1,0,0,1
C Cloud,0,1,0,1
C# (Advanced),1,0,0,1
C# - Basic,1,0,0,1
Basic of electronic and measurement - working with oscilloscope,1,0,0,1
Bentley (Microstation),1,0,0,1
Bicep,0,1,0,1
Blackduck Sonarqube,1,0,0,1
Blazor wasm,0,1,0,1
Blockchain - Pokročilý,1,0,0,1
Blueprints,0,1,0,1
Bootstrap - Advanced,1,0,0,1
SQL/noSQL,1,0,0,1
SQL: Beginner,1,0,0,1
SQL: Intermediate,1,0,0,1
SQL: Skillful,1,0,0,1
SQLAlchemy,1,0,0,1
SQLite,1,0,0,1
Bash/Python,1,0,0,1
Basic knowledge GIT or other version management system,1,0,0,1
Bash Scripting - Advanced,1,0,0,1
Bash Scripting - Elementary (B1),1,0,0,1
Bash Scripting: Basics,1,0,0,1
Bash/Powershell,1,0,0,1
Shell Script,1,0,0,1
Shell Scripting,0,0,1,1
Shell Scripting - Expert,1,0,0,1
Shell Scripting - Intermediate,1,0,0,1
BPMN 2.0,1,0,0,1
BTP,0,1,0,1
Backend Java,0,1,0,1
Bamboo,1,0,0,1
Bash - Basic,1,0,0,1
Bash - Basics,1,0,0,1
Bash - Expert,1,0,0,1
Bash / PowerShell,1,0,0,1
Serinity BDD,1,0,0,1
Shell - Basics,1,0,0,1
Aura,0,1,0,1
AutoCad,1,0,0,1
AutoGen,1,0,0,1
AutoIt,1,0,0,1
B&R Automation Studio,1,0,0,1
BASH/Shell,1,0,0,1
Salesforce Object Query Language (SOQL),1,0,0,1
Schneider Electric Modicon PLC,0,1,0,1
Scikit-Learn - Pokročilý,1,0,0,1
Scratch,1,0,0,1
Script languages,1,0,0,1
Scripting languages,0,1,0,1
Scrum,0,1,0,1
Selenide,1,0,0,1
Spring Framework (Spring Core,1,0,0,1
Spring Security),1,0,0,1
Spring or Spring boot or JEE,1,0,0,1
State Management,1,0,0,1
Studio 5000,1,0,0,1
Subnet Mask UART,1,0,0,1
Sveltekit,0,1,0,1
Swagger,1,0,0,1
Spring - Expert,1,0,0,1
Spring Boot (MVC,1,0,0,1
Spring Boot - Intermediate,1,0,0,1
Spring Boot 3.x - Advanced,1,0,0,1
Spring Boot/Spring,0,1,0,1
Spring Boot: Pokročilý,1,0,0,1
Spring Cloud,1,0,0,1
Spring Core,1,0,0,1
SoapUI,1,0,0,1
SolidJS,0,1,0,1
Solidity,0,1,0,1
Solidity - Advanced,1,0,0,1
Spark (PySpark),1,0,0,1
Spark Structured Streaming,1,0,0,1
Splunk,0,0,1,1
Spring (Spring Boot),0,0,1,1
Shell scripting under Linux,0,1,0,1
Shell/Bash Linux - Basic commands knowledge (etc,1,0,0,1
Shopify),1,0,0,1
Shopware,1,0,0,1
Siemens PLC,0,1,0,1
Siemens S7,0,0,1,1
Simple Object Access Protocol (SOAP),1,0,0,1
Sketch,1,0,0,1
TCL - Basics,1,0,0,1
TCP/IP,1,0,0,1
TCP/IP - Basics,1,0,0,1
TCP/IP: Advanced,1,0,0,1
TESTING,0,1,0,1
TIA,0,0,1,1
TLS,1,0,0,1
TSDB (InfluxDB,1,0,0,1
Argo CD,1,0,0,1
ArgoCD,0,0,1,1
Artifactory,1,0,0,1
Asana - Basic,1,0,0,1
Swift - Pokročilý,1,0,0,1
Symfony (PHP framework) - Skillful,1,0,0,1
System Verilog,0,1,0,1
Systems Programming,1,0,0,1
Any programming language,1,0,0,1
Any programming language - Advanced,1,0,0,1
Apache,1,0,0,1
Apache Airflow: Advanced,1,0,0,1
Apache Spark - Basic,1,0,0,1
Apple iOS,1,0,0,1
AppsFlyer,1,0,0,1
Arduino - Intermediate,1,0,0,1
AngularJS - Pokročilý,1,0,0,1
AngularJS - Základy,1,0,0,1
Ansible / Terraform / Puppet,1,0,0,1
Ansible / Terraform / Puppet - Advanced,1,0,0,1
Ansible AWX,1,0,0,1
Ansible Automation Platform,1,0,0,1
Ansible Tower,1,0,0,1
Any Microsoft supported programming language,0,1,0,1
Angular/TypeScript,1,0,0,1
AngularJS (Expert),1,0,0,1
TensorFlow),0,1,0,1
TestNG,1,0,0,1
TimeScaleDB,1,0,0,1
TimeScaleDB),1,0,0,1
Transact -SQL,0,1,0,1
Transact-SQL (T-SQL),1,0,0,1
Angular 11+,0,1,0,1
Angular 15,1,0,0,1
Angular 8+,1,0,0,1
Angular JS - Intermediate,1,0,0,1
Angular.js,1,0,0,1
Angular/HTML/CSS,1,0,0,1
Angular/React,1,0,0,1
Angular/React JS,1,0,0,1
Angular & Typescript,1,0,0,1
Angular (18+),0,1,0,1
Angular (Angular 2+),1,0,0,1
Angular (TypeScript),1,0,0,1
Angular (framework),1,0,0,1
Angular (ideally Angular 15),1,0,0,1
Angular (version 19),1,0,0,1
Angular 10,1,0,0,1
TSQL,0,1,0,1
Tableau - pokročilý,1,0,0,1
Tableau: Advanced,1,0,0,1
TailWindCSS,0,1,0,1
Tailwind CSS - Advanced,1,0,0,1
Tailwind CSS - Pokročilý,1,0,0,1
TensorFlow (Machine learning) - Pokročilý,1,0,0,1
Android programovanie - Pokročilý,1,0,0,1
Unix & Linux,1,0,0,1
Unix shell scripts,1,0,0,1
Unix system,1,0,0,1
Unix-Shell,1,0,0,1
Unix/Linux Server knowledge,1,0,0,1
Unreal Engine - Mierne pokročilý,1,0,0,1
VB.Net,1,0,0,1
VBA – pokročilý,1,0,0,1
UML - Advanced,1,0,0,1
UNIX/Linux - Basic,1,0,0,1
UNIX/Linux - Basics,1,0,0,1
UR script,1,0,0,1
UX/UI Design - Intermediate,1,0,0,1
Ubuntu,0,1,0,1
UiPath: Intermediate,1,0,0,1
Unit of work,1,0,0,1
TypeScript / JavaScript,1,0,0,1
TypeScript / React / Angular,0,1,0,1
TypeScript for Indexer - Skillful,1,0,0,1
TypeScript/JS,0,1,0,1
TypeScript/JavaScript (Angular),1,0,0,1
TypeScript/JavaScript (React),0,0,1,1
Typesense,1,0,0,1
UI framework,1,0,0,1
Transact-SQL (T-SQL) - Pokročilý,1,0,0,1
Troubleshooting,0,1,0,1
Twig,0,1,0,1
TwinCAT,1,0,0,1
TypeScript (or JavaScript),1,0,0,1
TypeScript - Basic,1,0,0,1
TypeScript - Mierne pokročilý,1,0,0,1
TypeScript - Skillful,1,0,0,1
VPN: Basic,1,0,0,1
Vaadin,1,0,0,1
Vaadin REST API,1,0,0,1
