job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,location,salary,employment_type,work_hours,responsibilities,requirements,benefits,contact,jobTitle,employmentType,applyUrl,jobDescription,companyInfo,schedule,tech_stack
1848311,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848311,2026-03-09,2026-03-17,False,,,German: C1,,,,On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1848312,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848312,2026-03-09,2026-03-17,False,,,German: C1,,,,On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1843004,3D Artist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/3d-artist-1843004,2026-03-09,2026-03-14,False,,,English: B2,"Bachelor, Master",,"Maya, Blender, 3ds Max, ZBrush, Substance Painter/Designer, Unreal Engine",,Full-time,3-5 years,,,,,,,,,,,,,,,
1857661,SENIOR JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-java-fejleszto-1857661,2026-03-09,2026-03-25,True,Budapest,,English: B2,,"Java, TypeScript/JavaScript (React), Python","Git, Maven/Gradle, IntelliJ/Eclipse/VS Code, AWS (Lambda, EC2, S3, IAM), Docker",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1857834,Diákmunka - Junior műszaki adminisztrátor,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-junior-muszaki-adminisztrator-1857834,2026-03-09,2026-03-25,True,,2300 HUF/hour,,Folyamatban lévő vagy befejezett műszaki jellegű felsőfokú tanulmányok,,MS Office,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1857760,Senior Full Stack Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-full-stack-developer-1857760,2026-03-09,2026-03-23,False,,,English: Unknown,,"React, JavaScript, TypeScript, Java (11/17/21/22), Spring Boot, JWT","GitHub, GitLab, Oracle Database, Liquibase, HBase",,Full-time,5+ years,,,,,,,,,,,,,,,
1852712,Szoftver technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1852712,2026-03-09,2026-03-25,True,Vecsési járás,,English: A1,High School with Diploma,,,2 műszak vállalása,Full-time,,,,,,,,,,,,,,,,
1857537,Diákmunka -  Automation and reporting developer gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-automation-and-reporting-developer-gyakornok-1857537,2026-03-09,2026-03-25,True,,2800-3000 Ft/hora,Hungarian: Native,"High School with Diploma, Bachelor","Python, pytest","Power BI, SQL, Playwright, Selenium",Hybrid,Short-term,,,,,,,,,,,,,,,,
1857222,Lehrling (m/w/d) für den Lehrberuf Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-m-w-d-fur-den-lehrberuf-mechatronik-hauptmodul-automatisierungstechnik-1857222,2026-03-09,2026-03-25,True,Mödling,,,High School with Diploma,,,,Short-term,0-1 years,,,,,,,,,,,,,,,
1852651,E-Sport Streamer,Pannon-Work Cégcsoport,https://www.cvonline.hu/hu/allas/e-sport-streamer-1852651,2026-03-09,2026-03-25,True,,,English: B2,,,"PC, camera, microphone, studio equipment",On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1718841,Teamleiter CRM-Entwicklung MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-crm-entwicklung-ms-dynamics-365-m-w-d-1718841,2026-03-09,2026-03-09,False,,,"German: Native, English: Professional","Higher Technical College (HTL), University (Uni)","JavaScript, .Net, C#, SQL","MS Dynamics CRM, Power Automate, Power Apps, Azure DevOps",,Full-time,3-5 years,,,,,,,,,,,,,,,
1718850,Mitarbeiter*in IT-Support,Laendle,https://www.cvonline.hu/hu/allas/mitarbeiterin-it-support-1718850,2026-03-09,2026-03-09,False,,over KV,"German: Native, English: C1",High School with Diploma,,,Flexible,Full-time,1-3 years,,,,,,,,,,,,,,,
1837466,Portuguese Speaking Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/portuguese-speaking-sales-support-intern-1837466,2026-03-09,2026-03-16,False,,2500 Ft/hour gross,"English: Advanced, Portuguese: Basic",High School with Diploma,,"MS Office (Excel, Word, PowerPoint, Outlook)",Hybrid,Short-term,0-1 years,,,,,,,,,,,,,,,
1852601,Cloud Platform Engineer (AWS),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/cloud-platform-engineer-aws-1852601,2026-03-09,2026-03-25,True,,,English: B2,,Python,"AWS, GitHub, Azure DevOps, Jenkins, Terraform, Docker/Kubernetes, Linux (RHEL), Windows",Home-Office with on-site visits occasionally,Full-time,5+ years,,,,,,,,,,,,,,,
1852602,Senior Azure Devops Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-azure-devops-engineer-1852602,2026-03-09,2026-03-25,True,,,English: unknown,,,"Docker, Jenkins, Terraform, Git, Kubernetes, Spinnaker, Grafana, Cloudwatch, Kibana, Bash shell scripting, Azure",,,5+ years,,,,,,,,,,,,,,,
1852603,Application Developer (Salesforce),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-developer-salesforce-1852603,2026-03-09,2026-03-16,False,Budapest,,English: B2,,"Salesforce, JavaScript, Java, Python, .NET","Salesforce CRM, Apex, Lightning, Visualforce",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1852604,Application Support Engineer (Workday),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-engineer-workday-1852604,2026-03-09,2026-03-16,False,Budapest,,English: B2,,"Salesforce, Java, Python, JavaScript, .NET","Workday, Salesforce CRM, Apex, Lightning, Visualforce",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1852605,Application Support Engineer (Salesforce),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-engineer-salesforce-1852605,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"Salesforce, Jira, ServiceNow",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1852606,BI Analyst,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/bi-analyst-1852606,2026-03-09,2026-03-16,False,Budapest,,English: B2,Bachelor,,"Power BI, Azure Data Factory",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1852608,BI Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/bi-developer-1852608,2026-03-09,2026-03-16,False,Budapest,,English: B2,,"Salesforce, JavaScript, Java, Python, .NET","Salesforce, Apex, Lightning, Visualforce, Git",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1852609,Infrastructure Project Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/infrastructure-project-engineer-1852609,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"Microsoft Office 365, Exchange Online, Teams, SharePoint, OneDrive",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1847963,SAP SuccessFactors System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-successfactors-system-specialist-1847963,2026-03-09,2026-03-20,False,,,English: Very good,"Bachelor, Master",,SAP SuccessFactors,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1847964,SAP SuccessFactors System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-successfactors-system-specialist-1847964,2026-03-09,2026-03-20,False,,,English: Very good,"Bachelor, Master",,SAP SuccessFactors,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1847966,IT integrációs rendszerszervező,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-integracios-rendszerszervezo-1847966,2026-03-09,2026-03-20,False,Budapest,,"English, German","Bachelor, Master",Java (J2EE),"Enterprise Architect, Middleware, SOA, Tibco, MQ, Oracle, SQL, XML, XSD, microservice",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,
1847969,Business Analyst (Hybrid - Siófok),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/business-analyst-hybrid-siofok-1847969,2026-03-09,2026-03-20,False,Siófok,,English: A2,"Bachelor, Master",PHP,SharePoint,Hybrid,Short-term,3-5 years,,,,,,,,,,,,,,,
1837390,Teszt technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1837390,2026-03-09,2026-03-09,False,,,English: A1,High School with Diploma,,"Windows OS, Microsoft Office",On-site,Full-time,,,,,,,,,,,,,,,,
1837391,Rendszer technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/it-technikus-1837391,2026-03-09,2026-03-09,False,Tatabánya,,,High School with Diploma,,,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1852530,IT Tesztmérnök,Work Force Kft.,https://www.cvonline.hu/hu/allas/it-tesztmernok-1852530,2026-03-09,2026-03-25,True,,,English: B2,"Bachelor, Master","Java, Python",JIRA,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1857397,IT Support Specialist (German speaking),Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-support-specialist-german-speaking-1857397,2026-03-09,2026-03-11,False,,,"German: Native, English: B1",High School with Diploma,,,Home-Office (50%),Full-time,1-3 years,,,,,,,,,,,,,,,
1847628,Business Consultant (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/business-consultant-m-w-d-1847628,2026-03-09,2026-03-22,False,Wien,50000 EUR gross/year,German: Native,Bachelor,,,Home-Office with on-site at clients,Full-time,1-3 years,,,,,,,,,,,,,,,
1847656,Full-Stack-Developer (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/full-stack-developer-m-w-d-1847656,2026-03-09,2026-03-14,False,Wien,55000 EUR gross/year,"English: B2, German: A2",Bachelor,"C#, .NET, ASP.NET Core, SQL Server, Azure",Microsoft-Technologien,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1857043,IT RENDSZERGAZDA,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszergazda-1857043,2026-03-09,2026-03-25,True,Budapest,,English: B1,High School with Diploma,,"Windows, Office, SQL, IIS, Active Directory",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1847437,Senior product owner,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-product-owner-1847437,2026-03-09,2026-03-22,False,Budapest,,Hungarian: Native,Bachelor,,"Word, Excel, Power Point, Outlook",On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1852354,Diákmunka - Software Developer trainee,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-software-developer-trainee-1852354,2026-03-09,2026-03-23,False,,2200-2800 Ft/hour,"English: B2, German: B2","High School with Diploma, Bachelor",C#,,Hybrid,Short-term,1-3 years,,,,,,,,,,,,,,,
1852357,Diákmunka - Student for IT Support & Virtual Integration Tester,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-student-it-support-virtual-integration-tester-1852357,2026-03-09,2026-03-23,False,,2200-2800 Ft/hour,Hungarian,,"C#/.NET, C++","PowerShell, Windows environments",Hybrid,Full-time,,,,,,,,,,,,,,,,
1847349,Medior .NET Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/medior-net-developer-1847349,2026-03-09,2026-03-17,False,,,English: B2,,"C#, .NET","Azure App Services, Azure Functions, Git (Bitbucket/GitHub), Azure API Management, Microsoft Dynamics 365 Business Central APIs, Terraform",,,3-5 years,,,,,,,,,,,,,,,
1847350,Senior Scrum Master (German speaking),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaking-1847350,2026-03-09,2026-03-20,False,,,"German: C1, English: Business",,,"Jira, Confluence",,,5+ years,,,,,,,,,,,,,,,
1718404,Rollout Planer:in Glasfasernetz FTTH,Laendle,https://www.cvonline.hu/hu/allas/rollout-planerin-glasfasernetz-ftth-1718404,2026-03-09,2026-03-09,False,,,German: Native,"Bachelor, Master",,,,,3-5 years,,,,,,,,,,,,,,,
1718405,Baukoordinator:in Glasfaserausbau FTTH,Laendle,https://www.cvonline.hu/hu/allas/baukoordinatorin-glasfaserausbau-ftth-1718405,2026-03-09,2026-03-09,False,,,,,,,,,,,,,,,,,,,,,,,,
1847124,RENDSZERGAZDA,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/rendszergazda-1847124,2026-03-09,2026-03-20,False,Kiskunhalas,,English: B2,High School with Diploma,,"Microsoft Azure, Windows Server 2012 R2, Office 365, Octopus 8 ERP, pfSense, Ubiquiti, MSSQL, Dyntell BI",,Full-time,3-5 years,,,,,,,,,,,,,,,
1847125,GAZDASÁGINFORMATIKUS,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/gazdasaginformatikus-1847125,2026-03-09,2026-03-20,False,Kiskunhalas,,Hungarian: Native,"Bachelor, Master",,"Power BI, SQL",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1847126,IT SUPPORT MUNKATÁRS,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/it-support-munkatars-1847126,2026-03-09,2026-03-20,False,Kiskunhalas,,English,High School with Diploma,,"Windows, Microsoft Office",On-site,Full-time,2-3 years,,,,,,,,,,,,,,,
1857045,IT SUPPORT MUNKATÁRS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-support-munkatars-1857045,2026-03-09,2026-03-25,True,Budapest,,Hungarian: Native,High School with Diploma,,"MS Windows, MS Office",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1842182,IT vezető,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-vezeto-1842182,2026-03-09,2026-03-14,False,,,English: B2,Bachelor,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1842165,Diákmunka - Informatikai rendszertámogató gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-informatikai-rendszertamogato-gyakornok-1842165,2026-03-09,2026-03-14,False,,2600 HUF/hour,English: A1,High School with Diploma,,"Zabbix, Mikrotik, Synology, QNAP, VMware, Proxmox, Dell",,Short-term,0-1 years,,,,,,,,,,,,,,,
1722074,Senior System Engineer 80-100% (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/senior-system-engineer-80-100-w-m-d-1722074,2026-03-09,2026-03-09,False,,,"German: Native, English: Fluent","Bachelor, Master",,"VMware, Microsoft, RHEL, Oracle, MS-SQL, M365",,Full-time,5+ years,,,,,,,,,,,,,,,
1713712,Bereichsassistenz IT 80% (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/bereichsassistenz-it-80-m-w-d-1713712,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",High School with Diploma,,"MS Office, SAP",Flexible,Full-time,1-3 years,,,,,,,,,,,,,,,
1856497,IT mérnök,Humán Centrum Kft.,https://www.cvonline.hu/hu/allas/it-mernok-1856497,2026-03-09,2026-03-18,False,,,English: B2,Felsőfokú informatikai végzettség,,"Windows Server, VMware, Azure, AWS, PowerShell",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1842014,SAP ABAP Developer (Logistics),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-developer-logistics-1842014,2026-03-09,2026-03-14,False,Hajdú-Bihar megye,,English: B2,,ABAP,"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1851904,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851904,2026-03-09,2026-03-10,False,Budaörs,,,High School with Diploma,,"MS Office, Excel, webes alkalmazások",On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1851905,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851905,2026-03-09,2026-03-10,False,Budaörs,,,High School with Diploma,,"MS Office, Excel, webes alkalmazások",On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1851906,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851906,2026-03-09,2026-03-10,False,Budaörs,,,High School with Diploma,,"MS Office, Excel, webes alkalmazások",On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1851910,Senior Java Developer with SAP Commerce Cloud/Hybris Focus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-java-developer-sap-commerce-cloud-hybris-focus-1851910,2026-03-09,2026-03-25,True,,,"English: B2, German: C1",Bachelor,Java,"SAP Commerce Cloud, Spring framework, REST API",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,
1851911,Senior Angular developer with SAP commerce/Hybris focus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-angular-developer-sap-commerce-hybris-focus-1851911,2026-03-09,2026-03-25,True,,,English: B2,"Bachelor, Master","JavaScript/TypeScript, HTML5, CSS3, Angular","SAP Commerce Cloud, SAP Spartacus",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,
1846904,Application Specialist - IFS ERP system,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-specialist-ifs-erp-system-1846904,2026-03-09,2026-03-20,False,,,English: Fluent,,,IFS ERP system,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1846910,Rendszerszervező (pénzügyi terület),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/rendszerszervezo-penzugyi-terulet-1846910,2026-03-09,2026-03-20,False,,,English: B2,Bachelor,,"Jira, Confluence",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,
1841934,Full Stack PHP Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/full-stack-php-developer-1841934,2026-03-09,2026-03-25,True,,,Hungarian: Native,,"PHP, JavaScript","ERP, CRM",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1841935,Full Stack PHP Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/full-stack-php-developer-1841935,2026-03-09,2026-03-25,True,,,Hungarian: Native,,"PHP, JavaScript","ERP systems, CRM systems",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1841945,Rust Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/rust-developer-1841945,2026-03-09,2026-03-16,False,Budapest,,English: B2,,Rust,"Rust, Tokio, Actix, gRPC/REST, Kafka, NATS, Protobuf, PostgreSQL, MongoDB, Redis, Docker, Kubernetes, Terraform, AWS/GCP",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1841946,Digital Solutions Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/digital-solutions-manager-1841946,2026-03-09,2026-03-16,False,Budapest,,English: Business language fluency,,,"Workday, Salesforce, Azure services (Logic Apps, DevOps)",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1841947,IT Security Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-security-engineer-1841947,2026-03-09,2026-03-16,False,Budapest,,English: Business language fluency,,,"SIEM, EDR, firewalls, email security gateways, vulnerability management tools",Hybrid,Full-time,2+ years,,,,,,,,,,,,,,,
1841948,Data and Reporting Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/data-and-reporting-manager-1841948,2026-03-09,2026-03-16,False,Budapest,,English: Business language fluency,,"SQL, DAX","Power BI, Snowflake, Azure Data Factory",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1841950,Power Platform Consultant,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/power-platform-consultant-1841950,2026-03-09,2026-03-16,False,,,English,"Bachelor, Master",,"Microsoft Power Platform, Copilot Studio",Flexible,Full-time,2+ years,,,,,,,,,,,,,,,
1841925,Műszaki rajzoló/konstruktőr,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/muszaki-rajzolo-konstruktor-1841925,2026-03-09,2026-03-11,False,,,"German: communicative, English: communicative",High School with Diploma,,Inventor,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1841878,SZERVIZTECHNIKUS / IT ÜZEMELTETÉSI TECHNIKUS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/szerviztechnikus-it-uzemeltetesi-technikus-1841878,2026-03-09,2026-03-11,False,Miskolc,,English: B2,High School with Diploma,,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,
1841879,IT RENDSZERMÉRNÖK,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszermernok-1841879,2026-03-09,2026-03-11,False,Budapest,,English: B2,High School with Diploma,,"Windows Server, Linux, Microsoft 365, Azure, VMware, Hyper-V, Proxmox, PowerShell, Intune, Azure Automation",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1846847,NPD PROJECT MANAGER (Supporting the Soft Flow NPD Programs),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/npd-project-manager-supporting-soft-flow-npd-programs-1846847,2026-03-09,2026-03-18,False,Pécs,,English,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1848558,Szoftverfejlesztő,HSA Kft.,https://www.cvonline.hu/hu/allas/szoftverfejleszto-1848558,2026-03-09,2026-03-20,False,,750000 HUF gross/month,"English: B2, German: A1",Bachelor,,"GitHub, PowerApps, Power Automate, SharePoint, MS SQL, Azure, Powershell",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1843606,Dutch Speaking Customer Service Specialist,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-customer-service-specialist-1843606,2026-03-09,2026-03-16,False,Budapest,,"Dutch: C1, English: B2",High School with Diploma,,MS Office,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1843607,Holland nyelvű ügyfélszolgálati munkatárs,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-ugyfelszolgalati-munkatars-1843607,2026-03-09,2026-03-16,False,Budapest,,"Dutch: C1, English: B2",High School with Diploma,,MS Office,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1843609,PLC programmer,HSA Kft.,https://www.cvonline.hu/hu/allas/plc-programmer-1843609,2026-03-09,2026-03-16,False,,,"English: B2-C1, Hungarian: C1","High School with Diploma, Bachelor",PLC,PLC programming software,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1854396,SAP Specialista,I.K. Hofmann Personal Kft.,https://www.cvonline.hu/hu/lite/allas/sap-specialista-1854396,2026-03-09,2026-03-25,True,Debrecen,,English: Fluent,,,"SAP EWM, SAP MM, SAP PP, S/4HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1851674,IT Team Leader,Starjobs Magyarország,https://www.cvonline.hu/hu/allas/it-team-leader-1851674,2026-03-09,2026-03-17,False,,,English: C1,Bachelor,,,On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1856492,Senior BI Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-bi-developer-1856492,2026-03-09,2026-03-25,True,Budapest,,English,,,"Power BI, MS Excel, MS SQL, Power Automate, Power Platform",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1851604,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1851604,2026-03-09,2026-03-25,True,Kecskemét,,English: A1,"Felsőfokú szakirányú állami iskolai végzettség - diploma, vagy felsőfokú állami iskolai végzettség – diploma és szakirányú képesítés",,"MS Windows, Android, MDM, AD, SCCM, MS Office, MS Excel",On-site,Határozatlan idejű,3-5 years,,,,,,,,,,,,,,,
1851605,SAP modulgazda,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/sap-modulgazda-1851605,2026-03-09,2026-03-25,True,Budapest,,Hungarian: Native,Bachelor,"SAP ECC HR, SuccessFactors, SAP ECC MM, SAP ECC SD, SAP ECC FI, SAP ECC AM, SAP ECC CO, SAP ECC TRCM, SAP BW",SAP,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1851606,IT üzemeltető (support és rendszergazda feladatokkal) - Kecskemét,Man at Work Humánszolgáltató és Személyzeti Tanácsadó Kft.,https://www.cvonline.hu/hu/allas/it-operator-kecskemet-1851606,2026-03-09,2026-03-23,False,Kecskemét,,English: B2,"High School with Diploma, Bachelor",,"VMware, Veeam, Power BI, ManageEngine, SQL",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1846542,IT Business Analyst,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-business-analyst-1846542,2026-03-09,2026-03-20,False,Budapest,,English: Advanced,College degree or equivalent experience,Python,,"Home-Office, Hybrid",Full-time,1-3 years,,,,,,,,,,,,,,,
1846543,Senior Data Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1846543,2026-03-09,2026-03-20,False,Budapest,,English: B2,,,"Google Cloud Platform (GCP), Azure, Apache Spark, Apache Kafka, Terraform",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,
1841388,SAP Analyst,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-analyst-1841388,2026-03-09,2026-03-25,True,Budapest,,English: Native/Bilingual,,ABAP,"SAP MM, S/4HANA, Fiori applications",On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1841390,IT Configuration Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-configuration-specialist-1841390,2026-03-09,2026-03-25,True,Hungary,,English: B2,,,"CRM, Salesforce, SAP CRM, Microsoft Dynamics",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1841031,SAP ABAP fejlesztő (logisztika),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-fejleszto-logisztika-1841031,2026-03-09,2026-03-14,False,Debrecen,,English: B2,,ABAP (classic vagy OO),"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1841032,SAP Software Engineer,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-software-engineer-1841032,2026-03-09,2026-03-14,False,Debrecen,,English: Fluent,,ABAP,"SAP S/4 HANA, EWM, WM, LE, TM, Kafka, Jira, Confluence",On-site with home office,,3-5 years,,,,,,,,,,,,,,,
1841033,SAP Szoftvermérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-szoftvermernok-1841033,2026-03-09,2026-03-14,False,Hajdú-Bihar megye,,English: B2,,,"SAP ERP, SAP LE, SAP TM, SAP EWM, SAP S/4 HANA, Kafka, Jira, Confluence",On-site,,2-3 years,,,,,,,,,,,,,,,
1841092,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1841092,2026-03-09,2026-03-14,False,Debrecen,,English: C1,Bachelor,,"SAP S/4HANA, EWM, WM, LE, TM, ABAP",,Full-time,2-3 years,,,,,,,,,,,,,,,
1841093,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1841093,2026-03-09,2026-03-14,False,Debrecen,,English: Fluent,University degree,ABAP,"SAP S/4HANA, EWM, WM, LE, TM, Kafka, Jira, Confluence",,,2-3 years,,,,,,,,,,,,,,,
