job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,job_title,location,salary_range,work_schedule,responsibilities,requirements,benefits,contact,salary,application_link,company_name,job_description
1848312,Application Operation and Maintenance Specialist (REF5123I),Deutsche Telekom IT Solutions,https://www.cvonline.hu/hu/allas/application-operation-and-maintenance-specialist-ref5123i-1848312,2026-03-09,2026-03-17,False,,,German: C1,,,,On-site,Full-time,5+ years,,,,,,,,,,,,
1843004,3D Artist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/3d-artist-1843004,2026-03-09,2026-03-14,False,,,English: B2,Bachelor,,"Maya, Blender, 3ds Max, ZBrush, Substance Painter/Designer, Unreal Engine",,Full-time,3-5 years,,,,,,,,,,,,
1857661,SENIOR JAVA FEJLESZTŐ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-java-fejleszto-1857661,2026-03-09,2026-03-25,True,"Budapest, XIII. kerület",,English: B1,,"Java, Spring (Spring Boot), Hibernate/JPA, SQL, TypeScript/JavaScript (React), HTML5, CSS/SCSS, Tailwind, Python","JUnit, Git, Maven/Gradle, Modern Java IDE (IntelliJ/Eclipse/VS Code), AWS (Lambda, EC2, S3, IAM), Docker",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1857834,Diákmunka - Junior műszaki adminisztrátor,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-junior-muszaki-adminisztrator-1857834,2026-03-09,2026-03-25,True,,2300 Ft/óra,,Bachelor,,MS Office,Half-time,Short-term,0-1 years,,,,,,,,,,,,
1857760,Senior Full Stack Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-full-stack-developer-1857760,2026-03-09,2026-03-23,False,,,,,"React, JavaScript, TypeScript, Java 11/17/21/22, Spring Boot, Kotlin","GitHub, GitLab, Oracle Database, Liquibase, HBase, Docker, Tanzu, Jenkins, Sonar, AWS cloud services (S3, EC2, EKS)",,Full-time,5+ years,,,,,,,,,,,,
1852712,Szoftver technikus,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/szoftver-technikus-1852712,2026-03-09,2026-03-25,True,Vecsés,,English: A1,,Linux shell scripting,,,Full-time,0-1 years,,,,,,,,,,,,
1857537,Diákmunka -  Automation and reporting developer gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-automation-and-reporting-developer-gyakornok-1857537,2026-03-09,2026-03-25,True,,2800-3000 Ft/óra,,Bachelor,"Python, SQL, Playwright, Selenium","Power BI, pytest",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1857222,Lehrling (m/w/d) für den Lehrberuf Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-m-w-d-fur-den-lehrberuf-mechatronik-hauptmodul-automatisierungstechnik-1857222,2026-03-09,2026-03-25,True,,,,Positiver Pflichtschulabschluss oder Schulabgänger einer weiterbildenden Schule (AHS/BHS/HAK/HAS/HTL),,,,Short-term,,,,,,,,,,,,,
1852651,E-Sport Streamer,Pannon-Work Cégcsoport,https://www.cvonline.hu/hu/allas/e-sport-streamer-1852651,2026-03-09,2026-03-25,True,,,English: C1,,,"PC, Camera, Microphone, Studio equipment",Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1718841,Teamleiter CRM-Entwicklung MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-crm-entwicklung-ms-dynamics-365-m-w-d-1718841,2026-03-09,2026-03-09,False,,,"Deutsch: C1, Englisch: B2",Bachelor,"C#, JavaScript, .Net, SQL","MS Dynamics CRM, Power Automate, Power Apps, Azure DevOps",,Full-time,3-5 years,,,,,,,,,,,,
1718850,Mitarbeiter*in IT-Support,Laendle,https://www.cvonline.hu/hu/allas/mitarbeiterin-it-support-1718850,2026-03-09,2026-03-09,False,,"over KV, oriented towards your qualification and experience","German: C1, English: B2","IT-Ausbildung like apprenticeship, vocational school, HTL etc.",,,Flexible,Full-time,1-3 years,,,,,,,,,,,,
1837466,Portuguese Speaking Sales Support Intern,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/portuguese-speaking-sales-support-intern-1837466,2026-03-09,2026-03-16,False,,2500 Ft/hour in gross,"English: C1, Portuguese: A2",Bachelor,,"MS Office (Excel, Word, PowerPoint, Outlook)",Hybrid,Short-term,0-1 years,,,,,,,,,,,,
1852601,Cloud Platform Engineer (AWS),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/cloud-platform-engineer-aws-1852601,2026-03-09,2026-03-25,True,,,,,"Python, Bash, Powershell","GitHub, Azure DevOps, Jenkins, Terraform, Docker, Kubernetes",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1852602,Senior Azure Devops Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-azure-devops-engineer-1852602,2026-03-09,2026-03-25,True,,,,,,"Docker, Jenkins, Terraform, Git, Kubernetes, Spinnaker, Grafana, Cloudwatch, Kibana",,Full-time,5+ years,,,,,,,,,,,,
1852603,Application Developer (Salesforce),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-developer-salesforce-1852603,2026-03-09,2026-03-16,False,Budapest,,,,"Apex, JavaScript, Java, Python, .NET","Salesforce CRM, Lightning, Visualforce, Agile methodologies",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1852604,Application Support Engineer (Workday),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-engineer-workday-1852604,2026-03-09,2026-03-16,False,Budapest,,,,"Java, Python, JavaScript, .NET","Salesforce CRM, Apex, Lightning, Visualforce, IT governance and compliance frameworks",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1852605,Application Support Engineer (Salesforce),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-engineer-salesforce-1852605,2026-03-09,2026-03-16,False,Budapest,,,,,"Salesforce, Jira, ServiceNow",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1852606,BI Analyst,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/bi-analyst-1852606,2026-03-09,2026-03-16,False,Budapest,,,,Power BI,Azure Data Factory,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1852608,BI Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/bi-developer-1852608,2026-03-09,2026-03-16,False,Budapest,,,,"Apex, JavaScript, Java, Python, .NET","Salesforce CRM, Lightning, Visualforce, Agile methodologies, Version control systems",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1852609,Infrastructure Project Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/infrastructure-project-engineer-1852609,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"Microsoft Office 365 (Exchange Online, Teams, SharePoint, OneDrive administration)",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1847963,SAP SuccessFactors System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-successfactors-system-specialist-1847963,2026-03-09,2026-03-20,False,,,"English: C1, German: B2",Bachelor,,SAP SuccessFactors,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1847964,SAP SuccessFactors System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-successfactors-system-specialist-1847964,2026-03-09,2026-03-20,False,,,"English: C1, German: B2",Bachelor,,SAP SuccessFactors,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1847966,IT integrációs rendszerszervező,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-integracios-rendszerszervezo-1847966,2026-03-09,2026-03-20,False,Budapest,,"English: B2, German: B2",Bachelor,"Java (J2EE), SQL","BPMN, Enterprise Architect, Middleware, SOA, Tibco, MQ, Oracle, XML, XSD, microservice",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1847969,Business Analyst (Hybrid - Siófok),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/business-analyst-hybrid-siofok-1847969,2026-03-09,2026-03-20,False,Siófok,,English: B1,Bachelor,PHP,,Home-Office,Short-term,3-5 years,,,,,,,,,,,,
1837390,Teszt technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/teszt-technikus-1837390,2026-03-09,2026-03-09,False,,,English: B1,High School with Diploma,,"Windows OS, Microsoft Office",,Full-time,0-1 years,,,,,,,,,,,,
1837391,Rendszer technikus,Hire-One Kft.,https://www.cvonline.hu/hu/allas/it-technikus-1837391,2026-03-09,2026-03-09,False,,,,High School with Diploma,,,On-site,Full-time,5+ years,,,,,,,,,,,,
1852530,IT Tesztmérnök,Work Force Kft.,https://www.cvonline.hu/hu/allas/it-tesztmernok-1852530,2026-03-09,2026-03-25,True,,,English: C1,Bachelor,"Java, Python","Linux CLI, Scripting, JIRA",Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1857397,IT Support Specialist (German speaking),Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-support-specialist-german-speaking-1857397,2026-03-09,2026-03-11,False,,,"German: C1, English: B2",Bachelor,,MS Office,Home-Office,Half-time,1-3 years,,,,,,,,,,,,
1847628,Business Consultant (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/business-consultant-m-w-d-1847628,2026-03-09,2026-03-22,False,,50000 EUR gross/year,,Bachelor,,,Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1847656,Full-Stack-Developer (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/full-stack-developer-m-w-d-1847656,2026-03-09,2026-03-14,False,Wien,55.000 EUR bruto/year + bonus,"English: C1, German: B2",Bachelor,"C#, .NET, ASP.NET Core, SQL Server, Azure",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1857043,IT RENDSZERGAZDA,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszergazda-1857043,2026-03-09,2026-03-25,True,Budapest,,English: B1,,,"Windows, Office, SQL, IIS, Active Directory",Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1847437,Senior product owner,Magyar Posta ZRt.,https://www.cvonline.hu/hu/allas/senior-product-owner-1847437,2026-03-09,2026-03-22,False,Budapest,,Hungarian: C1,Bachelor,,"Word, Excel, Power Point, Outlook",On-site,Full-time,5+ years,,,,,,,,,,,,
1852354,Diákmunka - Software Developer trainee,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-software-developer-trainee-1852354,2026-03-09,2026-03-23,False,,,"English: B2, German: A2",Bachelor,C#,Knowledge of the .Net development environment,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1852357,Diákmunka - Student for IT Support & Virtual Integration Tester,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-student-it-support-virtual-integration-tester-1852357,2026-03-09,2026-03-23,False,Budapest,2200-2800 Ft/óra,,Bachelor,"C#, .NET, PowerShell","Windows environments, PowerShell scripting, Basic network configuration",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1847349,Medior .NET Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/medior-net-developer-1847349,2026-03-09,2026-03-17,False,,,,,"C#, .NET","Azure App Services, Azure Functions, Git repositories (Bitbucket or GitHub), Terraform",,Full-time,3-5 years,,,,,,,,,,,,
1847350,Senior Scrum Master (German speaking),HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaking-1847350,2026-03-09,2026-03-20,False,,,"German: C1, English: B2",,,"Jira, Confluence",,Full-time,5+ years,,,,,,,,,,,,
1718404,Rollout Planer:in Glasfasernetz FTTH,Laendle,https://www.cvonline.hu/hu/allas/rollout-planerin-glasfasernetz-ftth-1718404,2026-03-09,2026-03-09,False,,,German: C1,,,,,,3-5 years,,,,,,,,,,,,
1718405,Baukoordinator:in Glasfaserausbau FTTH,Laendle,https://www.cvonline.hu/hu/allas/baukoordinatorin-glasfaserausbau-ftth-1718405,2026-03-09,2026-03-09,False,,,,,,,,,5+ years,,,,,,,,,,,,
1847124,RENDSZERGAZDA,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/rendszergazda-1847124,2026-03-09,2026-03-20,False,,,English: B1,Bachelor,"HTML, CSS","Microsoft Azure, Windows Server 2012 R2, Office 365, Octopus 8 ERP, pfSense, Ubiquiti, MSSQL, Dyntell BI",,Short-term,3-5 years,,,,,,,,,,,,
1847125,GAZDASÁGINFORMATIKUS,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/gazdasaginformatikus-1847125,2026-03-09,2026-03-20,False,Kiskunhalas,,,Bachelor,,"Power BI, SQL",On-site,Full-time,3-5 years,,,,,,,,,,,,
1847126,IT SUPPORT MUNKATÁRS,HABI Kft.,https://www.cvonline.hu/hu/lite/allas/it-support-munkatars-1847126,2026-03-09,2026-03-20,False,Kiskunhalas,,English: B1,,,"Windows operációs rendszerek, Microsoft Office alkalmazások, Active Directory, Office 365, ticketing rendszerek",On-site,Full-time,1-3 years,,,,,,,,,,,,
1857045,IT SUPPORT MUNKATÁRS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-support-munkatars-1857045,2026-03-09,2026-03-25,True,Budapest,,Hungarian: C1,,,"MS Windows 7/8/8.1/10, MS Office 2010, 2013, 2016",On-site,Full-time,1-3 years,,,,,,,,,,,,
1842182,IT vezető,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/it-vezeto-1842182,2026-03-09,2026-03-14,False,,,English: B1,,,,,Full-time,5+ years,,,,,,,,,,,,
1842165,Diákmunka - Informatikai rendszertámogató gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-informatikai-rendszertamogato-gyakornok-1842165,2026-03-09,2026-03-14,False,,,English: A2,High School with Diploma,,"Zabbix, M365, Google Workspace",,Full-time,0-1 years,,,,,,,,,,,,
1722074,Senior System Engineer 80-100% (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/senior-system-engineer-80-100-w-m-d-1722074,2026-03-09,2026-03-09,False,,,"English: B2, German: Native",Bachelor,,,,Full-time,5+ years,,,,,,,,,,,,
1713712,Bereichsassistenz IT 80% (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/bereichsassistenz-it-80-m-w-d-1713712,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",,,"MS-Office, SAP",Flexible,Full-time,1-3 years,,,,,,,,,,,,
1856497,IT mérnök,Humán Centrum Kft.,https://www.cvonline.hu/hu/allas/it-mernok-1856497,2026-03-09,2026-03-18,False,,,English: B2,Bachelor,,"PowerShell, TCP/IP, LAN/WAN, VPN, Tűzfalak, Windows Server, Virtualizáció (VMware), Cloud platformok (Azure, AWS), IT biztonság (hozzáférés-kezelés, titkosítás, audit), ServiceNow",,Full-time,3-5 years,,,,,,,,,,,,
1842014,SAP ABAP Developer (Logistics),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-developer-logistics-1842014,2026-03-09,2026-03-14,False,Hajdú-Bihar megye,,English: B2,,ABAP (classic and/or OO),"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA, BAPIs, BADIs, User-Exits, Enhancements",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1851904,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851904,2026-03-09,2026-03-10,False,Budaörs,,,Min. középfokú (technikus/érettségi),,"MS Office, Excel, Webes alkalmazások",Home-Office,Short-term,,,,,,,,,,,,,
1851905,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851905,2026-03-09,2026-03-10,False,Budaörs,,,Min. középfokú (technikus/érettségi),,"MS Office, Excel, Webes alkalmazások",Home-Office,Short-term,,,,,,,,,,,,,
1851906,Mobiltelefon tesztelő,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/mobiltelefon-tesztelo-1851906,2026-03-09,2026-03-10,False,Budaörs,,,Min. középfokú (technikus/érettségi),,"MS Office, Excel, Webes alkalmazások",Home-Office,Short-term,,,,,,,,,,,,,
1851910,Senior Java Developer with SAP Commerce Cloud/Hybris Focus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-java-developer-sap-commerce-cloud-hybris-focus-1851910,2026-03-09,2026-03-25,True,,,"English: B2, German: A1",Bachelor,"Java, Spring framework","SAP Commerce Cloud, REST API, CI/CD tools",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1851911,Senior Angular developer with SAP commerce/Hybris focus,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-angular-developer-sap-commerce-hybris-focus-1851911,2026-03-09,2026-03-25,True,,,"English: C1, German: B2",Bachelor,"JavaScript/TypeScript, HTML5, CSS3, Angular","SAP Commerce Cloud, Spartacus, Java, CI/CD pipelines, Agile methodologies (SCRUM)",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1846904,Application Specialist - IFS ERP system,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-specialist-ifs-erp-system-1846904,2026-03-09,2026-03-20,False,,,English: B2,,,IFS ERP system,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1846910,Rendszerszervező (pénzügyi terület),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/rendszerszervezo-penzugyi-terulet-1846910,2026-03-09,2026-03-20,False,,,English: B2,Bachelor,,"Atlassian Jira, Atlassian Confluence",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1841934,Full Stack PHP Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/full-stack-php-developer-1841934,2026-03-09,2026-03-25,True,,,,,"PHP, JavaScript","HTML5, CSS3, SQL, Linux",Remote,Full-time,3-5 years,,,,,,,,,,,,
1841935,Full Stack PHP Developer,Hire-One Kft.,https://www.cvonline.hu/hu/allas/full-stack-php-developer-1841935,2026-03-09,2026-03-25,True,,,,,"PHP, JavaScript","HTML5, CSS3, SQL, Linux",Remote,Full-time,3-5 years,,,,,,,,,,,,
1841945,Rust Developer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/rust-developer-1841945,2026-03-09,2026-03-16,False,Budapest,,,,Rust,"Tokio, Actix, gRPC, REST, Kafka, NATS, Solana, NEAR, Substrate, PostgreSQL, MongoDB, Redis, Docker, Kubernetes, Terraform, Prometheus, Grafana",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1841946,Digital Solutions Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/digital-solutions-manager-1841946,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"Azure services (Integration, Logic Apps), DevOps principles, Workday, Salesforce",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1841947,IT Security Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-security-engineer-1841947,2026-03-09,2026-03-16,False,Budapest,,English: B2,,,"SIEM, Endpoint Protection (EDR), Firewalls, Email Security Gateways, Vulnerability Management tools",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1841948,Data and Reporting Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/data-and-reporting-manager-1841948,2026-03-09,2026-03-16,False,Budapest,,English: C1,,"SQL, Power BI (DAX, data modeling)","Power BI, Snowflake, Azure Data Factory",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1841950,Power Platform Consultant,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/power-platform-consultant-1841950,2026-03-09,2026-03-16,False,,,,,,"Microsoft Power Platform, Power Apps, Power Automate, Copilot Studio",,Full-time,3-5 years,,,,,,,,,,,,
1841925,Műszaki rajzoló/konstruktőr,Viapan „Dologidő” Kft.,https://www.cvonline.hu/hu/allas/muszaki-rajzolo-konstruktor-1841925,2026-03-09,2026-03-11,False,,"13. havi bér, béren kívüli juttatások","German: VAGY B2, English: B2",Középfokú műszaki végzettség,Inventor,,,Full-time,0-1 years,,,,,,,,,,,,
1841878,SZERVIZTECHNIKUS / IT ÜZEMELTETÉSI TECHNIKUS,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/szerviztechnikus-it-uzemeltetesi-technikus-1841878,2026-03-09,2026-03-11,False,Miskolc,,English: B1,,,,On-site,Full-time,1-3 years,,,,,,,,,,,,
1841879,IT RENDSZERMÉRNÖK,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-rendszermernok-1841879,2026-03-09,2026-03-11,False,Budapest,,English: B2,,,"PowerShell, Intune, Azure Automation",On-site,Full-time,3-5 years,,,,,,,,,,,,
1846847,NPD PROJECT MANAGER (Supporting the Soft Flow NPD Programs),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/npd-project-manager-supporting-soft-flow-npd-programs-1846847,2026-03-09,2026-03-18,False,Pécs,,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1848558,Szoftverfejlesztő,HSA Kft.,https://www.cvonline.hu/hu/allas/szoftverfejleszto-1848558,2026-03-09,2026-03-20,False,,750 000 Ft gross/month,"English: C1, German: Intermediate",,"PowerApps, Power Automate, MS SQL (procedures, views, indexes), Powershell","GitHub, Azure, SharePoint development experience, ERP knowledge",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1843606,Dutch Speaking Customer Service Specialist,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-customer-service-specialist-1843606,2026-03-09,2026-03-16,False,"Budapest, District XI",,"Dutch: C1, English: B2",Higher education degree,,MS Office,On-site,Full-time,3-5 years,,,,,,,,,,,,
1843607,Holland nyelvű ügyfélszolgálati munkatárs,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-ugyfelszolgalati-munkatars-1843607,2026-03-09,2026-03-16,False,Budapest,,"Holland (C1): Speaking and Writing, English (B2): Speaking and Writing",,,"MS Office, WLAN, Bluetooth",On-site,Full-time,1-3 years,,,,,,,,,,,,
1843609,PLC programmer,HSA Kft.,https://www.cvonline.hu/hu/allas/plc-programmer-1843609,2026-03-09,2026-03-16,False,,,"English: B2-C1, Hungarian: C1 or higher",Bachelor,PLC programming,,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,
1854396,SAP Specialista,I.K. Hofmann Personal Kft.,https://www.cvonline.hu/hu/lite/allas/sap-specialista-1854396,2026-03-09,2026-03-25,True,Debrecen,,English: B2,,,"ERP, SAP, Ticketing system",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1851674,IT Team Leader,Starjobs Magyarország,https://www.cvonline.hu/hu/allas/it-team-leader-1851674,2026-03-09,2026-03-17,False,,,English: C1,,,,,Full-time,5+ years,,,,,,,,,,,,
1856492,Senior BI Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-bi-developer-1856492,2026-03-09,2026-03-25,True,Budapest,,English: B2,,"Power BI (M, DAX), MS SQL, Power Automate, Power Platform","MS Excel, Power BI, Power Automate, Power Platform",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1851604,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1851604,2026-03-09,2026-03-25,True,Kecskemét,,English: B2,Bachelor,,"MS Windows operációs és irodai rendszerek, Android mobil operációs rendszer, MDM szoftver, AD tartományi környezet, SCCM szoftver, MS Office szoftvercsomag, MS Excel",On-site,Full-time,3-5 years,,,,,,,,,,,,
1851605,SAP modulgazda,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/sap-modulgazda-1851605,2026-03-09,2026-03-25,True,Budapest,,,Bachelor,,"SAP ECC HR, SAP ECC Logistics, SAP ECC Finance, SuccessFactors",On-site,Full-time,3-5 years,,,,,,,,,,,,
1851606,IT üzemeltető (support és rendszergazda feladatokkal) - Kecskemét,Man at Work Humánszolgáltató és Személyzeti Tanácsadó Kft.,https://www.cvonline.hu/hu/allas/it-operator-kecskemet-1851606,2026-03-09,2026-03-23,False,Kecskemét,,English: B2,,,"VMware, Veeam, Power BI, ManageEngine",On-site,Full-time,3-5 years,,,,,,,,,,,,
1846542,IT Business Analyst,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-business-analyst-1846542,2026-03-09,2026-03-20,False,,,English: B2,Bachelor,Python,MS Office suite,Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1846543,Senior Data Engineer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-data-engineer-1846543,2026-03-09,2026-03-20,False,Budapest,,English: B2,,"Python, Apache Spark, Terraform","Google Cloud Platform (GCP), Azure, Apache Kafka, PostgreSQL, MongoDB, Google BigQuery, Rest API, CI/CD principles, Terraform",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1841388,SAP Analyst,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/sap-analyst-1841388,2026-03-09,2026-03-25,True,Budapest,,English: C1,,ABAP,"SAP MM, S/4HANA, Fiori applications",On-site,Full-time,5+ years,,,,,,,,,,,,
1841390,IT Configuration Specialist,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/it-configuration-specialist-1841390,2026-03-09,2026-03-25,True,,,English: B2,,,,Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1841031,SAP ABAP fejlesztő (logisztika),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-abap-fejleszto-logisztika-1841031,2026-03-09,2026-03-14,False,Debrecen,,English: B2,,ABAP (classic or OO),"SAP EWM, SAP WM, SAP LE, SAP TM, S/4 HANA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1841032,SAP Software Engineer,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-software-engineer-1841032,2026-03-09,2026-03-14,False,Debrecen,,English: B2,Bachelor,ABAP,"SAP S/4 HANA EWM, SAP S/4 HANA WM, SAP LE (Logistics Execution), SAP TM (Transportation Management), Kafka, Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1841033,SAP Szoftvermérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-szoftvermernok-1841033,2026-03-09,2026-03-14,False,,,English: C1,,,"SAP S/4HANA, EWM (Extended Warehouse Management), SAP ERP WM, SAP LE, SAP TM, Jira, Confluence, Kafka",,,2-3 years,,,,,,,,,,,,
1841092,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1841092,2026-03-09,2026-03-14,False,Debrecen,,English: B2,,ABAP,"SAP S/4HANA, EWM, WM, LE, TM, ABAP",On-site,Full-time,3-5 years,,,,,,,,,,,,
1841093,SAP Logistics Application Expert (EWM/WM/LE/TM),Pannonjob Kft.,https://www.cvonline.hu/hu/allas/sap-logistics-application-expert-ewm-wm-le-tm-1841093,2026-03-09,2026-03-14,False,Debrecen,,English: B2,Bachelor,ABAP,"SAP EWM, SAP WM, SAP LE, SAP TM, S/4HANA, Kafka, Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1841117,IT mérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/it-mernok-1841117,2026-03-09,2026-03-14,False,Miskolc,,"Magyar: Magas, Angol: Magas",Felsőfokú informatikai végzettség,,"Hálózati ismeretek (TCP/IP, LAN/WAN, VPN, tűzfalak), Operációs rendszerek (Windows Server), Virtualizáció (VMware), Cloud platformok (Azure, AWS), Szerverek és storage rendszerek (konfigurálás, karbantartás), IT biztonság (hozzáférés-kezelés, titkosítás, audit), Scripting és automatizálás (PowerShell)",On-site,Full-time,3-5 years,,,,,,,,,,,,
