job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Practical Experience,Other Requirements,Company,Position,Master,PhD,job_title,company_name,location,date_posted,base_salary,required_experience,education,language_skills,technical_skills,soft_skills,company_overview,contact_information,Vysokoškolské II. stupňa,base_salary_bruto,currency,salary_frequency,posting_date,job_description,requirements,application_instructions,salary_details,date_of_publication,required_education,required_skills,years_of_experience,company_characteristics,job_reference_id,date_of_investment,System,System Skills,Soft Skills,Experience,Job Position,.NET Programming Languages,AngularJS,job_position
5154086,Projektový špecialista pre digitálne riešenia,ALEX PETERSON s.r.o.,https://www.profesia.sk/praca/alex-peterson/O5154086?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2 100 EUR gross/month,,"Bachelor, Master",,,Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178359,Junior PLC programátor – Otvor dvere svojej kariére v oblasti automatizácie a technológie s našou pomocou! (p725),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5178359?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Banskobystrický kraj,1 600 EUR/mesiac - Finálna výška mzdy sa upravuje individuálne podľa tvojich skúseností a znalostí.,Anglický jazyk - Stredne pokročilý (B2),"Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",,"SIMATIC STEP 7, TIA Portal, WinCC",,plný úväzok,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178348,Software Developer with PHP,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5178348?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-03-25,True,,2 000 - 2 650 EUR/month,"English: Upper intermediate (B2), German: Intermediate",,"PHP, PHP storm and object-based programming",,Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178342,Senior Software Developer with PHP,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5178342?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-24,False,,3 100 EUR gross/month,"English: Upper intermediate (B2), German: Advantage",,"PHP, JavaScript, C+, Python","PHP storm, GitLab, MySQL/ MARIA DB, Docker, Selenium",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178329,Cyber Security Professional - Risk-Management Expert (Cyber Security Governance),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5178329?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-02-03,False,Bratislava,2 800 EUR gross/month,English: B2,"Master's degree in Cyber Security, Computer Science, Business Informatics or bacherlor's degree combined with additional professional experience",,,"Home office, telework",Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041284,IT admin O365 (100% remote),Offer experts s. r. o.,https://www.profesia.sk/praca/offer-experts/O5041284?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,,2 300 EUR gross/month,English: B2,"Bachelor, Master",,PowerShell,100% remote,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147921,Abap Developer (p753),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147921?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Žilina,2 500 EUR gross/month,English - Advanced (C1),"University education (Bachelor's degree), University education (Master's degree)","ABAP, SQL","SAP, Big Data management, Test automation, Data analytics, Hadoop, HIVE, In-memory databases",Home office possibilities,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147915,Senior Full Stack Developer (Java + React) - (p752),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147915?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Žilina,2 500 EUR gross/month,English: B2,"Bachelor, Master","Java, React.js","Docker, Postman, Git",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147909,SAP Consultant Data Migration Service (p751),"MAXIN’S Group, s.r.o. – Lídri v oblasti HR riešení na Slovensku",https://www.profesia.sk/praca/maxin-s-group-lidri-v-oblasti-hr-rieseni-na-slovensku/O5147909?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2 700 EUR gross/month,"English: C1, Any other European language: B2","Bachelor, Master","ABAP, SAP DDIC",SNP CrystalBridge®,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178250,Product Manager for Digital Solutions,"GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5178250?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Humenné,2 200 EUR gross/month,English - Upper intermediate (B2),"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178248,C# / .NET Software Developer for the heart attack analyzer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5178248?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-04,False,Bratislava,2100 EUR brutto/month,English: B2,Bachelor's degree in software related engineering or related discipline and/or an equivalent combination of education and technical experience.,"C#, .NET 8","Avalonia framework, Git, XAML",Hybrid type of work – combination of telework and work from office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178243,Data Analyst (Business Consultant) with German,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5178243?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,Bratislava,2400 EUR gross/month,"English: B2, German: B2",,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178209,OpenShift Administrator (m/f/d),Raiffeisen Informatik SK s.r.o.,https://www.profesia.sk/praca/raiffeisen-informatik-sk/O5178209?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-02-07,False,,2500 EUR gross/month,English: B2,,"Kubernetes, OpenShift, Linux","GitOps tools (e.g., ArgoCD), Monitoring solutions (e.g., Prometheus)",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137653,"SAP ERP Konzultant - rôzne moduly ( SD, WM/EWM, BW, PP, MM,PM)",teamative a. s.,https://www.profesia.sk/praca/teamative/O5137653?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2025-11-18,False,,3 500 EUR/mesiac,"Anglický jazyk - Stredne pokročilý (B2), Nemecký jazyk - Stredne pokročilý (B2)","Vysokoškolské I. stupňa, Vysokoškolské II. stupňa",ABAP - Základy,"SAP R/3 - Pokročilý, SAP S/4 HANA - Mierne pokročilý",Práca z domu,,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158846,Security Specialist,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5158846?search_id=b76bf7e9-2cee-4743-9705-d0598e35876d,2025-11-04,2026-01-26,False,Bratislava,2 700 EUR gross/month,"Slovakian - required, English: B2 - required",,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139104,Senior IT Analytik RestAPI,Pro HR,https://www.profesia.sk/praca/pro-hr/O5139104?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,3 400 EUR gross/month,English: B2,"Bachelor, Master",,"SQL, REST API, Web applications, Cloud",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139106,Data Engineer (Python),Pro HR,https://www.profesia.sk/praca/pro-hr/O5139106?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,2 500 EUR gross/month,English: C1,"Bachelor, Master","Python, SQL, Apache Spark",,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953388,Senior IT Analytik,Pro HR,https://www.profesia.sk/praca/pro-hr/O4953388?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-01-21,False,Bratislava,3 000 EUR gross/month,English: B2,"Bachelor, Master",,"UML - Unified Modeling Language, Business Process Model and Notation - BPMN, Enterprise Architect basics, draw.io basics, Rest API basics, MS Visio basics",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118423,Manuálny tester,Pro HR,https://www.profesia.sk/praca/pro-hr/O5118423?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Bratislava,2 500 EUR gross/month,English: B1,"High School with Diploma, Bachelor",,"XML, SQL, SoapUI, Rest API",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178171,SAP BW/4 Senior Consultant (m/f/d),"LEONI Wiring Systems Slovakia, spol. s r.o.",https://www.profesia.sk/praca/leoni-wiring-systems-slovakia/O5178171?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-18,False,Dubnica nad Váhom,3 000 EUR gross/month,English: B2,Master,,"SAP BW/4HANA, Eclipse, ABAP, SQL",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178146,Montážny technik výpočtovej techniky,Mestská časť Bratislava-Petržalka,https://www.profesia.sk/praca/mestska-cast-bratislava-petrzalka/O5178146?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-18,False,Petržalka,1 300 EUR gross/month,,High School with Diploma,,,,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178133,Product Owner,"UNIQA Group Service Center Slovakia, spol. s r.o.",https://www.profesia.sk/praca/uniqa-group-service-center-slovakia/O5178133?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,,2500 EUR/month,English: B2,"Bachelor, Master",,,Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161657,Service Alignment Strategist,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161657?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Košice,2 500 EUR gross/month,English: C1,"Bachelor, Master, PhD",,"ServiceNow Common Service Data Model (CSDM), CMDB, Workflows, Service mapping",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161656,Service Alignment Strategist,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161656?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Žilina,2 500 EUR brutto /month,English - Advanced (C1),"Bachelor's degree, Master's degree, Postgraduate (Doctorate)",,"ServiceNow Common Service Data Model (CSDM), CMDB, ServiceNow ITSM modules, Workflows, Service mapping",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161424,Software Developer for product VELOCITY,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161424?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Košice,1700 EUR gross/month,English: B2,Bachelor,C++,"Microsoft/Web technology stacks, Agile software development methodologies",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161418,HR/IT Business Analyst (Signature Authority domain),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161418?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161415,HR/IT Scrum Master (Workday HR),Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161415?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,,"ServiceNow, Azure DevOps",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161309,IT Service Manager for SiTax,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161309?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Košice,2000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161303,IT Service Manager for SiTax,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5161303?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-24,False,Žilina,2000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145767,Senior full-stack Developer with focus on Frontend + sign on bonus 2000 EUR,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5145767?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,,3 100 - 3 700 EUR/month,"English: B2, German: Advantage",,"React, Angular, Java, Spring Boot, Quarkus","Kubernetes, Docker, Microservices, Git, AWS, Azure, Google Cloud, DB, Grafana",Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145102,Solution Engineer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5145102?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-04,False,Bratislava,2800 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110038,Hybrid Cloud Adoption Manager,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5110038?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,Košice,,English: B2,"Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110036,Hybrid Cloud Adoption Manager,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5110036?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-25,True,Žilina,,English: B2,"Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065250,Monitoring špecialista,Scheidt & Bachmann Slovensko s.r.o.,https://www.profesia.sk/praca/scheidt-bachmann-slovensko/O5065250?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2026-03-14,False,Žilina,,,,"Python, PowerShell, Bash","Prometheus, PromQL, Grafana, Centreon, Zabbix, RabbitMQ, SFTP, Kubernetes",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069467,Business Analyst for Payment,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5069467?search_id=57490f81-b78d-4c67-b8a0-a65f052e8799,2025-11-04,2025-11-17,False,Košice,1 550 EUR gross/month,"English: C1, German: B2",,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128588,Solution Architect / Business Consultant,"DGT factory, a. s.",https://www.profesia.sk/praca/dgt-factory/O5128588?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-24,False,Bratislava,5 000 EUR/mesiac,English: C1,"Bachelor, Master",,"Microsoft Office - Expert, Jira - Expert, Confluence - Expert, Agilné metodiky - Expert, Spring - Expert, UML - Unified Modeling Language - Expert, Enterprise Architect - Expert, Oracle - Expert, Rest API - Expert, Amazon Web Services (AWS) - Expert, Apache Kafka - Expert, Swagger API - Expert, Camunda BPM - Expert, GIT - Expert",On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160464,Technical Leader - Robotics Solution Engineer,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5160464?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,1 700 EUR/month based on seniority and experience,"English: C1, Slovak: C2",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178053,"PHP Developer (Symfony, React)","GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5178053?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-18,False,Košice,2 000 EUR gross/month,,"Bachelor, Master","PHP, JavaScript, HTML, CSS, SQL, Git","Symfony framework, API Platform, React",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178004,IT Actuarial Business Analyst,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5178004?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3 700 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177957,IT & Výroba – Unikátna príležitosť pre technicky zdatných! | Mzda: 1 600 € priplatky + 13. plat | Priamy nástup do kmeňového stavu,WHC Slovakia s.r.o.,https://www.profesia.sk/praca/whc-slovakia/O5177957?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-18,False,Skalica,,"English: B2, Slovak: B2","Bachelor, Master",,Microsoft Office - Intermediate level,,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177888,Senior Solution Architect,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5177888?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3 000 EUR gross/month,,Bachelor,,"Archimate, UML",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030590,Labs and Manufacturing IT Engineer,Unomedical s.r.o.,https://www.profesia.sk/praca/unomedical/O5030590?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Michalovce,2 400 EUR gross/month,"English: C1, Slovak: C1",Bachelor's degree,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177866,German-Speaking IT Experts for Specialized Data & Project Roles,PwC,https://www.profesia.sk/praca/pwc/O5177866?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,Bratislava,2 500 EUR gross/month,German: C1,,,"Selenium, Azure DevOps, SOAPUI, Jira, Collibra, Informatica, Databricks, Snowflake, BigQuery, AWS, Microsoft Azure",Hybrid,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177862,German-Speaking SAP & IT Specialists,PwC,https://www.profesia.sk/praca/pwc/O5177862?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,Bratislava,2 400 EUR gross/month,"German: C1, English: B2",,"ABAP, SAP Fiori, SAP Business Technology Platform (BTP)","Selenium, SAP Solution Manager, Jira, Micro Focus ALM",Hybrid,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883080,"AI Specialist - Gen AI, LLM & RAG (m/f)",PwC,https://www.profesia.sk/praca/pwc/O4883080?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2026-03-25,True,"Bratislava, Slovakia",2 000 EUR gross/month,English: B2,,Python,Langfuse,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160936,Senior Quality/Test Analyst,"MetLife Europe d.a.c., pobočka poisťovne z iného členského štátu",https://www.profesia.sk/praca/metlife-europe-d-a-c-pobocka-poistovne-z-ineho-clenskeho-statu/O5160936?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,2 200 EUR gross/month,"English: B2, Slovak: C1","Bachelor's degree in Computer Science, Information Technology, Business or a related field",,"JIRA, TestRail, HP ALM, SQL, Integration testing tools (e.g., SoapUI, Postman, REST Assured, Bruno), Selenium, Cypress, Playwright",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177806,Senior Software Test Engineer,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5177806?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-12-17,False,Košice,3 600 EUR gross/month,English - Upper intermediate (B2),"Bachelor's degree, Master's degree, Postgraduate (Doctorate)",,"Python, Appium, Azure DevOps, XCode, Android Studio, AWS",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177775,Chief Delivery Officer,"MenkynaPartners Management Consulting, s.r.o.",https://www.profesia.sk/praca/menkynapartners-management-consulting/O5177775?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,5 000 EUR gross/month,English: C1,"Bachelor, Master",,,,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177765,"Senior IT Governance, Risk & Compliance Specialist",Pro HR,https://www.profesia.sk/praca/pro-hr/O5177765?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3 500 EUR/month,English: Upper intermediate (B2) or Slovak: Advanced (C1),"Bachelor's degree, Master's degree",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177742,"Ruby on Rails Developer - remote (TPP, kontrakt)",Pro HR,https://www.profesia.sk/praca/pro-hr/O5177742?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,,3 100 EUR/month,English - Upper intermediate (B2),"University education (Bachelor's degree), University education (Master's degree)","Ruby on Rails - Advanced, Python - Advanced, PostgreSQL, GoLang, Redis, Backend API VueJS","Git, Linux",Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177739,Java 17/21 Developer /graduate,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177739?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,2 400 EUR gross/month,English: B2,"Bachelor, Master","Java, Spring Boot, JavaScript, Typescript","Docker, Web services REST, SQL, MongoDB, Open Source tools, frameworks and libraries, Enterprise application integration, Cloud, Web services",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177736,FullStack Engineer (Angular/Node.js),Pro HR,https://www.profesia.sk/praca/pro-hr/O5177736?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3 300 EUR gross/month,English: B2,"Bachelor, Master","JavaScript, HTML, CSS","Angular.js, Node.js, MongoDB, Bootstrap",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177731,Support Technical Admin / Nitra,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177731?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Nitra,2 100 EUR gross/month,English: B2,Bachelor,,"Microsoft Windows - Základy, Windows 7, Windows 10, Server, iOS, Android, Windows Server",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177727,Projektový Manažér SW delivery,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177727?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Žilina,3 500 EUR/mesiac,English: B2,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177726,Python AI Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177726?search_id=9be65f8c-281f-4a27-a8d2-dbdc599265ad,2025-11-04,2025-11-04,False,Bratislava,3 000 EUR/month,English: B2,"Bachelor's degree, Master's degree",Python - Advanced,"FastAPI, Pandas, NumPy, LangChain, LangGraph, LlamaIndex, CrewAI, Autogen, Taskweave, Azure Functions",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177724,"Product Manager / Product Owner (Žilina, Bratislava)",Pro HR,https://www.profesia.sk/praca/pro-hr/O5177724?search_id=ca49b682-7be8-4ba3-a0d5-3a612894debf,2025-11-04,2025-11-04,False,,3 000 EUR/mesiac,English: B2,Bachelor,,"JIRA, Redmine, Enterprise content management",Práca z domu,plný úväzok,3-5 rokov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177720,Security Analyst/ IT Auditor,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177720?search_id=ca49b682-7be8-4ba3-a0d5-3a612894debf,2025-11-04,2025-11-04,False,Bratislava,3 000 EUR gross/month,English: B1,"Bachelor, Master",,,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177718,IT Architekt,Pro HR,https://www.profesia.sk/praca/pro-hr/O5177718?search_id=ca49b682-7be8-4ba3-a0d5-3a612894debf,2025-11-04,2025-11-04,False,Bratislava,4 000 EUR gross/month,English: B2,"Bachelor, Master",,"MS Visio, EA/UML",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
