job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Master,PhD
2843934,(Senior) Research Engineer (f/m/d) - Foundation and World Models on Structured Data,SAP SE,https://www.profession.hu/allas/senior-research-engineer-f-m-d-foundation-and-world-models-on-structured-data-sap-se-2843934?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Germany,,English: B2,Master's degree,Python,"ACCESS, SAP",Hybrid,Full-time,5+ years,,
2843923,Backend Engineer - Engagement,N26 GmbH,https://www.profession.hu/allas/backend-engineer-engagement-n-gmbh-2843923?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Berlin or Barcelona,,English: B2,Bachelor,"Java, Kotlin","Spring Boot, AWS",Hybrid,Full-time,1-3 years,,
2843920,Principal Researcher (f/m/d) - Foundation and World Models on Structured Business Data,SAP SE,https://www.profession.hu/allas/principal-researcher-f-m-d-foundation-and-world-models-on-structured-business-data-sap-se-2843920?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,,,English: B2,PhD,Python,"SAP NETWORK, ERP @SAP., MACHINE LEARNING",Hybrid,Full-time,3-5 years,,
2843817,System Engineer (m/w/d),Randstad Deutschland GmbH & Co. KG,https://www.profession.hu/allas/system-engineer-m-w-d-randstad-deutschland-gmbh-co-kg-2843817?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,Germany,,"German: Native, English: Fluent",Master / Diplom-Studiengang,Python,"NETWORK, MS OFFICE, TESTING, GIT, JIRA, CONFLUENCE",Full-time,Full-time,3-5 years,,
2843775,Software Engineer (m/f/d) AIRBUS,"Orizon GmbH, Unit Aviation",https://www.profession.hu/allas/software-engineer-m-f-d-airbus-orizon-gmbh-unit-aviation-2843775?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-18,False,Manching,,English: Upper Intermediate,Bachelor,"C++, QML, Java","Qt Framework, CMake, MS Office",On-site,Full-time,1-3 years,,
2843745,Softwareentwickler (m/w/d),Randstad Deutschland GmbH & Co. KG,https://www.profession.hu/allas/softwareentwickler-m-w-d-randstad-deutschland-gmbh-co-kg-2843745?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-04,False,Germany,,"English: Fluent, German: Fluent",Bachelor,"C, C++, Python, MATLAB","CPPUnit framework, DO-178B/C, MISRA-C, Xilinx ARM cortex SoC, QT, Python, MATLAB/Simulink, Lauterbach Embedded Trace and debugger, Atlassian toolchain",On-site,Full-time,5+ years,,
2843655,Senior Presales Consultant for HPC (High Performance Computing) & AI platforms (f/m/d),Fsas Technologies GmbH,https://www.profession.hu/allas/senior-presales-consultant-for-hpc-high-performance-computing-ai-platforms-f-m-d-fsas-technologies-gmbh-2843655?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,3-5 years,,
2843645,Security Architect (m/w/x) - befristet für 2 Jahre,ZEISS,https://www.profession.hu/allas/security-architect-m-w-x-befristet-fur-jahre-zeiss-2843645?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Germany,,"English: Upper Intermediate, German: Upper Intermediate",Bachelor,,SECURITY INCIDENT MANAGEMENT,On-site,Full-time,1-3 years,,
2843615,PLC Development and Support Engineer (f/m/d),European XFEL GmbH,https://www.profession.hu/allas/plc-development-and-support-engineer-f-m-d-european-xfel-gmbh-2843615?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Hamburg,,English: B2,Bachelor,"IEC 61131-3, Python, C#","TwinCAT3, TwinSAFE, Git, Redmine, SCADA/HMI, NC PTP Beckhoff libraries",Hybrid,Full-time,1-3 years,,
2843608,Internship in Next-Generation System Interaction with Eye-Tracking (f/m/x),ZEISS,https://www.profession.hu/allas/internship-in-next-generation-system-interaction-with-eye-tracking-f-m-x-zeiss-2843608?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: B2,"Bachelor, Master",,HARDWARE,Hybrid,Short-term,1-3 years,,
2843603,Full-Stack Developer Affiliate (m/w/d),Ströer Content Group Product & Tech GmbH,https://www.profession.hu/allas/full-stack-developer-affiliate-m-w-d-stroer-content-group-product-tech-gmbh-2843603?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Berlin,,English: B2,High School with Diploma,"Python, JavaScript/TypeScript","AWS, Astro, React, Django",On-site with home office,Full-time,1-3 years,,
2843587,Senior Networking Consultant for HPC (High Performance Computing) & AI platforms (f/m/d),Fsas Technologies GmbH,https://www.profession.hu/allas/senior-networking-consultant-for-hpc-high-performance-computing-ai-platforms-f-m-d-fsas-technologies-gmbh-2843587?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"German: C1, English: B2",High School with Diploma,,HARDWARE NETWORK CISCO CLOUD,Hybrid,Full-time,1-3 years,,
2843582,Global Identity & Access Management Consultant,HDI Global,https://www.profession.hu/allas/global-identity-access-management-consultant-hdi-global-2843582?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,"English: C1, German: C1","University degree in computer science, business informatics, or a comparable qualification",,"ACCESS, CLOUD, ISO",Remote,Full-time,1-3 years,,
2843577,Senior Presales Storage Consultant for HPC (High Performance Computing) & AI platforms (f/m/d),Fsas Technologies GmbH,https://www.profession.hu/allas/senior-presales-storage-consultant-for-hpc-high-performance-computing-ai-platforms-f-m-d-fsas-technologies-gmbh-2843577?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,1-3 years,,
2843574,Embedded Software-Entwickler (m/w/x) befristet auf 24 Monate,ZEISS,https://www.profession.hu/allas/embedded-software-entwickler-m-w-x-befristet-auf-monate-zeiss-2843574?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"English: Business Fluent, German: Business Fluent","University degree in software engineering, computer science, electrical engineering, or a comparable field","C, Python","GitHub, Azure DevOps, Jira, Axivion, Zephyr",On-site,Full-time,1-3 years,,
2843559,System Transformation Manager (IT Project Management) f/m/d,The Stepstone Group GmbH,https://www.profession.hu/allas/system-transformation-manager-it-project-management-f-m-d-the-stepstone-group-gmbh-2843559?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,,,English: B2,Master,,"Scrum, Kanban, SAFe, Atlassian Suite",Hybrid,Full-time,1-3 years,,
2842259,Senior Data Solution Engineer,LGT Capital Partners AG,https://www.profession.hu/allas/senior-data-solution-engineer-lgt-capital-partners-ag-2842259?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-10,False,Pfäffikon,,English: B2,High School with Diploma,"Python, SQL",SECURITY ANALYTICS DEVOPS CLOUD AGILE TESTING AZURE POWER BI SCRUM,Hybrid,Full-time,1-3 years,,
2842258,Business Analyst IT,CAISSE DES MEDECINS,https://www.profession.hu/allas/business-analyst-it-caisse-des-medecins-2842258?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Thônex,,"English: B1-B2, French: A2-C2, German: A2-C2",Master,,"JIRA, TESTING, AGILE, CONFLUENCE",On-site,Full-time,3-5 years,,
2842246,Product Owner 80 - 100%,Neho,https://www.profession.hu/allas/product-owner-neho-2842246?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-04,False,,,English: B2,High School with Diploma,,"CRM, EXCEL",Hybrid,Full-time,1-3 years,,
2842242,E-Invoice Project Manager 100%,IQ Plus AG,https://www.profession.hu/allas/e-invoice-project-manager-iq-plus-ag-2842242?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Switzerland,,,,,"SAP, Coupa",On-site with home office,Short-term,5+ years,,
2842231,Senior Data Solution Engineer,LGT Capital Partners AG,https://www.profession.hu/allas/senior-data-solution-engineer-lgt-capital-partners-ag-2842231?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-10,False,Pfäffikon,,English: Native,High School with Diploma,"SQL, Python","Snowflake, dbt, Power BI, Azure Data Factory, Azure DevOps",Hybrid,Full-time,3-5 years,,
2842228,Business Analyst IT,CAISSE DES MEDECINS,https://www.profession.hu/allas/business-analyst-it-caisse-des-medecins-2842228?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Thônex,,"English: B1-B2, French: A2-C1, German: A2-C1",Master,,"Confluence, JIRA",On-site,Full-time,3-5 years,,
2842215,DSP Engineer,Mettler Toledo,https://www.profession.hu/allas/dsp-engineer-mettler-toledo-2842215?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-18,False,Nänikon-Greifensee,,English: B2,Master's or PhD degree,"MATLAB, Simulink",MATLAB/Simulink,Hybrid,Full-time,1-3 years,,
2842207,Product Owner 80 - 100%,Neho,https://www.profession.hu/allas/product-owner-neho-2842207?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-04,False,,,English: B2,High School with Diploma,,"CRM, EXCEL",Hybrid,Full-time,1-3 years,,
2842203,E-Invoice Project Manager 100%,IQ Plus AG,https://www.profession.hu/allas/e-invoice-project-manager-iq-plus-ag-2842203?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Switzerland,,,High School with Diploma,,"SAP, Coupa, Azure, AWS",On-site,Short-term,5+ years,,
2842084,"Principal Software Engineer (Python, AI)",Diligent Governance Hungary Kft.,https://www.profession.hu/allas/principal-software-engineer-python-ai-diligent-governance-hungary-kft-2842084?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,High School with Diploma,"NODE.JS, PYTHON","SECURITY, AWS",Hybrid,Full-time,>5 years,,
2828347,HRIS Specialist – Talent & Learning Technology,KOSTAL Global Business Services Center Kft.,https://www.profession.hu/allas/hris-specialist-talent-learning-technology-kostal-global-business-services-center-kft-2828347?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,,,English: C1,High School with Diploma,,"Cornerstone, SAP SuccessFactors, Workday",Home-Office,Full-time,3-5 years,,
2842078,Staff Software Engineer,Diligent Governance Hungary Kft.,https://www.profession.hu/allas/staff-software-engineer-diligent-governance-hungary-kft-2842078?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,High School with Diploma,"Node.js, TypeScript","AWS, SQL, NoSQL, AGILE, SECURITY, DEVOPS, .C., ACCESS, CLOUD, NODE.JS, DATABASES, REACT, PYTHON",Hybrid,Full-time,5-10 years,,
2828345,IT PLM Master Data Trainee,KOSTAL Global Business Services Center Kft.,https://www.profession.hu/allas/it-plm-master-data-trainee-kostal-global-business-services-center-kft-2828345?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,,,English: B2,High School with Diploma,,"SAP, MS OFFICE, EXCEL, OUTLOOK, O365",Home-Office,Short-term,0-1 years,,
2835887,IT Trainee – Ticket Quality Monitoring,KOSTAL Global Business Services Center Kft.,https://www.profession.hu/allas/it-trainee-ticket-quality-monitoring-kostal-global-business-services-center-kft-2835887?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Budapest,,English: B2,Ongoing university studies,,,Hybrid,Short-term,0-1 years,,
2830286,Test Automation Engineer E-Mobility,KOSTAL Global Business Services Center Kft.,https://www.profession.hu/allas/test-automation-engineer-e-mobility-kostal-global-business-services-center-kft-2830286?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-04,False,Budapest,,English: B2,Master,"JavaScript, TypeScript","SELENIUM, ISTQB, SQL, JAVASCRIPT, CYPRESS, TROUBLESHOOTING, TEST AUTOMATION, AGILE TEST MANAGEMENT, SCRUM, KANBAN",Hybrid,Full-time,5+ years,,
2842049,iREMS Product Owner,iREMS Hungary Kft.,https://www.profession.hu/allas/irems-product-owner-irems-hungary-kft-2842049?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Bachelor,,"AGILE, MICROSOFT OFFICE, PROJECT MANAGEMENT",Remote,Full-time,1-3 years,,
2835888,Senior IT PLM Engineer,KOSTAL Global Business Services Center Kft.,https://www.profession.hu/allas/senior-it-plm-engineer-kostal-global-business-services-center-kft-2835888?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-18,False,Budapest,,English: B2,High School with Diploma,Python,"R DATABASE, UAT TESTING, PLM systems (such as CIM Database), Incident handling for PLM",Hybrid,Full-time,3-5 years,,
2828366,Wissenschaftliche*n Mitarbeiter*in (w/m/d) im Bereich Data Science,Budapesti Németnyelvű Távtanulási Központ Alapítvány,https://www.profession.hu/allas/wissenschaftliche-n-mitarbeiter-in-w-m-d-im-bereich-data-science-budapesti-nemetnyelvu-tavtanulasi-kozpont-alapitvany-2828366?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-07,False,,,"English: B2, German: B2",Master,"Python, Java",,Hybrid,Short-term,0-1 years,,
2842010,Senior Consultant Business (f/m/d) Data Strategy & Advisory - Data Architect,SAP SE,https://www.profession.hu/allas/senior-consultant-business-f-m-d-data-strategy-advisory-data-architect-sap-se-2842010?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,,,"German: C1, English: B2",High School with Diploma,,"SAP Datasphere, SAP Analytics Cloud, SAP BW",Hybrid,Full-time,5+ years,,
2842005,"Solution Consultant – Supply Chain Applications/SAP eWM, WM (m/f/d)",Henkell & Co. Sektkellerei KG,https://www.profession.hu/allas/solution-consultant-supply-chain-applications-sap-ewm-wm-m-f-d-henkell-co-sektkellerei-kg-2842005?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Wiesbaden,,"English: C1, German: C1",Bachelor,,"SAP EWM, SAP ERP, SAP MM, SAP SD, SAP TM",Hybrid,Full-time,3-5 years,,
2842004,Solution Consultant – Data & Process Integration Services/SAP BW (m/f/d),Henkell & Co. Sektkellerei KG,https://www.profession.hu/allas/solution-consultant-data-process-integration-services-sap-bw-m-f-d-henkell-co-sektkellerei-kg-2842004?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Barcelona,,English: B2,Bachelor,ABAP,"SAP BI, ANALYTICS",Hybrid,Full-time,3-5 years,,
2842001,Scrum Master (m/f/d),Utimaco GmbH,https://www.profession.hu/allas/scrum-master-m-f-d-utimaco-gmbh-2842001?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,English: B2,Bachelor,,"JIRA, CONFLUENCE",On-site,Full-time,1-3 years,,
2841999,Business Processes Consultant (f/m/d) for SAP Enterprise Asset Management in CoE EMEA,SAP SE,https://www.profession.hu/allas/business-processes-consultant-f-m-d-for-sap-enterprise-asset-management-in-coe-emea-sap-se-2841999?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,,,English: B2,High School with Diploma,ABAP,"SAP CLOUD, SAP ABAP",Hybrid,Full-time,1-3 years,,
2841996,Master Data Project Manager (f/m/x),ZEISS,https://www.profession.hu/allas/master-data-project-manager-f-m-x-zeiss-2841996?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Germany,,"English: B2, German: B2",High School with Diploma,,"SAP R/3, S/4HANA, ERP, CRM, AGILE PROJECT MANAGEMENT",On-site,Full-time,5+ years,,
2841994,Solution Advisor Expert (f/m/d) Customer Experience,SAP SE,https://www.profession.hu/allas/solution-advisor-expert-f-m-d-customer-experience-sap-se-2841994?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-10,False,,,"English: B2, German: Native",Bachelor,,,Hybrid,Full-time,3-5 years,,
2841992,Business Process Consultant SAP (f/m/x),ZEISS,https://www.profession.hu/allas/business-process-consultant-sap-f-m-x-zeiss-2841992?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Germany,,"English: B2, German: B2",Bachelor,,"SAP R/3, SAP S/4HANA",On-site,Full-time,4-6 years,,
2841987,Senior Solution Consultant / Content & Experience Management,Adobe Systems Europe Limited,https://www.profession.hu/allas/senior-solution-consultant-content-experience-management-adobe-systems-europe-limited-2841987?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"English: B2, German: B2",High School with Diploma,"HTML5, CSS, JavaScript","ADOBE CLOUD, DNS",On-site,Full-time,3-5 years,,
2841981,SAP S/4HANA RAR Consultant (m/f/d) – FSCM,Vaillant GmbH,https://www.profession.hu/allas/sap-s-hana-rar-consultant-m-f-d-fscm-vaillant-gmbh-2841981?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Remscheid,,English: B2,Bachelor,,"SAP ENTERPRISE ARCHITECT, AGILE PROJECT MANAGEMENT, EXCEL",Hybrid,Full-time,3-5 years,,
2841979,(Senior) Technical Consultant (m/w/d),SoftProject GmbH,https://www.profession.hu/allas/senior-technical-consultant-m-w-d-softproject-gmbh-2841979?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Ettlingen,,English: B2,Bachelor,"Java, Python, PHP","JIRA, Confluence, Bitbucket, Microsoft Office",On-site,Full-time,3-5 years,,
2841974,Senior Expert (m/f/d) Artificial Intelligence (AI),Diehl Defence GmbH & Co. KG,https://www.profession.hu/allas/senior-expert-m-f-d-artificial-intelligence-ai-diehl-defence-gmbh-co-kg-2841974?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-17,False,Germany,,"English: B2, German: B2",PhD,,,On-site,Full-time,5+ years,,
2841949,Senior Product Manager - Payments Rails,N26 GmbH,https://www.profession.hu/allas/senior-product-manager-payments-rails-n-gmbh-2841949?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,English: B2,Master,,"SWIFT, BACKEND, AGILE, ACCESS",On-site,Full-time,5+ years,,
2841943,Engineer / PLC Programmer (m/f/d) - OT Network Architecture & Cyber Security,JAUSS HR-Consulting GmbH & Co. KG,https://www.profession.hu/allas/engineer-plc-programmer-m-f-d-ot-network-architecture-cyber-security-jauss-hr-consulting-gmbh-co-kg-2841943?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,,,"English: C1, German: B2",Bachelor,"PLC, NETWORK SECURITY, SCADA, TIA PORTAL","PLC, TIA PORTAL, ROCKWELL STUDIO 5000",Hybrid,Full-time,1-3 years,,
2841913,Global Business Process Manager – Finance & Controlling (m/f/d),Dynapac GmbH,https://www.profession.hu/allas/global-business-process-manager-finance-controlling-m-f-d-dynapac-gmbh-2841913?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: B2,High School with Diploma,,"SAP ERP, SAP S/4HANA",Hybrid,Full-time,1-3 years,,
2841826,(Associate) Director Process Consulting (m/f/d),QIAGEN GmbH,https://www.profession.hu/allas/associate-director-process-consulting-m-f-d-qiagen-gmbh-2841826?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,English: B2,,,,Hybrid,Full-time,3-5 years,,
2841818,Mobile Developer Digital Health (m/w/d),MEDIAN Unternehmensgruppe B.V. & Co. KG,https://www.profession.hu/allas/mobile-developer-digital-health-m-w-d-median-unternehmensgruppe-b-v-co-kg-2841818?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,English: B2,"High School with Diploma, Bachelor, Master","IOS, ANDROID, TESTING, REACT, ACCESS, REST, DEVOPS, BACKEND, FRONTEND","Firebase, Fastlane, Docker, Kubernetes, GitHub",On-site,Full-time,1-3 years,,
2841772,Head of IT Delivery (m/f/x),Allane SE,https://www.profession.hu/allas/head-of-it-delivery-m-f-x-allane-se-2841772?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Munich,,"English: C1, German: C1",Bachelor,,"AGILE, EXCEL",Hybrid,Full-time,5+ years,,
2841348,Embedded Software Engineer,mylife Diabetes Care AG,https://www.profession.hu/allas/embedded-software-engineer-mylife-diabetes-care-ag-2841348?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Burgdorf,,,High School with Diploma,"C, C++, Python",Git,Hybrid,Full-time,1-3 years,,
2841063,Full-Stack Engineer,SnapSoft Informatikai és Szolgáltató Kft.,https://www.profession.hu/allas/full-stack-engineer-snapsoft-informatikai-es-szolgaltato-kft-2841063?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,High School with Diploma,"Java, Angular, React, Node.js","Git, SQL, Docker, AWS, Terraform, OpenTofu, Agile",On-site with home office,Full-time,1-3 years,,
2822950,Junior JavaScript fejlesztő,FIT Solutions Kft.,https://www.profession.hu/allas/junior-javascript-fejleszto-fit-solutions-kft-szeged-2822950?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,False,Szeged,,"English: B2, Hungarian: B2",High School with Diploma,"PHP, JavaScript, Git, REST, MVC, Laravel, Docker, Vue.js, jQuery, Angular, PostgreSQL, Node.js, MongoDB",Linux,Hybrid,Full-time,,,
2823015,Junior PHP fejlesztő,FIT Solutions Kft.,https://www.profession.hu/allas/junior-php-fejleszto-fit-solutions-kft-szeged-2823015?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-07,False,Szeged,,"English: B2, Hungarian: B2",High School with Diploma,"PHP, SQL, JavaScript (Vue.js, ES6), Node.js","Git, Linux, MVC, Laravel, Docker, PostgreSQL, API, REST, MongoDB",Hybrid,Full-time,,,
2841055,"Staff Software Engineer/Tech Lead (Node Js, AWS)",Diligent Governance Hungary Kft.,https://www.profession.hu/allas/staff-software-engineer-tech-lead-node-js-aws-diligent-governance-hungary-kft-2841055?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,"Bachelor, Master","JavaScript, TypeScript","AWS, Azure, React, Node.js, Agile",Hybrid,Full-time,5-10 years,,
2841019,C++ Softwareentwickler / C++ Development Engineer,Utimaco GmbH,https://www.profession.hu/allas/c-softwareentwickler-c-development-engineer-utimaco-gmbh-2841019?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Germany,,English: B2,Bachelor,"C++, Python","Git, PostgreSQL, Agile Testing, Bash",Hybrid,Full-time,1-3 years,,
2841017,Lead Developer Engineer - Application Platform (m/f/d),AP Sensing GmbH,https://www.profession.hu/allas/lead-developer-engineer-application-platform-m-f-d-ap-sensing-gmbh-2841017?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Böblingen bei Stuttgart,,"English: C1, German: C1","Degree in computer science, software engineering or similar","C#, .NET","Angular, Cloud Security, C API, K8s, NATS/MQTT/Kafka",Hybrid,Full-time,5+ years,,
2839984,Systems Engineer,trivago N.V.,https://www.profession.hu/allas/systems-engineer-trivago-n-v-2839984?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: B2,Bachelor,,"Linux, UNIX, Google Cloud",Remote,Full-time,5+ years,,
2840976,Postdoc (f/m/d),Karlsruher Institut für Technologie (KIT) Campus Nord,https://www.profession.hu/allas/postdoc-f-m-d-karlsruher-institut-fur-technologie-kit-campus-nord-2840976?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,Karlsruhe,,English: B2,PhD,,,Hybrid,Short-term,5+ years,,
2840965,Working Student Web Crawling & Data Automation Engineer (m/f/d),Experteer GmbH,https://www.profession.hu/allas/working-student-web-crawling-data-automation-engineer-m-f-d-experteer-gmbh-2840965?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Munich,,English: B2,Bachelor,"Ruby, JavaScript",API,Hybrid,Short-term,1-3 years,False,
2840963,MS Dynamics BC / NAV– Technical Consultant (job for all genders),Metabowerke GmbH,https://www.profession.hu/allas/ms-dynamics-bc-nav-technical-consultant-job-for-all-genders-metabowerke-gmbh-2840963?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,"English: B2, German: B2",Bachelor,"AL, C/AL","DYNAMICS ERP, CLOUD DEVOPS, AZURE, TEST AUTOMATION",Hybrid,Full-time,7+ years,,
2840959,SAP Planning & Analytics Solution Advisor Specialist (f/m/d),SAP SE,https://www.profession.hu/allas/sap-planning-analytics-solution-advisor-specialist-f-m-d-sap-se-2840959?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"German: Native/Bilingual, English: Business",Bachelor,,,Hybrid (0 - 30% travel),Full-time,1-3 years,,
2840958,System Engineer Tracker (all genders),FREQUENTIS COMSOFT GmbH,https://www.profession.hu/allas/system-engineer-tracker-all-genders-frequentis-comsoft-gmbh-2840958?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Karlsruhe,,English: B2,Bachelor,"Python, C/C++, Java","Linux, Bash, Ansible, Virtualization",Hybrid,Full-time,1-3 years,,
2840956,Working Student Data Analyst (m/f/d),Experteer GmbH,https://www.profession.hu/allas/working-student-data-analyst-m-f-d-experteer-gmbh-2840956?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Munich,,"English: B2, German: B2, Dutch: B2, French: B2, Italian: B2, Spanish: B2",Bachelor,,"DATA MANAGEMENT, MACHINE LEARNING",Hybrid,Short-term,1-3 years,,
2840955,Business Intelligence & Reporting Specialist (m/f/d) in Renewable Energies,ENCAVIS Management GmbH & Co. KG,https://www.profession.hu/allas/business-intelligence-reporting-specialist-m-f-d-in-renewable-energies-encavis-management-gmbh-co-kg-2840955?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,,,English: B2,High School with Diploma,,"Power BI, DAX, Power Query, Excel",Hybrid,Full-time,1-3 years,,
2840953,Sr. Lead Customer Partner (Sales) Financial Services & Insurance (m/w/d),Kyndryl,https://www.profession.hu/allas/sr-lead-customer-partner-sales-financial-services-insurance-m-w-d-kyndryl-2840953?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Germany,,"English: C1, German: B2",Bachelor,,"CRM tools, Microsoft 365",On-site with home office,Full-time,5-10 years,,
2840946,Senior Product Manager - Runtime Platform,N26 GmbH,https://www.profession.hu/allas/senior-product-manager-runtime-platform-n-gmbh-2840946?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Germany,,English: B2,High School with Diploma,,"ANALYTICS, CLOUD, WINDOWS, ACCESS, REST, AGILE",On-site,Full-time,1-3 years,,
2840934,Unit Head - System Development of Service Solutions (f/m/d),MAN Truck & Bus Group,https://www.profession.hu/allas/unit-head-system-development-of-service-solutions-f-m-d-man-truck-bus-group-2840934?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,,,English: B2,,,,Home-Office,Full-time,3-5 years,,
