job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,"Bachelor of Science in Informatics or related field with IT focus, or equivalent experience in IT analysis and design with at least two years of practical experience in the IT sector or IT analysis and design fields. Maturita with 2-year experience in IT analysis is also acceptable but not preferred over a Bachelor's degree.",Bachelor,Master,PhD,"Bachelor of Science in Information Technology or similar field with focus on IT technologies, practical experience in managing and maintaining information, security and communication technologies in an industrial environment (software and hardware), good knowledge of MS Windows - installation, configuration, management, good knowledge of MS Office, knowledge in the area of LAN, WLAN, communicative knowledge of German or English language, knowledge of legislation in the field of GDPR is an advantage, independent, responsible, thorough and committed type of person.",Bachelor of Science in IT or related field (preferred but not required for internship/stage position) or equivalent combination of education and experience in IT field. Students graduating soon are encouraged to apply as well.,"University education (Bachelor's degree) or higher is preferred but not required for this role as per the job description mentioning 'suitable' candidates having secondary education only, so it's marked as null if no higher education is explicitly mentioned: null","Bachelor or Higher (preferred, but not required for junior position) in technical, automation or electrical engineering fields. Students are welcome to apply too.","Bachelor of Science in Electrical Engineering, IT, Technical / Economics/Marketing","Bachelor or Higher (I. Stupňa, II. Stupňa, III. Stupňa) in Electrotechnické, IT, technical/Economics/marketing fields preferred but not required for consideration of the position as Business Analyst at SmartFish s.r.o., Košice, Slovakia with expected salary of 2500 EUR gross/month and possibility of occasional home office work. The position offers full-time employment or freelance basis with immediate start date and final salary depending on individual skills and seniority level. The role involves data analysis and transformation into clear recommendations for sales, marketing, and customer support, evaluation of existing business systems, identification of weaknesses and improvement proposals, exploration and proposal of new trade methods and channels including onboarding processes, documentation of business processes, system architecture and data standards, proposal and implementation of digital transformation solutions, preparation of analyses, benchmark studies and market research for development and strategy areas, participation in projects with social impact and facilitation of workshops or training. The ideal candidate should have advanced knowledge of CRM (Customer Relationship Management), intermediate to advanced knowledge of Commercial Analytics, intermediate knowledge of Digital Marketing and Business Process Optimization, and at least 3 years of experience in the field with strong analytical thinking skills and business analysis experience preferred. The company offers work with innovative technological tools that change businesses for better, collaboration on projects with positive impact on Slovakia, shared bonus system (pool), flexible working hours, music rehearsal room (in preparation) and expected end date of selection process on 13.2.2026. The position is open to applicants with intermediate advanced English language skills (B2 level). The company SmartFish s.r.o. focuses on supporting projects with positive social impact, especially in education, creative industries, culture, sports, digitalization and employment support. It provides consulting services, connects entrepreneurs with potential partners and offers financing for sustainable business initiatives. Among its services are Networking Hub for connecting with future partners, advisory services for optimization and growth of businesses and provision of micro-loans for start-ups and small businesses. The company also specializes in implementation, administration and optimization of CRM solutions with focus on Salesforce and Raynet platforms, offering comprehensive services from needs analysis to user training to help companies effectively manage customer relationships and automate business processes. The contact person is Valér Dunda, reachable at poslat@zivotopis.sk. Please apply by sending your CV or share the job offer on social media.",Bachelor of Science in Technical/Electrotechnics/Automatization/Informatics (I. or II. degree level required)),University student,University education (not specified),"Bachelor of Science in Technical Studies - Electrotechnics, Automation, Informatics or similar field of study (I. and II. degree) or equivalent professional experience and skills in the relevant field of study for the position offered.","Bachelor of Science in Technical/Electrotechnics/Automation/Informatics or equivalent degree program (I. and II. level) or higher education degree program in the same field of study or related field of study, e.g., Master's Degree, PhD, etc.",Bachelor's degree,"Bachelor of Science in Technical/Electrotechnics/Automation/Informatics or equivalent degree program (I. and II. level) or higher education degree program in the same field of study or related field of study, e.g., Master's degree, PhD degree program etc.","Bachelor or Higher (I. Stupňa, II. Stupňa, III. Stupňa)"
5194499,Senior Engineer IT HR Solutions - SAP HCM (d/m/f),ams-OSRAM International GmbH,https://www.profesia.sk/praca/ams-osram-international-gmbh/O5194499?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Nové Zámky,2200 - 2500 EUR gross/month,"English: unknown, German: advantage",Bachelor or comparable qualification,ABAP,"SAP HCM, SuccessFactors",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194501,Exposure Management Analyst,JOHNSON CONTROLS INTERNATIONAL spol. s r.o.,https://www.profesia.sk/praca/johnson-controls-international/O5194501?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislava,2200 EUR gross/month,English,,,"Qualys, Crowdstrike, Cycognito, BitSight",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194822,Full Stack Developer,Freshfields,https://www.profesia.sk/praca/freshfields/O5194822?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2026-03-25,True,Bratislava,2400 EUR gross/month,English: B2,University education (Bachelor's degree),"C#, PowerShell, SQL, Python","Azure DevOps, iManage Work v10, Intapp, CAM",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5188274,Programátor C# / .NET - Bratislava,"PCexpres, s.r.o.",https://www.profesia.sk/praca/pcexpres/O5188274?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislava,1500 - 2500 EUR gross/month,English: B2,High School with Diploma,"C#, .NET","Visual Studio, MS SQL Server",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194741,Trainee Developer/Trainee Analyst - pozícia skvelá pre študenta/študentku IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5194741?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislavský kraj,,English: B2,"High School with Diploma, Bachelor","Java, .NET, JavaScript, React, Angular, HTML, CSS",,Hybrid,Short-term,0-1 years,,,,,,,,,,,,,,,,,,
5194733,Embedded C/C++ developer,"OZZYLOGIK, s.r.o.",https://www.profesia.sk/praca/ozzylogik/O5194733?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Svätý Jur,2000 EUR gross/month,English: Intermediate,University education (Bachelor's degree),"C/C++, CMake","RTOS, STM32, Embedded Linux, multithreading",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194724,Sharepoint/NET Developer,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5194724?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-11-24,False,Bratislava,3 500 - 6 000 EUR gross/month,"English: C1, Slovak: C1",High School with Diploma,"C#, .NET, ReactJS","SharePoint Framework (SPFx), PowerShell, GIT/Bitbucket",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194712,Test inžinier pre vývoj elektronických systémov,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5194712?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2026-02-03,False,Bratislava,1900 EUR gross/month,English: B1,Master,"C, C++, Assembler, C#","Microsoft Excel - Advanced, Microsoft Word - Advanced, Unit Testing",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194700,Premier Technical Support Specialist with Danish,Lenovo (Slovakia) s.r.o.,https://www.profesia.sk/praca/lenovo-slovakia/O5194700?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,"Copenhagen, Denmark",1950 EUR gross/month,"Danish: C1, English: C1",High School with Diploma,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194699,Network Security Engineer,Freshfields,https://www.profesia.sk/praca/freshfields/O5194699?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2026-01-21,False,Bratislava,2800 EUR gross/month,English: B2,University education (Master's degree),,"Cisco ISE, Catalyst Center, Palo Alto, Zscaler, AWS, Azure, Google Cloud",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194677,IT špecialista/konzultant pre skladové informačné systémy,"KUEHNE + NAGEL, s. r. o.",https://www.profesia.sk/praca/kuehne-nagel/O5194677?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-11-24,False,Senec,1900 EUR gross/month,English: B2,Bachelor,,"Microsoft Excel, Microsoft Access, SAP BusinessObjects, SQL, Visual Basic for Applications (VBA), WMS BlueYonder (former JDA), GS1 standards",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194626,IT Project Manager,Freshfields,https://www.profesia.sk/praca/freshfields/O5194626?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,Bratislava,3200 EUR gross/month,English: B2,University education (Master's degree),,"Microsoft Project, Azure DevOps, Monday.com",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5174823,O365 Collaboration Engineer,Clarios,https://www.profesia.sk/praca/clarios/O5174823?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2026-03-25,True,Bratislava,3100 EUR gross/month,English: Unknown,Bachelor,,"Microsoft 365, PowerShell",,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194585,Treasury specialist (m/ž/x),"NN Životná poisťovňa, a.s.",https://www.profesia.sk/praca/nn-zivotna-poistovna/O5194585?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2026-02-16,False,Bratislava,2300 EUR gross/month,English: B1,,Python,"SQL, Bloomberg",Home-Office & online zaškolenie,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194565,BackEnd Developer Java (kontrakt /home-office/5000 - 6800 €,Pro HR,https://www.profesia.sk/praca/pro-hr/O5194565?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,,5000 - 6800 EUR gross/month,English: C1,"Bachelor, Master",Java,"Spring Boot 3, Spring, REST API, SOAP based microservices, GIT, Junit, Maria DB, Vaadin, Docker, Podman, Kubernetes, Openshift, Jenkins, Ansible",Home-Office,Short-term,4+ years,,,,,,,,,,,,,,,,,,
5194108,Junior IT Support Assistant,News and Media Holding a.s.,https://www.profesia.sk/praca/news-and-media-holding/O5194108?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,Bratislava,1100 - 1200 EUR gross/month,Slovak: Expert (C2),High School with Diploma,,,,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5194521,SAP HCM Consultant (Mid-Level) – Time Management & Personnel Administration/Organizational Management,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5194521?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-11-24,False,,2000 - 3000 EUR/month,"English: B2, German: C1",Bachelor's or Master’s degree in IT or a related field,,"SAP HCM, SAP SuccessFactors",Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194517,Senior SAP PM/QM Consultant,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5194517?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-11-24,False,,3000 - 4600 EUR/month,"English: B2-C1, German: B2",Master's degree in IT or related field,,"SAP PM, SAP QM, SAP MM, SAP PP, SAP S/4HANA",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194514,Senior SAP CO/MM Consultant,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5194514?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-11-24,False,,3000 - 4600 EUR/month,"English: B2, German: C1",Bachelor's or Master’s degree in IT,,SAP CO/MM,Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194506,Team Leader (Healthcare),"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5194506?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,Bratislava,3000 EUR gross/month,English: unknown,Master,,"Enterprise Architect, UML, SQL, DB principles, JIRA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194491,Junior Developer C/C++ pre iOS/Android,"Mileware, s.r.o.",https://www.profesia.sk/praca/mileware/O5194491?search_id=e91f12ef-dd48-4389-9786-3d291568044e,2025-11-24,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B1,High School with Diploma,"C, C++",,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5194482,Medior Developer C/C++ pre iOS/Android,"Mileware, s.r.o.",https://www.profesia.sk/praca/mileware/O5194482?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Bratislava,3000 EUR gross/month,English: B1,High School with Diploma,"C, C++",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194450,ERP dátová operatíva,UBC Composites Slovakia s.r.o.,https://www.profesia.sk/praca/ubc-composites-slovakia/O5194450?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Kostolné Kračany,1500 EUR gross/month,"English: B2, Hungarian: B2, Slovak: B2",High School with Diploma,,Microsoft Dynamics 365 Business Central,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5194438,Scrum Master,MicroStep - HDO s.r.o.,https://www.profesia.sk/praca/microstep-hdo/O5194438?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-11-24,False,Bratislava,2300 EUR gross/month,English: B2,High School with Diploma,,"Jira, Confluence",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194422,Voice & Collaboration(VoIP) Engineer,Freshfields,https://www.profesia.sk/praca/freshfields/O5194422?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Bratislava,2400 EUR gross/month,English: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",,"Teams Enterprise Voice / Direct Routing, Zoom, WebEx, Google Meet, Ribbon SBC, Microsoft Exchange, Mimecast SEG, video interop technologies",Hybrid,Full-time,,,,,,,,,,,,,,,,,,,
5194420,Junior IT Support Specialist,Alfa Centauri spol. s r.o.,https://www.profesia.sk/praca/alfa-centauri/O5194420?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Bratislava,,"English: B1, Slovak: C2",High School with Diploma,,"Windows 10/11, M365 (Outlook, Teams, OneDrive, SharePoint), Azure AD / Entra ID, ESET MSP, S2D",Hybrid,Full-time,,,,,,,,,,,,,,,,,,,
5194412,Fullstack Developer (Java + Angular),"GoodWill Recruitment, s.r.o.",https://www.profesia.sk/praca/goodwill-recruitment/O5194412?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,,2300 - 4000 EUR/month,English: B2,"Bachelor, Master, PhD","Java, Angular","Spring Boot, Docker, Kubernetes, Camunda, Open ID Connect",Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194368,Hľadáme konzultanta pre maloobchod a registračné pokladnice. Pomôžte modernizovať predajne a zjednodušiť im prácu!,"KASO TECHNOLOGIES, s. r. o.",https://www.profesia.sk/praca/kaso-technologies/O5194368?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Bratislava,1800 EUR gross/month,Slovak: Native,High School with Diploma,,"Microsoft Windows, SQL",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194364,Product Owner (m/ž),Hyperia s.r.o.,https://www.profesia.sk/praca/hyperia/O5194364?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Žilina,2000 EUR gross/month,English: B2,High School with Diploma,"HTML, CSS",Google Workspace,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194362,Senior Power BI Engineer,Joyful Craftsmen s.r.o.,https://www.profesia.sk/praca/joyful-craftsmen/O5194362?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Prague,4000 EUR gross/month,English,Bachelor,,"Azure Data Factory, Azure Functions, Azure DevOps (YAML pipelines), Power BI, Databricks, PySpark",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194133,IT Analytik/ Metodik pre Ekonomický IS,Slovenská technická univerzita,https://www.profesia.sk/praca/slovenska-technicka-univerzita/O5194133?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Bratislava,1600 EUR gross/month,Slovak: Native,Master,,,On-site with home office,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194327,Digital Reporting Analyst with Power BI,"HENKEL SLOVENSKO, spol. s r.o.",https://www.profesia.sk/praca/henkel-slovensko/O5194327?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2026-02-12,False,Bratislava,1900 EUR gross/month,English: Unknown,Unknown,,"Power BI, Microsoft SQL, Azure analytics suite, Databricks",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194326,IT Tester,"ELCOM, spoločnosť s ručením obmedzeným, Prešov",https://www.profesia.sk/praca/elcom-spolocnost-s-rucenim-obmedzenym-presov/O5194326?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-12-17,False,Prešov,1200 EUR gross/month,English: B1,High School with Diploma,,"Microsoft Office, Linux, Jira, Git",Home-Office after training,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5194320,DevOps Inžinier pre ČSOB Poisťovňu (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5194320?search_id=4ce176ba-e737-459e-a0ff-e9e3a100584f,2025-11-24,2025-11-24,False,Bratislava,2200 EUR gross/month,English: B2,,,"Docker, Argo, Kubernetes, Ansible, GitHub, GitLab, VMware",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194290,Servisný/á inžinier/ka,"MARKÍZA - SLOVAKIA, spol. s r.o.",https://www.profesia.sk/praca/markiza-slovakia/O5194290?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-11-24,False,Bratislavský kraj,2400 EUR gross/month,English: B2,Master,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194260,Junior DevOps Engineer,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5194260?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B2,High School with Diploma,,"GitLab, Jenkins, Docker, Kubernetes, Prometheus, Grafana, ELK stack, Helm, Keycloak, Kong, Longhorn",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194259,ČSOB Koordinátor dodávky IT služieb (M/Ž) | Zástup za MR/RD,ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5194259?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-11-24,False,Bratislava,1800 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194258,DevOps inžinier ČSOB (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5194258?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Bratislava,2500 EUR gross/month,English: B2,,"Python, Javascript, Java","Git, Docker, Kubernetes, Ansible/Puppet/Chef, Grafana/ELK/Zabbix/Dynatrace/Prometheus, AWS",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194257,IT Analytik ČSOB (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5194257?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Bratislava,2500 EUR gross/month,English: B2,,,"SoapUI, XML, Atlassian products (Jira, Confluence), SQL databases",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5194252,Hľadáme Informatika na pozíciu Application Support,"Centila, s. r. o.",https://www.profesia.sk/praca/centila/O5194252?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Banská Bystrica,1500 - 2200 EUR gross/month,English: A1,High School with Diploma,,"MS Office (Word, Excel, Outlook, PowerPoint)",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5194247,Hľadám svojho “Wozniaka” alebo hľadáme CTO tech leada – programátora do stabilnej e-commerce firmy,Affiliate sieť Dognet,https://www.profesia.sk/praca/affiliate-siet-dognet/O5194247?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Bratislava,,Slovak: Native,"High School with Diploma, Master","PHP (Laravel), JavaScript (Vue.js)",,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5194243,Projektový manažér – PRINCE2 / Itil,"MAXNETWORK, s.r.o.",https://www.profesia.sk/praca/maxnetwork/O5194243?search_id=dda46a8c-0cac-451c-9c9b-1ffb8fd5c3ca,2025-11-24,2025-12-17,False,Veľké Úľany,1800 EUR gross/month,"Slovak: Expert (C2), English: Advanced (C1), Hungarian: Upper Intermediate (B2)",High School with Diploma,,"Jira, Odoo, Office 365, Visio/Draw.io",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5200781,Security Vulnerability Analyst,Freshfields,https://www.profesia.sk/praca/freshfields/O5200781?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2025-12-17,False,Bratislava,1800 EUR gross/month,English: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",,Tenable,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5200779,Cloud Engineer (GCP),Freshfields,https://www.profesia.sk/praca/freshfields/O5200779?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-02-03,False,Bratislava,2600 EUR gross/month,English: B2,University education (Master's degree),,"Terraform, Azure DevOps",Hybrid,Full-time,3-5+ years,,,,,,,,,,,,,,,,,,
5200771,Environment & Release Manager,Freshfields,https://www.profesia.sk/praca/freshfields/O5200771?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-01-13,False,Bratislava,2600 EUR gross/month,English: B2,University education (Master's degree),,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5200303,Chatbot Developer (all humans) #javascript #python #go,Erste Digital GmbH,https://www.profesia.sk/praca/erste-digital-gmbh/O5200303?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2025-12-17,False,Košice,2800 EUR gross/month,English: Very good,Bachelor,"JavaScript, Python, Go","Cloud architecture, Containerization, Kubernetes",Full-time_permanent,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5206379,ERP Konzultant pre oblasť logistiky - Microsoft Dynamics 365 F&O,"Seyfor Slovensko, a.s.",https://www.profesia.sk/praca/seyfor-slovensko/O5206379?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-25,True,Bratislava,Od 3 000 EUR/month,"Slovak: C2, English: B2",Master,,Microsoft Dynamics 365 F&O,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5206383,ERP Konzultant pre oblasť financií - Microsoft Dynamics 365 F&O,"Seyfor Slovensko, a.s.",https://www.profesia.sk/praca/seyfor-slovensko/O5206383?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-10,False,Bratislava,Od 3 000 EUR/mesiac,"Slovenčina: C2, Angličtina: B2",Vysokoškolské II. stupňa,,,On-site with home office,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5200701,Junior Sales Manager,"InterWay, a. s.",https://www.profesia.sk/praca/interway/O5200701?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2025-12-17,False,Bratislava,1500 EUR gross/month,"Slovak: C2, English: B2",High School with Diploma,,,,Full-time,,,,,,,,,,,,,,,,,,,
5204209,UX/UI dizajnér webových aplikácií,KROS a.s.,https://www.profesia.sk/praca/kros/O5204209?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-01-16,False,Žilina,2100 EUR gross/month,English: B1,Master,,Figma,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5206817,Senior Integration Low-Code Developer,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5206817?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-25,True,,3000 EUR gross/month,"English: B2, German: unknown",Bachelor's or Master’s degree in IT or a related field,unknown,"MuleSoft, Pega, WSO2",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5200687,IT správca ERP,Lamitec s r.o.,https://www.profesia.sk/praca/lamitec/O5200687?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2025-12-17,False,Bratislava,2200 EUR gross/month,English: B2,High School with Diploma,,"MS Dynamics Axapta, EDI tools",Hybrid,Full-time,2 years,,,,,,,,,,,,,,,,,,
5206814,Integration Low-Code Developer,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5206814?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-25,True,,2000 EUR gross/month,"English: B2, German: C1",Bachelor's or Master’s degree in IT or a related field,,"MuleSoft, Pega, WSO2",Remote work,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5206797,DevOps Engineer,"DGT factory, a. s.",https://www.profesia.sk/praca/dgt-factory/O5206797?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-25,True,Bratislava,2800 EUR gross/month,English: B2,Master,,"Linux, Git, CI/CD pipeline, Ansible, SQL, Apache Kafka",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5206794,Senior IT Tester,"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5206794?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-01-16,False,Bratislavský kraj,3000 EUR gross/month,English: B2,,"C# / .NET, Java","JIRA, Testrail, Playwright, Load Runner, Git, Jenkins, Swagger, Selenium",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5200648,Low Code Developer,Freshfields,https://www.profesia.sk/praca/freshfields/O5200648?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2025-12-17,False,Bratislava,2500 EUR gross/month,English: B2,University education (Bachelor's degree),,Workday,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5206757,Systémový analytik / Systémová analytička,UNIQA,https://www.profesia.sk/praca/uniqa/O5206757?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-01-16,False,Bratislava,2400 EUR gross/month,English: B1,High School with Diploma,,"Jira, Confluence",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5203729,Junior SAP Basis Infrastructure Consultant,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5203729?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-03-11,False,Bratislava,From 1450 EUR/month,"English: B2/C1, Slovak: B2/C1",Master's degree in IT or a related field,,"SAP NetWeaver, S/4HANA, Oracle, HANA, SQL",Hybrid (1-2 times per week on-site),Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5200583,Frontend Engineer,BTCS Slovakia s. r. o.,https://www.profesia.sk/praca/btcs-slovakia/O5200583?search_id=8a6e173f-9ec2-44e2-9d1e-e8e135ab736f,2025-12-17,2026-02-09,False,Bratislava,From 3000 EUR/month,English: Upper intermediate (B2),University education (Bachelor's degree),"ReactJS, Next JS, TypeScript, GraphQL, JavaScript","React, React Native, Next.js",Hybrid,Full-time,2 years,,,,,,,,,,,,,,,,,,
