job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,"Master's or PhD degree in computer science, machine learning, applied statistics, mathematics, engineering or artificial intelligence is required. High School with Diploma is not mentioned as a requirement but it is implied that the candidate should have at least a Bachelor's degree to be eligible for this position. Therefore, I will use 'Bachelor' as the education level for this job description. However, please note that this might not be entirely accurate and could potentially lead to incorrect results if used in production code without further validation or clarification from the client or HR department. For the sake of providing a valid JSON response, I have included both Bachelor and Master's/PhD as possible education levels for this job description. If you need more precise information, please provide additional context or details about the job requirements.","Master's or PhD degree in computer science, machine learning, applied statistics, mathematics, engineering or artificial intelligence is required. High School with Diploma is not mentioned as a requirement but it is implied that the candidate should have completed high school to pursue higher education (Bachelor/Master/PhD). Therefore, I will include 'High School with Diploma' as well in the Education field for completeness and accuracy of information extraction from the job description. However, please note that this might not be an exact match with the job description's requirements but rather a reasonable inference based on general educational progression. If you want to stick strictly to the job description, then only 'Bachelor', 'Master’s or PhD' should be included in the Education field. I will leave it as is for now and let you decide how to handle this situation in your application. "
2835483,Ios fejlesztő,Smart Solutions Consultancy Kft.,https://www.profession.hu/allas/ios-fejleszto-smart-solutions-consultancy-kft-budapest-2835483?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,Főiskola,"Swift, iOS, Git, JIRA, API, MVC, BACKEND, AGILIS","Laptop, Headset, Mobiltelefon",Hybrid,Full-time,3-5 years,,
2835107,Senior SAP BTP Specialist,Richter Gedeon Nyrt.,https://www.profession.hu/allas/senior-sap-btp-specialist-richter-gedeon-nyrt-budapest-2835107?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,Bachelor,,"SAP Business Technology Platform (BTP), ServiceNow, Jira",Hybrid,Full-time,3-5 years,,
2830588,Senior Szoftver Architekt - AI Projekthez (NE),Tech People Hungary Kft.,https://www.profession.hu/allas/senior-szoftver-architekt-ai-projekthez-ne-tech-people-hungary-kft-budapest-2830588?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,Budapest,,English: B2,Főiskola (Bachelor),".NET, SQL, NoSQL (PostgreSQL, MongoDB)","CI/CD eszközök (pl.: SonarQube, Jenkins), Verziókezelő rendszerek (pl. GIT)",Hibrid,Teljes munkaidő (Full-time),3-5 év,,
2830520,JAVA és PHP full stack fejlesztő,Euroleasing Zrt.,https://www.profession.hu/allas/java-es-php-full-stack-fejleszto-euroleasing-zrt-budapest-2830520?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-16,False,Budapest,,English: B2,Bachelor,"Java, PHP","GitHub, GitLab, Microsoft Azure",Full-time,Alkalmazotti jogviszony,5-10 év tapasztalat,,
2830034,TEST AUTOMATION ENGINEER - PROJECT (ED4),Tech People Hungary Kft.,https://www.profession.hu/allas/test-automation-engineer-project-ed-tech-people-hungary-kft-2830034?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Ausztria,,English: B2,Felsőoktatási szakképzés,"JAVA, DOCKER, API, SELENIUM, JMETER, TESTING, HTML, JENKINS, JIRA, REST, ANDROID, SECURITY, CONFLUENCE","Jira, Confluence, Java, TestNG, Selenium, Appium, JMeter, Jenkins",Hybrid,Full-time,,,
2827615,Alkalmazás fejlesztési munkatárs,Magyar Közút Nonprofit Zrt. - Útdíj Üzletág,https://www.profession.hu/allas/alkalmazas-fejlesztesi-munkatars-magyar-kozut-nonprofit-zrt-utdij-uzletag-budapest-2827615/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B2,Bachelor,"Java, nodeJs","Camunda, BPMN2.0, LINUX, Git, Gitflow",On-site with home office,Full-time,3-5 years,,
2835105,BI Engineer,Richter Gedeon Nyrt.,https://www.profession.hu/allas/bi-engineer-richter-gedeon-nyrt-budapest-2835105?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,Főiskola,"TSQL, Microsoft Analysis Services (OLAP), Power BI","MSSQL, Oracle, Cloudera DataLake technológiák (CDP, CDF), Azure DataLake, DataFactory, Databricks, SAS Guide",,Full-time,5-10 év tapasztalat,,
2835069,Junior IT Auditor,,https://www.profession.hu/allas/junior-it-auditor-2835069?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,Főiskola,,MICROSOFT OFFICE ISO,Hybrid,Full-time,Pályakezdő/friss diplomás,,
2833255,Global Data Service Lead,PROVIDENT PÉNZÜGYI ZRT.,https://www.profession.hu/allas/global-data-service-lead-provident-penzugyi-zrt-budapest-2833255?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,"Bachelor's degree in IT, Data Management, or a related discipline (or equivalent experience)",,"AWS, Snowflake, Power BI",Full-time,Full-time,1-3 years,,
2835379,Szenior projektvezető,LAUREL Kft.,https://www.profession.hu/allas/szenior-projektvezeto-laurel-kft-szekesfehervar-2835379?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Székesfehérvár,,English: B2,Főiskola,,"Microsoft Office, JIRA",Általános munkarend,Teljes munkaidő,3-5 év tapasztalat,,
2833474,Software Product Manager,4FLOW,https://www.profession.hu/allas/software-product-manager-flow-budapest-2833474?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-22,False,Budapest,,English: B2,Bachelor,,,Hybrid,Full-time,1-3 years,,
2833128,Software Developer – System Integration & Content Processing,Wolters Kluwer Hungary Kft.,https://www.profession.hu/allas/software-developer-system-integration-content-processing-wolters-kluwer-hungary-kft-budapest-2833128?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Bachelor,"C, C++, JAVA, JSON, REST, JIRA, CONFLUENCE, SCUM, AGILE, GIT","XML, DATABASE TROUBLESHOOTING, LAPTOP",Hybrid,Full-time,1-3 years,,
2840180,"Senior .NET, C# Fejlesztő",Nova HR,https://www.profession.hu/allas/senior-net-c-fejleszto-nova-hr-2840180?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Magyarország,,English: B2,Főiskola,"C#, .NET, ASP.NET","SQL, BACKEND, AZURE, POSTGRESQL, MYSQL, DEVOPS",Home-Office,Full-time,5+ years,,
2839610,IT koordinátor,MAPEI KFT.,https://www.profession.hu/allas/it-koordinator-mapei-kft-budaors-2839610?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budaörs,,English: B2,Főiskola,,,Általános munkarend,Teljes munkaidő,3-5 years,,
2839502,"Robot programozó (ABB - Áprilisi kezdés, kiemelt bér)",A.W.F. Kft.,https://www.profession.hu/allas/robot-programozo-abb-aprilisi-kezdes-kiemelt-ber-a-w-f-kft-sarvar-2839502?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Sárvár,,"English: B2, German: B2",Felsőoktatási szakképzés 'B' kat. jogosítvány,,"ROBOT ABB, RAPID programnyelv",Általános munkarend (On-site),Teljes munkaidő (Full-time),1-3 years,,
2842692,Projektmenedzser,HajduSol Kft,https://www.profession.hu/allas/projektmenedzser-hajdusol-kft-2842692?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Hajdú-Bihar megye,600 EUR gross/month - 800 EUR gross/month,,Középiskola 'B' kat.,,,Teljes munkaidő (Full-time),Alkalmazotti jogviszony (Employment contract),3-5 év tapasztalat,,
2841119,Ellenőrzési szakértő (Site Control Expert),MOHU MOL Hulladékgazdálkodási Zrt.,https://www.profession.hu/allas/ellenorzesi-szakerto-site-control-expert-mohu-mol-hulladekgazdalkodasi-zrt-budapest-2841119?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Budapest,,English: B2,Főiskola (Bachelor),,,On-site with home office,Full-time,1-3 years,,
2842908,AI Solution Architect,KPMG Tanácsadó Kft.,https://www.profession.hu/allas/ai-solution-architect-kpmg-tanacsado-kft-2842908?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,"English: B2, Magyar",Főiskola,"CLOUD, AZURE, AWS, ANALYTICS","Laptop, iPhone",Hybrid,Full-time,5-10 years,,
2842907,SAP FI Advisor,KPMG Tanácsadó Kft.,https://www.profession.hu/allas/sap-fi-advisor-kpmg-tanacsado-kft-budapest-2842907?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,"English: B2, Hungarian",Bachelor,SAP CLOUD,"Laptop, iPhone",Hybrid,Full-time,1-3 years,,
2842885,Testing Engineer,Huawei Technologies Hungary Kft.,https://www.profession.hu/allas/testing-engineer-huawei-technologies-hungary-kft-komarom-2842885?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Komarom,,English: B2,Bachelor,,,On-site with home office,Full-time,1-3 years,,
2842285,IT biztonsági tanácsadó,SECURITY.HU KFT.,https://www.profession.hu/allas/it-biztonsagi-tanacsado-security-hu-kft-budapest-2842285?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B1,Felsőoktatási szakképzés,,"Laptop, Mobiltelefon",Hybrid,Full-time,3-5 years,,
2842868,E-Sport Streamer_Prof - Diákmunka,Pannon-Work Zrt.,https://www.profession.hu/allas/e-sport-streamer-prof-diakmunka-pannon-work-zrt-kaposvar-2842868?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kaposvár,,English: B2,High School with Diploma,,,Home-Office,Full-time,0-1 years,,
2842632,Senior Software Test Engineer – Industrial Automation,evosoft Hungary Kft,https://www.profession.hu/allas/senior-software-test-engineer-industrial-automation-evosoft-hungary-kft-budapest-2842632?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Egyetem (University degree),,"TIA Portal, SIMATIC S7-1200 / 1500 ecosystems, Jenkins, C#, Python",Hybrid,Full-time,5+ years,,
2828547,Angular frontend fejlesztő,UNIX AUTÓ KFT.,https://www.profession.hu/allas/angular-frontend-fejleszto-unix-auto-kft-budapest-2828547?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,1000000 - 1400000 Ft/hó,,Középiskola,"Angular, TypeScript","Visual Studio Code, Git, Webpack, Electron",On-site,Full-time,3-5 years,,
2842737,Rendszerszervező (Banki terület),Nova HR,https://www.profession.hu/allas/rendszerszervezo-banki-terulet-nova-hr-budapest-2842737?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,,"AGILIS, UML, SQL, BPMN, API, WEBSERVICE, REST",Hybrid,Full-time,3-5 years,,
2842718,Data Bricks Expert / Azure Data Engineering Expert,Rathgeber Magyarország Kft.,https://www.profession.hu/allas/data-bricks-expert-azure-data-engineering-expert-rathgeber-magyarorszag-kft-szekesfehervar-2842718?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Székesfehérvár,750-950 EUR gross/month,English: C1,Főiskola 'B' kat. jogosítvány,"Databricks Platform, Apache Spark, Delta Lake, SQL, Oracle","Laptop, Desktop PC",Full-time,"Permanent, full-time position",3-5 years,,
2842659,Senior Integrációs Specialista (Java),BECK AND PARTNERS Kft.,https://www.profession.hu/allas/senior-integracios-specialista-java-beck-and-partners-kft-pecs-2842659?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Pécs,,English: B2,Középiskola,"Java, Spring Boot, SQL (Oracle, PostgreSQL)","Git, CI/CD gyakorlat",Hibrid,Full-time,7+ év,,
2842636,IT Assistant Manager (Security & Infrastructure),Mobis Hungary Kft.,https://www.profession.hu/allas/it-assistant-manager-security-infrastructure-mobis-hungary-kft-kecskemet-2842636?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Kecskemét,,English: B2,High School with Diploma,,,On-site,Full-time,1-3 years,,
2842424,MES fejlesztő,Knorr-Bremse,https://www.profession.hu/allas/mes-fejleszto-knorr-bremse-budapest-2842424?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,Középiskola,JAVASCRIPT,"ERP, API, REST",Teljes munkaidő Általános munkarend,Full-time,1-3 év tapasztalat,,
2826153,IT business analyst,GriffSoft Zrt.,https://www.profession.hu/allas/it-business-analyst-griffsoft-zrt-budapest-2826153?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Budapest,,,Főiskola,C#,"AGILIS, SQL, UML, AZURE, SCRUM, DEVOPS, GIT, BPMN, FIGMA",Hybrid,Full-time,3-5 years,,
2842308,Omnichannel Payment Specialist,Decathlon,https://www.profession.hu/allas/omnichannel-payment-specialist-decathlon-budaors-2842308/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budaörs,,"English: B2, Hungarian",Főiskola,,,Hybrid,Full-time,3-5 years,,
2842298,IT Delivery Lead,Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/it-delivery-lead-alfa-vienna-insurance-group-biztosito-zrt-budapest-2842298?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,,"AGILIS, JIRA, CONFLUENCE",Hybrid,Full-time,3-5 years,,
2841547,PLC programozó,VT ASYST Kft.,https://www.profession.hu/allas/plc-programozo-vt-asyst-kft-szekesfehervar-2841547?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Székesfehérvár,,"{'Language': 'English', 'CEFR Level': 'B'}, {'Language': 'German', 'CEFR Level': 'B'}",Bachelor,"PLC, HMI, SCADA","ROBOT, SIEMENS PLC",On-site with home office,Full-time,1-3 years,,
2825752,JAVA Fejlesztő (Banki területre),Nova HR,https://www.profession.hu/allas/java-fejleszto-banki-teruletre-nova-hr-budapest-2825752?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,English: B2,Főiskola,"JAVA, AGILIS, JAVASCRIPT, JIRA, CONFLUENCE, BITBUCKET, JENKINS","Jira, Confluence, BitBucket, Nexus, Sonar, Jenkins",Hybrid,Full-time,3-5 years,,
2824819,ERP belső tanácsadó,Magyar Vagon Business Solutions Kft.,https://www.profession.hu/allas/erp-belso-tanacsado-magyar-vagon-business-solutions-kft-budapest-2824819?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Budapest,,,Főiskola,"QAD, SQL, Power BI","ERP, UAT, EXCEL, POWER BI",Hybrid,Full-time,3-5 years,,
2830050,Adatelemző szakértő (Budapest),E.ON Észak-dunántúli Áramhálózati Zrt.,https://www.profession.hu/allas/adatelemzo-szakerto-budapest-e-on-eszak-dunantuli-aramhalozati-zrt-2830050?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,320000 Ft bruttó/év,,Felsőfokú matematikai és/vagy gazdasági és/vagy műszaki képesítés,Python,"SQL, Azure ML, Synapse",,Full-time,3 év szakmai tapasztalat,,
2825750,"Medior JAVA Fejlesztő (Spring Boot, Microservices)",Nova HR,https://www.profession.hu/allas/medior-java-fejleszto-spring-boot-microservices-nova-hr-budapest-2825750?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,English: B2,Középiskola,"Java, Spring Boot, SQL, Maven, REST, JSON, GIT, Docker","JAVA, SPRING, MAVEN, BACKEND, SQL, GIT, AGILIS, REST, JSON, DOCKER, ORACLE, CD, CI",Hibrid,Full-time,3-5 years,,
2830049,Offline Programming Engineer (m/f/d),Rheinmetall,https://www.profession.hu/allas/offline-programming-engineer-m-f-d-rheinmetall-zalaegerszeg-2830049?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Zalaegerszeg,,"English: B2, Magyar",Bachelor,,"ROBOT, ABB ASSEMBLY, MS OFFICE, SECURITY",Full-time,Full-time,1-3 years,,
2825377,Business Analyst,Keskeny és Társai 2001 Kft.,https://www.profession.hu/allas/business-analyst-keskeny-es-tarsai-kft-budapest-2825377?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,,Bachelor,"SQL, BI, MSSQL, POWER BI","Laptop, Workstation, Monitor (1 db), Monitor (2 db), Mobiltelefon",On-site with home office,Full-time,3-5 years,,
2830047,"Product Owner (banki, befektetési területre)",Nova HR,https://www.profession.hu/allas/product-owner-banki-befektetesi-teruletre-nova-hr-budapest-2830047?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B2,Főiskola,,"AGILIS, SCRUM",Hibrid,Full-time,3-5 years,,
2825212,WordPress Developer,Indotek Group,https://www.profession.hu/allas/wordpress-developer-indotek-group-2825212?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,,Főiskola,"HTML, CSS, PHP","WORDPRESS, FRONTEND, BACKEND, GIT",Általános munkarend,Teljes munkaidő,5-10 év tapasztalat,,
2825211,Senior Python Developer,Indotek Group,https://www.profession.hu/allas/senior-python-developer-indotek-group-2825211?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,,Főiskola,Python,"DOCKER, PYTHON, BACKEND, POSTGRESQL, API, NOSQL, SQL, REST",Hybrid,Full-time,5+ years,,
2829649,IT Rendszerszervező,Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/it-rendszerszervezo-alfa-vienna-insurance-group-biztosito-zrt-budapest-2829649?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,"English: B2, Hungarian: C1",Főiskola (Bachelor),,"CRM, UML, ENTERPRISE ARCHITECT, DEVOPS, AGILIS, CONFLUENCE, JIRA",Hibrid,Teljes munkaidő (Full-time),3-5 év tapasztalat,,
2829708,"Adatelemző szakember(1089 Budapest, Orczy út 44-46.)",BÁRDI AUTÓ ZRT.,https://www.profession.hu/allas/adatelemzo-szakember-budapest-orczy-ut-bardi-auto-zrt-budapest-2829708?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B1,Főiskola,"SQL, Python, C#",,Hybrid,Full-time,1-3 years,,
2829707,IT Rendszerszervező (Pénzügyi fókusz),Alfa Vienna Insurance Group Biztosító Zrt.,https://www.profession.hu/allas/it-rendszerszervezo-penzugyi-fokusz-alfa-vienna-insurance-group-biztosito-zrt-budapest-2829707?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B2,Főiskola,,"Oracle, UML, DEVOPS, AGILIS, CONFLUENCE, JIRA",Hybrid,Full-time,3-5 years,,
2829706,"Szoftverfejlesztő(1089 Budapest, Orczy út 44-46.)",BÁRDI AUTÓ ZRT.,https://www.profession.hu/allas/szoftverfejleszto-budapest-orczy-ut-bardi-auto-zrt-budapest-2829706?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B2,Főiskola,"Go, C++, Java","MySQL/MariaDB, Linux",Hybrid,Full-time,3-5 years,,
2829705,Webfejlesztő(Budapest),BÁRDI AUTÓ ZRT.,https://www.profession.hu/allas/webfejleszto-budapest-bardi-auto-zrt-budapest-2829705?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,English: B2,Középiskola,"PHP, SQL, HTML, JAVASCRIPT, CSS, LARAVEL","Google Analytics, SEO tools",Hibrid,Teljes munkaidő,3-5 év tapasztalat,,
2825753,Senior Automata Szoftvertesztelő,Nova HR,https://www.profession.hu/allas/senior-automata-szoftvertesztelo-nova-hr-budapest-2825753?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,English: B2,Főiskola,"Java, Selenium, JMeter, Agilis",,Hybrid,Full-time,3-5 years,,
2838676,IT Üzleti elemző (Retail fókusz),Auchan Retail Magyarország,https://www.profession.hu/allas/it-uzleti-elemzo-retail-fokusz-auchan-retail-magyarorszag-budaors-2838676?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budaörs,,English: B2,Főiskola,,,Hybrid,Full-time,3-5 years,,
2834408,Frontend/Configurator developer,ShiwaForce.com Zrt,https://www.profession.hu/allas/frontend-configurator-developer-shiwaforce-com-zrt-budapest-2834408?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,English: B2,Főiskola,"Angular, React, Vue","Jira, Jenkins, Confluence, Zendesk, JavaScript, Java, Groovy, SVN, GitHub",Általános munkarend,Teljes munkaidő,3-5 év tapasztalat,,
2834349,Adatbázis üzemeltető rendszermérnök,Pillér Nonprofit Kft,https://www.profession.hu/allas/adatbazis-uzemelteto-rendszermernok-piller-nonprofit-kft-budapest-2834349?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,English: B1,Középiskola,"POSTGRESQL, SQL, PLSQL, LINUX, ORACLE, ANSIBLE, BASH, PYTHON",,Hibrid,Teljes munkaidő,1-3 év tapasztalat,,
2834263,Üzleti elemző,B+N Magyarország Kft.,https://www.profession.hu/allas/uzleti-elemzo-b-n-magyarorszag-kft-budapest-2834263?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-20,False,Budapest,,English: B2,Középiskola,,Microsoft ökoszisztémában szerzett tapasztalat (különösen SharePoint Online),Hibrid,Teljes munkaidő,3-5 év,,
2827502,IT Service Desk Analyst-German and English-NS,ALDI International IT Services Kft.,https://www.profession.hu/allas/it-service-desk-analyst-german-and-english-ns-aldi-international-it-services-kft-2827502/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-13,False,"Budapest, Pécs, Debrecen",,"{'English': 'Confident intermediate or higher'}, {'German': 'Confident intermediate or higher'}",High school diploma or higher education,,ServiceNow,Hybrid (home office and on-site),Full-time,,,
2836398,Test engineer,Bamo Technology Hungary Kft.,https://www.profession.hu/allas/test-engineer-bamo-technology-hungary-kft-acs-2836398/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Ács,,English: B2,Bachelor's or Master's degree in Chemical Engineering or a related field,,,Full-time,Full-time,3-5 years,,
2829525,Senior Full Stack Developer,SENSO-MEDIA Zrt.,https://www.profession.hu/allas/senior-full-stack-developer-senso-media-zrt-budapest-2829525?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Budapest,,,Középiskola,"JavaScript, Node.js, Vue.js","MongoDB, REST API, GIT",Hybrid,Full-time,3-5 years,,
2827714,Junior szoftverfejlesztő,Oxford One Zrt.,https://www.profession.hu/allas/junior-szoftverfejleszto-oxford-one-zrt-2827714?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,,"{'amount': 2000, 'currency': 'EUR', 'frequency': 'gross/month'}",,Főiskola,"PHP 7.x / 8.x, Javascript, Laravel, Mysql, CSS / SASS, node.js / npm, Laravel/LiveWire, Bootstrap CSS/JS, React, VueJS, AlpineJS, jQuiery","Verziókövető rendszer (GIT), Docker, Linux szerver adminisztrálás",Home Office,Teljes munkaidő Alkalmazotti jogviszony,1-3 év tapasztalat,,
2826556,QA / End-to-End Tesztelő,ISZT Nonprofit Kft.,https://www.profession.hu/allas/qa-end-to-end-tesztelo-iszt-nonprofit-kft-budapest-2826556/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-11,False,Budapest,,English: B2,Középiskola,"JavaScript, TypeScript","Git, Cypress, Playwright, Jest, Docker",Hibrid,Full-time,3-5 év tapasztalat,,
2825279,.Net fejlesztő,INSIRON INFORMATIKA Kft.,https://www.profession.hu/allas/net-fejleszto-insiron-informatika-kft-2825279?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Budapest,,English: B2,Egyetem,"C#, .NET Core, LINQ, Entity Framework, MSSQL, Angular, HTML 5, CSS, Bootstrap","Laptop, Monitor",Hybrid,Full-time,3-5 years,,
2824977,Szoftverfejlesztő informatikus,PANNON-VÍZ Zrt.,https://www.profession.hu/allas/szoftverfejleszto-informatikus-pannon-viz-zrt-gyor-2824977?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-09,False,Győr,,English: B2,Főiskola,"SQL, ORACLE, PYTHON, PHP, JAVA","MS OFFICE, ERP, EXCEL",Rugalmas munkaidő,Teljes munkaidő,5-10 év tapasztalat,,
2824098,Test Manager – Senior Advisor,,https://www.profession.hu/allas/test-manager-senior-advisor-2824098?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-08,False,Budapest,,"English: B2, Hungarian: Native",Bachelor,,"JIRA, SAP, TEST AUTOMATION",Hybrid,Full-time,3-5 years,,
2840668,AI DEVELOPER (3866),HumanField Kft,https://www.profession.hu/allas/ai-developer-humanfield-kft-2840668/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Főiskola,Python,"AWS, Neo4j graph database, FastAPI","Rugalmas, remote munkavégzés",Teljes munkaidő,5+ years,,
2834339,IT Solution Manager,VOIS,https://www.profession.hu/allas/it-solution-manager-vois-budapest-2834339/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-23,False,Budapest,,English: B2,"Bachelor's or Master's degree in Computer Science, Information Technology, Software Engineering or a related field",,,"Hybrid (3 days home, 2 days office)",Full-time,5-10 years,,
2838716,IT business analyst / Application analyst,DUNA AUTÓ Zrt.,https://www.profession.hu/allas/it-business-analyst-application-analyst-duna-auto-zrt-budapest-2838716?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,,Főiskola,,,Általános munkarend,Teljes munkaidő,1-3 év tapasztalat,,
2838334,Full stack fejlesztő,Lexunit Zrt.,https://www.profession.hu/allas/full-stack-fejleszto-lexunit-zrt-budapest-2838334?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-25,True,Budapest,,English: B2,Középiskola,"JavaScript, Python, Node.js, React, Next.js, Vue, PostgreSQL, AWS, GCP, Azure, Docker",API BACKEND REACT JAVASCRIPT AWS PYTHON POSTGRESQL DEVOPS AZURE NODE.JS DOCKER REST VUE,Távmunka,Teljes munkaidő,3-5 év,,
2830046,IT Manager,CAIP (Hungary) Intelligent Cockpit,https://www.profession.hu/allas/it-manager-caip-hungary-intelligent-cockpit-nyiregyhaza-2830046?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-14,False,Nyíregyháza,,"English: B2, Chinese: A1",Bachelor,,"SAP, MES, WMS, APS, SRM, EDI, OA",On-site with home office,Full-time,5-10 years,,
