job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Python,Power BI,Azure SQL
5195741,Senior iOS Developer,Avenga Slovakia s.r.o.,https://www.profesia.sk/praca/avenga-slovakia/O5195741?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Praha,2600 - 4500 EUR gross/month,"English: B1, Czech: C1","Bachelor, Master, PhD","Swift, Objective-C",,Hybrid,Full-time,5+ years,,,
5194715,Staňte sa súčasťou nášho tímu ako Mid UX/Web dizajnér*ka! Práca pre ľudí s vášňou pre outdoor a šport,NORTHFINDER a.s.,https://www.profesia.sk/praca/northfinder/O5194715?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-11-24,False,Bratislava,1500 EUR gross/month,"Slovak: Expert (C2), English: B2","Bachelor's degree in Design, Marketing, Communication or Visual Arts",,"CMS (PrestaShop, Shopify), Adobe tools (Photoshop, Illustrator), Figme",On-site,Full-time,1-3 years,,,
5195693,IT Architekt,"Všeobecná zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5195693?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislavský kraj,3000 EUR gross/month,,"Vysokoškolské I. stupňa, technické, IT","Java, C, Python","Microsoft Outlook, Microsoft Excel, Microsoft Word",On-site with home office,Full-time,3-5 years,,,
5195680,Technický analytik,"GoodRequest, s. r. o.",https://www.profesia.sk/praca/goodrequest/O5195680?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Žilina,2000 EUR gross/month,English: B2,Bachelor,,,Home-Office,Full-time,0-1 years,,,
5195630,Software Engineer (React/NET),Takeda,https://www.profesia.sk/praca/takeda/O5195630?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislava,3080 EUR gross/month,English: B2,Bachelor's degree,"React, Next.js, .NET, TypeScript, JavaScript","Sanity, Cloudinary, Cloudflare",,Full-time,4+ years,,,
5195629,Risk & Compliance Analyst,Takeda,https://www.profesia.sk/praca/takeda/O5195629?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislava,2650 EUR gross/month,English: B2,Bachelor's degree,,,,Full-time,3+ years,,,
5195625,"Senior Manager, Digital Health Product Owner",Takeda,https://www.profesia.sk/praca/takeda/O5195625?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislava,4450 EUR gross/month,English: C1,Bachelor's degree,,,,Full-time,8-10 years,,,
5195620,Systémový administrátor,"L4 IT Systems GmbH, organizačná zložka Slovensko",https://www.profesia.sk/praca/l4-it-systems-gmbh-organizacna-zlozka-slovensko/O5195620?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislava,1800 EUR gross/month,English: B1,"Bachelor, Master","Linux, Bash","Proxmox VE, PostgreSQL, Patroni, Zabbix, Prometheus, Docker, Microsoft 365, Intune",Hybrid,Full-time,5+ years,,,
5166211,Sr. Platform Owner Network LAN-WAN-Security,Takeda,https://www.profesia.sk/praca/takeda/O5166211?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Bratislava,3800 EUR gross/month,English: B2,Bachelor's degree,,,,Full-time,5+ years,,,
5195581,Traceability & Production IT Engineer,Magna,https://www.profesia.sk/praca/magna/O5195581?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-11-24,False,Kechnec,1600 EUR gross/month,,"Bachelor's degree, Master's degree",,,On-site,Full-time,0-1 years,,,
5195571,Informatik - aplikačná podpora,TRIGON Consulting s.r.o.,https://www.profesia.sk/praca/trigon-consulting/O5195571?search_id=9d783bb5-9774-480f-935f-507ab123e83d,2025-11-24,2025-12-17,False,Banskobystrický kraj,1400 EUR gross/month,,High School with Diploma,,,Hybrid,Full-time,,,,
5071387,Manuálny tester so záujmom o automatizované testovanie,Pro HR,https://www.profesia.sk/praca/pro-hr/O5071387?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2026-03-25,True,Žilina,1800 EUR gross/month,English: B2,High School with Diploma,,,Home-Office,Full-time,2 years,,,
5195533,.NET Tech Lead,EuroView s.r.o.,https://www.profesia.sk/praca/euroview/O5195533?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Košice,4500 - 5000 EUR gross/month,English: B2,Bachelor,".NET, C#","Docker, Azure, MongoDB, CosmosDB, Dataverse",Hybrid,Full-time,3-5 years,,,
5195484,Integračný analytik,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5195484?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Bratislava,2200 EUR gross/month,,"Bachelor, Master, PhD",,,Hybrid,Full-time,3-5 years,,,
5195483,Biznis Test Analytik ČSOB (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5195483?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Bratislava,1600 EUR gross/month,English: B2,,,"JIRA, Kanoah",Hybrid,Full-time,1-3 years,,,
5195442,Sieťový administrátor (m/ž),MSM GROUP s.r.o.,https://www.profesia.sk/praca/msm-group/O5195442?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Dubnica nad Váhom,1900 EUR gross/month,English: B2,Vysokoškolské II. stupňa (High School with Diploma),,"Cisco, PaloAlto, FortiGate, FortiAuthenticator",Hybrid,Full-time,3-5 years,,,
5195441,Linux administrátor (m/ž),MSM GROUP s.r.o.,https://www.profesia.sk/praca/msm-group/O5195441?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Dubnica nad Váhom,1900 EUR gross/month,English: B2,Bachelor,"Bash, Python",Ansible,Hybrid,Full-time,3-5 years,,,
5195436,Product Owner / Product Manager,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5195436?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Bratislava,3000 EUR gross/month,"English: C1, Slovak: C1",University education (Master's degree),,,Full-time with option of home-office/hybrid work,Full-time,,,,
5195435,Senior Project Manager / Project Engineer (Static Equipment),Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5195435?search_id=91d90fb4-56cf-4ad4-9b59-1b5b156ebfdb,2025-11-24,2025-12-17,False,Bratislava,2500 EUR gross/month,"English: C1, Slovak: C2",Master's degree,,,Full-time with option of home-office/hybrid work,Full-time,,,,
5129074,Technik pre FTTH siete,"Towercom, a. s.",https://www.profesia.sk/praca/towercom/O5129074?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Bratislava,1400 - 1650 EUR gross/month,,"High School with Diploma, Bachelor, Master",,,Full-time,Full-time,1 year,,,
5195423,SAS L3 Support Services,Arcondis Solutions s.r.o.,https://www.profesia.sk/praca/arcondis-solutions/O5195423?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2026-02-16,False,Košice,2500 EUR gross/month,English: C1,"Bachelor's degree, Master's degree, Doctorate",,"SAS Management Console (SMC), Subversion (SVN)",Hybrid,Full-time,3-5 years,,,
5087562,Java Engineer,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5087562?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-11-24,False,Košice,3000 EUR gross/month,English: C1,Bachelor's degree,Java 8 or higher,"Springboot, Postgres, MySQL, Oracle",Hybrid,Full-time,,,,
5194208,Konzultant IT,"ID.EST, s.r.o.",https://www.profesia.sk/praca/id-est/O5194208?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2026-03-04,False,Žilina,1400 EUR gross/month,English: B2,High School with Diploma,,"MS Windows, MS SQL, LAN/WAN",Full-time,Full-time,,,,
5183130,Mid-Senior Administrátor IT infraštruktúry,HexaTech s. r. o.,https://www.profesia.sk/praca/hexatech/O5183130?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B1,"Bachelor, Master",,"VMware, Microsoft Windows Server, Linux, Active Directory, GPO, CA, DNS, DHCP, TCP/IP, VLAN, GIT, Bash Scripting, Windows PowerShell",Hybrid,Full-time,2-5 years,,,
5195346,PHP programátor,MAURIT s.r.o,https://www.profesia.sk/praca/maurit/O5195346?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Terchovej,2000 - 4000 EUR gross/month,{'English': 'A1'},"High School with Diploma, Bachelor, Master, PhD","PHP, JavaScript","Nette, Symfony, MySQL, Elasticsearch, ClickHouse",Home-Office,"Full-time, Part-time",3+ years,,,
5195364,"Špecialista technickej podpory L2, aplikačný administrátor",TERNO real estate s.r.o.,https://www.profesia.sk/praca/terno-real-estate/O5195364?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-11-24,False,Bratislava,1800 EUR gross/month,English: B1,"High School with Diploma, Bachelor's degree in IT or Technical field",,,On-site with home office,Full-time,,,,
5195350,Špecialista/Špecialistka podpory IT aplikácií (AJ + NJ),"Talent Solutions, s.r.o.",https://www.profesia.sk/praca/talent-solutions/O5195350?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Práca z domu,2000 EUR gross/month,"English: B2, German: B2",High School with Diploma,,"Dynatrace, BSM, ServiceNow",Home-Office,Full-time,,,,
5195314,IT špecialista / senior administrátor,ARRIVA,https://www.profesia.sk/praca/arriva/O5195314?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-11-24,False,Michalovce,1400 EUR gross/month,English: B2,High School with Diploma,,"Windows Server, AD, DNS, DHCP, PowerShell, SQL, S/4HANA public cloud, Microsoft 365, Azure",Hybrid,Full-time,5+ years,,,
5193078,Špecialista (v odbore správy infraštruktúry ICT) - muž/žena,"Slovenská elektrizačná prenosová sústava, a.s.",https://www.profesia.sk/praca/slovenska-elektrizacna-prenosova-sustava/O5193078?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-11-24,False,Bratislava,2300 EUR gross/month,English: B1,"High School with Diploma, Bachelor in Informatika, Elektrotechnika",,"MS Office (Word, Excel, PowerPoint, Outlook), MS Windows",Full-time,Full-time,10 years,,,
5195306,Servisný technik ZA,INVIZO s.r.o.,https://www.profesia.sk/praca/invizo/O5195306?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2026-01-21,False,Žilina,1200 - 1300 EUR gross/month,English: A2,High School with Diploma,,"Microsoft Windows, Internet (e-mail, www), Microsoft Excel, Microsoft Word",Full-time,Full-time,,,,
5195291,Cache/IRIS programátor/ka - KE alebo BA,"DÔVERA zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/dovera-zdravotna-poistovna/O5195291?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2026-01-21,False,Košice,2400 EUR gross/month,English: B1,High School with Diploma,"Cache, IRIS",".NET Core 3.1, MSSQL, ASP.NET, C-Sharp, Kotlin, Swift, ReactJS, TypeScript",Hybrid,Full-time,,,,
5195283,.NET developer medior (hybrid),"codium, s.r.o.",https://www.profesia.sk/praca/codium/O5195283?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Žiliny,2200-4000 EUR gross/month,English: A2,Bachelor,"C#, .NET, .net Framework 4+, .net core 3.1+","ASP.NET Razor, MsSQL Server, Redis, SignalR, Kafka, Elasticsearch",Hybrid,Full-time,0-3 years,,,
5195252,Product Manager – Employee Experience Strategy (Košice),Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5195252?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Košice,2500 EUR gross/month,English: C1,Master's degree,,,Hybrid,Full-time,5+ years,,,
5195250,Digital Product Manager – Intelligent Learning Experiences BA,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5195250?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Bratislava,2700 EUR gross/month,English: C1,Master's degree,,,Hybrid,Full-time,5+ years,,,
5195251,Product Manager – Intelligent Learning Solutions (Košice),Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5195251?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Košice,2700 EUR gross/month,English: C1,Master's degree,,,Hybrid,Full-time,5+ years,,,
5195249,Product Manager – Employee Experience Strategy (Bratislava),Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5195249?search_id=2658e7fe-4c7f-416a-8cd1-2d82c2907901,2025-11-24,2025-12-17,False,Bratislava,2500 EUR gross/month,English: C1,Master's degree,,,Hybrid,Full-time,5+ years,,,
5195246,Junior PHP Developer,Bencor s.r.o.,https://www.profesia.sk/praca/bencor/O5195246?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Bratislava,700 EUR/hour,English: B2,High School with Diploma,,,,Short-term,,,,
5195229,GDPR konzultant / lektor,"CeMS, s.r.o.",https://www.profesia.sk/praca/cems/O5195229?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Slovensko,25 EUR/hod.,"{'Language': 'Slovenský jazyk', 'Level': 'Expert (C2)'}, {'Language': 'Anglický jazyk', 'Level': 'Stredne pokročilý (B2)'}",stredoškolské s maturitou,,,Živnosť/Dohoda,"na dohodu (brigády), živnosť",4 Počet rokov praxe,,,
5195230,Senior Tester,"Slovenská sporiteľňa, a.s.",https://www.profesia.sk/praca/slovenska-sporitelna/O5195230?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Bratislava,2500 EUR gross/month,,,,,,Full-time,3-5 years,,,
5195221,Systémový administrátor pre ČSOB Poisťovňu (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5195221?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Prešov,2200 EUR gross/month,English: B2,,"Docker, Argo, Kubernetes, Ansible, TCP/IP, Linux, Red Hat","GitHub, GitLab, Windows Virtualizačné prostredie, VMware",Hybrid,Full-time,2+ years,,,
5175901,Payments IT Business Analyst,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5175901?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2026-01-25,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,,,Home-Office,Full-time,3-5 years,,,
5195216,Hľadáme elektromechanika do Serede (m/ž),"Talent Solutions, s.r.o.",https://www.profesia.sk/praca/talent-solutions/O5195216?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Sereď,1693-1972 EUR gross/month,,"High School with Diploma, Bachelor, Master, PhD",,,Full-time,Full-time,0-1 years,,,
5195214,"IT Analyst / Business Consultant - buď partnerom pri tvorbe riešení, ktoré majú skutočný dopad",SOFTEC,https://www.profesia.sk/praca/softec/O5195214?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislavský kraj,2000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,3-5 years,,,
5195213,Consulting & Business Development Manager – Telco & Retail,SOFTEC,https://www.profesia.sk/praca/softec/O5195213?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislavský kraj,3000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,4+ years,,,
5195211,Fullstack Developer,SOFTEC,https://www.profesia.sk/praca/softec/O5195211?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislavský kraj,2000 EUR gross/month,,"Bachelor, Master, PhD","Java, Angular","Quarkus, Spring/SpringBoot, PostgreSQL / Oracle DB",Hybrid,Full-time,,,,
5195210,Junior Developer - skvelý začiatok tvojej kariéry v IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5195210?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislavský kraj,1600 EUR gross/month,,"Bachelor, Master, PhD","Java, .NET, React, Angular",,Hybrid,Full-time,,,,
5195207,Manažér kybernetickej bezpečnosti - junior konzultant,"CeMS, s.r.o.",https://www.profesia.sk/praca/cems/O5195207?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Slovensko,40 EUR/hod,"{'Language': 'Slovenský jazyk', 'Level': 'Expert (C2)'}, {'Language': 'Anglický jazyk', 'Level': 'Pokročilý (C1)'}",Vysokoškolské I. stupňa,,,Živnosť/Dohoda,Short-term,1-3 years,,,
5195209,Junior Analytik - skvelý začiatok tvojej kariéry v IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5195209?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislavský kraj,1600 EUR gross/month,,"Bachelor, Master, PhD",,,Hybrid,Full-time,,,,
5172799,SAP FI Consultant,CGI Slovakia s. r. o.,https://www.profesia.sk/praca/cgi-slovakia/O5172799?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2026-03-16,False,Bratislava,3000 EUR gross/month,English: B2,Bachelor,,"SAP ECC ERP, SAP S/4HANA",Hybrid,Full-time,5+ years,,,
5195190,Networking Presales Consultant,DRILL B.S. spol. s r.o.,https://www.profesia.sk/praca/drill-b-s/O5195190?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Bratislava,3600 EUR gross/month,"Slovenský jazyk - Pokročilý (C1), Anglický jazyk - Stredne pokročilý (B2)","Vysokoškolské vzdelanie technického smeru (IT, telekomunikácie, elektrotechnika)",,,Hybrid,Full-time,Min. 2–3 roky praxe v oblasti sieťových technológií alebo IT infraštruktúry,,,
5195167,Technical Project Manager,Unomedical s.r.o.,https://www.profesia.sk/praca/unomedical/O5195167?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Michalovce,2000 EUR gross/month,English: C1,Bachelor/Master Degree,,,Hybrid,Full-time,3-5 years,,,
5166659,PHP a AI prompting developer (vývoj ERP systému) - remote,Apertia Tech s.ro.,https://www.profesia.sk/praca/apertia-tech-s-ro/O5166659?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-12-17,False,Remote,1500 - 2900 EUR gross/month,English: B2,"High School with Diploma, Bachelor, Master, PhD","PHP, Python, JavaScript","MySQL, MVC architecture",Home-Office,Full-time,,,,
5174844,Experienced Software Engineer (Python),Solar Turbines Slovakia s.r.o.,https://www.profesia.sk/praca/solar-turbines-slovakia/O5174844?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2026-03-05,False,Košice,3300 EUR gross/month,English: B2,Bachelor's Degree or relevant experience in Software engineering,"Python, Django, Flask, FastAPI","Jenkins, Azure Devops, MySQL, PostgreSQL",Job with occasional home office,Full-time,3-5 years,,,
5195122,DevOps Engineer,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5195122?search_id=2926099e-f04e-4fe2-861e-981408219ab3,2025-11-24,2025-11-24,False,Bratislava,3000 EUR gross/month,English: B2,"Bachelor's degree in Computer Science, Information Technology, or a related field",,"Docker, Kubernetes, Helm charts, Terraform, GitLab CI/CD pipelines",Hybrid,Full-time,4+ years,,,
5195121,Site IT Support Engineer L1/L2 (VCK),Volvo Car Slovakia s. r. o.,https://www.profesia.sk/praca/volvo-car-slovakia/O5195121?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Valaliky,2200 EUR gross/month,"English: B2, Slovak: B2",University education (Bachelor's degree),,"Zabbix, Service-Now, MDT, WSUS, MobiControl",Shift-based,Full-time,4 years,,,
5195110,IT Biznis Analytik,ITAPS s. r. o.,https://www.profesia.sk/praca/itaps/O5195110?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,25 EUR/hod.,"Slovenský jazyk - Expert (C2), Anglický jazyk - Stredne pokročilý (B2)",Bachelor,,"Camunda modeler, MS SQL Server, MS Power Automate, Openshift, Azure DevOps, Zabbix, Atlassian JIRA",Home-Office,Full-time,,,,
4964475,Global eCommerce Business/ Functional Analyst,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O4964475?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2026-03-25,True,Bratislava,2300 EUR gross/month,"English: C1, Slovak: Fluent",,,"CMS, JIRA, Postman, HTML/CSS, JavaScript, API, system architecture",Job with occasional home office,Full-time,2-5 years,,,
5195074,IT OSS Senior Solution Designer (f/m),"Slovak Telekom, a.s.",https://www.profesia.sk/praca/slovak-telekom/O5195074?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,3500 EUR gross/month,English: B2,,"Java, Python","TIBCO products (BW5, BW6, BWCE, FOM/FOS)",Hybrid,Full-time,8+ years,,,
5195069,C++ Programmer for Robotic Systems,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5195069?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B2,University education (Bachelor's degree),"C++, Python","Jira, GitHub, VS Code IDE",Full-time with option of home-office/hybrid work,Full-time,2+ years,,,
5195061,Naštartuj kariéru vo svete bankovníctva a financií ako analytik/ analytička,"Slovenská sporiteľňa, a.s.",https://www.profesia.sk/praca/slovenska-sporitelna/O5195061?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,1800 EUR gross/month,,Bachelor,,,On-site with home office,Full-time,1-3 years,,,
5195060,IT technik,KARMEN - veľkoobchod potravín s.r.o.,https://www.profesia.sk/praca/karmen-velkoobchod-potravin/O5195060?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Prešov,2150 EUR gross/month,English: A2,High School with Diploma,,"Microsoft Windows, Administrácia Windows serverov, Administrácia LAN/WAN, Klient/server administrácia",Full-time,Full-time,2 years,,,
5195051,Senior Biznis Analytik/čka – Firemné financovanie (LAB),"Slovenská sporiteľňa, a.s.",https://www.profesia.sk/praca/slovenska-sporitelna/O5195051?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,2600 EUR gross/month,,,,,,Full-time,5+ years,,,
5195001,Senior VBA Engineer,Ciklum,https://www.profesia.sk/praca/ciklum/O5195001?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislava,3700 EUR gross/month,,"University education (Bachelor's degree), University education (Master's degree)","Power Query, VBA, C#, .NET","MS Access, Excel, Windows, Git, SAP systems",Job with occasional home office,Full-time,,,,
5194960,Správca techník IT (aj pre absolventa strednej školy),Geis SK s.r.o.,https://www.profesia.sk/praca/geis-sk/O5194960?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Zvolen,1300 EUR gross/month,English: B1,,,"Microsoft Windows, Microsoft 365",On-site with home office,Full-time,,,,
5194943,Automation Tester - Mobile Application,"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5194943?search_id=567b7a5f-d186-4a0d-aaf4-bbb92603f77c,2025-11-24,2025-12-17,False,Bratislavský kraj,2400 EUR gross/month,,,Java,"Appium, LambdaTest, Swagger/OpenAPI (API testovanie), Jenkins, GitLab, Jira, Testrail",,Full-time,2-5 years,,,
5194889,DevOps konzultant,VM DevOps s. r. o.,https://www.profesia.sk/praca/vm-devops/O5194889?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Práca z domu,50-100 EUR/hod.,,Vzdelanie v odbore IT,,,Home-Office,"Short-term, on-demand (brigády), part-time",,,,
5194499,Senior Engineer IT HR Solutions - SAP HCM (d/m/f),ams-OSRAM International GmbH,https://www.profesia.sk/praca/ams-osram-international-gmbh/O5194499?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Nové Zámky,2200 - 2500 EUR gross/month,"{'English': None}, {'German': None}","Bachelor, Master",ABAP,"SAP HCM, SuccessFactors",,,1-3 years,,,
5194501,Exposure Management Analyst,JOHNSON CONTROLS INTERNATIONAL spol. s r.o.,https://www.profesia.sk/praca/johnson-controls-international/O5194501?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislava,2200 EUR gross/month,,"Bachelor's degree in Computer Engineering, Computer Security, or Computer Science (preferred)",,"Qualys, Crowdstrike, Cycognito, BitSight",Hybrid,Full-time,3-5 years,,,
5194822,Full Stack Developer,Freshfields,https://www.profesia.sk/praca/freshfields/O5194822?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2026-03-25,True,Bratislava,2400 EUR gross/month,English: B2,University education (Bachelor's degree),"C#, PowerShell, SQL, Python","iManage Work v10, Intapp, CAM, Azure DevOps",Hybrid,Full-time,3-5 years,,,
5188274,Programátor C# / .NET - Bratislava,"PCexpres, s.r.o.",https://www.profesia.sk/praca/pcexpres/O5188274?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislava,1500 - 2500 EUR gross/month,English: B2,"High School with Diploma, Bachelor","C#, .NET, Visual Studio","MS SQL Server, Trello, Windows Server / IIS / Hyper-V",Full-time,Full-time,3-5 years,,,
5194741,Trainee Developer/Trainee Analyst - pozícia skvelá pre študenta/študentku IT!,SOFTEC,https://www.profesia.sk/praca/softec/O5194741?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Bratislavský kraj,6 EUR/hour,,High School with Diploma,"Java, .NET, JavaScript, React, Angular, HTML, CSS",,Home-Office,Short-term,,,,
5194733,Embedded C/C++ developer,"OZZYLOGIK, s.r.o.",https://www.profesia.sk/praca/ozzylogik/O5194733?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-12-17,False,Svätý Jur,2000 EUR gross/month,English: Intermediate,University education (Bachelor's degree),"C/C++, Embedded Linux, STM32","CMake, RTOS, multithreading",On-site,Full-time,2 years,,,
5194724,Sharepoint/NET Developer,CODERAMA s. r. o.,https://www.profesia.sk/praca/coderama/O5194724?search_id=ff18db1c-5a3f-47bc-9fcb-caf0c4de3db9,2025-11-24,2025-11-24,False,Bratislava,3500-6000 EUR gross/month,"English: C1, Slovak: C1",Bachelor's degree or higher in Informatics and Information Technologies,"C#, .NET, ReactJS","Microsoft SharePoint, PowerShell, GIT/Bitbucket","Full-time, remote work possible",Full-time,5+ years,,,
